original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Montagu-Nathan (M.)-Moussorgsky. 8vo. 87x6, pp. 100, 28. net. (Masters of Russian music) CONSTABLE, Nov. 16",157,165,,Montagu-Nathan (M.),Moussorgsky.,8vo.,"87x6, pp. 100, 28. net. (Masters of Russian music)",CONSTABLE,Nov. 16
"MONTAGU-NATHAN Moffatt (Warneford)—An Ode on the Canadian soldiers who fell near Ypres, with other poems. Cř. 8vo. 71 x 41, pp. 32, bds. Is. net SIMPKIN, May 16",156,164,,MONTAGU-NATHAN Moffatt (Warneford),"An Ode on the Canadian soldiers who fell near Ypres, with other poems.",Cř. 8vo.,"71 x 41, pp. 32, bds. Is. net",SIMPKIN,May 16
"MONTAGU-NATHAN Montagu-Nathan (M.)—Hdbk. to the piano works of A. Scriabin. Portr. Cr. 4to., pp. 16, 6d. net J. and W. CHESTER, May 16",157,165,MONTAGU-NATHAN,Montagu-Nathan (M.),Hdbk. to the piano works of A. Scriabin. Portr.,Cr. 4to.,"pp. 16, 6d. net",J. and W. CHESTER,May 16
"Montgomery (E. G.)-Productive farm crops. 8vo. 8} x 51, 78. 60, net. (Farm manuals) LIPPINCOTT, Mar. 16",157,165,,Montgomery (E. G.),Productive farm crops.,8vo.,"8} x 51, 78. 60, net. (Farm manuals)",LIPPINCOTT,Mar. 16
"Montgomery (Florence)-Misunderstood. 18mo. 61x4), pp. 250, Is. net ..MACMILLAN, Sep. 16",157,165,,Montgomery (Florence),Misunderstood.,18mo.,"61x4), pp. 250, Is. net ..",MACMILLAN,Sep. 16
"Montgomery (Henry Hutchinson)-Life's journey. Intro. by the Bishop of London. Cr. 8vo. 71 X 5, pp. 162, 28. 6d. net LONGMANS, Feb. 16",157,165,,Montgomery (Henry Hutchinson),Life's journey. Intro. by the Bishop of London.,Cr. 8vo.,"71 X 5, pp. 162, 28. 6d. net",LONGMANS,Feb. 16
"Montgomery (R. M.) and Allen (William)--Excess profits duty and excess mineral rights duty under Finance (No. 2) Act, 1915. Pp. 94, swd. 75. 6d. net .BUTTERWORTH, Feb. 16",157,165,,Montgomery (R. M.) and Allen (William),"Excess profits duty and excess mineral rights duty under Finance (No. 2) Act, 1915.",,"Pp. 94, swd. 75. 6d. net .",BUTTERWORTH,Feb. 16
"Monuments (Ancient) in Wales and Monmouth- shire-Royal Com. on : 7th Rpt., for 1915. id. WYMAN, July 16",157,165,,,"Monuments (Ancient) in Wales and Monmouth- shire-Royal Com. on : 7th Rpt., for 1915.",,id.,WYMAN,July 16
"Monypenny_(William Flavelle) and Buckle (George Earle)-The Life of Benjamin Dis- raeli, Earl of Beaconsfield. Vol. 4, 1855-1868, by G. E. Buckle. Port., illus. 8vo. 81 x 55, pp. 616, 12s. net .MURRAY, May 16",157,165,,Monypenny_(William Flavelle) and Buckle (George Earle),"The Life of Benjamin Dis- raeli, Earl of Beaconsfield. Vol. 4, 1855-1868, by G. E. Buckle. Port., illus.",8vo.,"81 x 55, pp. 616, 12s. net .",MURRAY,May 16
"Moon (Alexander)-How Kleshler Valery: a romance of two wars. Cr. 8vo. 71 X 4), pp. 96, is. net..ROFFEY & C., June 16",157,165,,Moon (Alexander),How Kleshler Valery: a romance of two wars.,Cr. 8vo.,"71 X 4), pp. 96, is. net..",ROFFEY & C.,June 16
"Moon (Edward R. P.)-Four weeks as acting commandant at the Belgian Field Hospital. Pp. 78, swd. is. net ... HUMPHREYS, Jan. 16",157,165,,Moon (Edward R. P.),Four weeks as acting commandant at the Belgian Field Hospital.,,"Pp. 78, swd. is. net ...",HUMPHREYS,Jan. 16
"Moor (C. G.) and Partridge (William)-Aids to bacteriology. 3rd. ed. 18mo. 65 x 41, pp. 286, swd. 3s. net .BAILLIÈRE, June 16",157,165,,Moor (C. G.) and Partridge (William),Aids to bacteriology. 3rd. ed.,18mo.,"65 x 41, pp. 286, swd. 3s. net .",BAILLIÈRE,June 16
"Moore (Benjamin Burges)—From Moscow to the Persian Gulf : being the journal of a dis- enchanted traveller in Turkestan and Persia. With 160 illus. and a map. 8vo. 81x55, pp. 470, ios. 6d. net ..PUTNAM, Jan. 16",157,165,,Moore (Benjamin Burges),From Moscow to the Persian Gulf : being the journal of a dis- enchanted traveller in Turkestan and Persia. With 160 illus. and a map.,8vo.,"81x55, pp. 470, ios. 6d. net ..",PUTNAM,Jan. 16
"Moore (Bernard)--Cornish catches and other verses, 25. 6d. net ..E. MACDONALD, May 16",157,165,,Moore (Bernard),"Cornish catches and other verses,",,25. 6d. net ..,E. MACDONALD,May 16
"Moore (Dorothea)-Wanted, an English girl : the adven. of an Eng. schoolgirl in Germany. 8vo. 81x5}, pp. 416, 6s. .PARTRIDGE, Aug. 16",157,165,,Moore (Dorothea),"Wanted, an English girl : the adven. of an Eng. schoolgirl in Germany.",8vo.,"81x5}, pp. 416, 6s. .",PARTRIDGE,Aug. 16
"Moore (E. C.)- What is education ? Cr. 8vo., pp. 557, 5s. net GINN, Apr. 16",157,165,,Moore (E. C.),What is education ?,Cr. 8vo.,"pp. 557, 5s. net",GINN,Apr. 16
"Moore (Edith Mary)-The Spirit and the law : a novel. Cr. 8vo. 71 x 41, pp. 346, 6s. CHAPMAN & H., Jan. 16",157,165,,Moore (Edith Mary),The Spirit and the law : a novel.,Cr. 8vo.,"71 x 41, pp. 346, 6s.",CHAPMAN & H.,Jan. 16
"Moore (Emmeline) — The Potamogetons in rela. to pond culture (from “Bull. [U.S.) Bureau of Fisheries,"" Vol. 33). Illus. Ryl. 8vo. 11 X 7}, pp. 47, 5s. net WESLEY, June 16",157,165,,Moore (Emmeline),"The Potamogetons in rela. to pond culture (from “Bull. [U.S.) Bureau of Fisheries,"" Vol. 33). Illus.",Ryl. 8vo.,"11 X 7}, pp. 47, 5s. net",WESLEY,June 16
"Moore (F. Frankfort)-A Friend indeed. Cr. 8vo. 7* x 5, pp. 336, 6s. HUTCHINSON, Oct. 16",157,165,,Moore (F. Frankfort),A Friend indeed.,Cr. 8vo.,"7* x 5, pp. 336, 6s.",HUTCHINSON,Oct. 16
"Moore (F. Frankfort)—The Rise of Raymond. Cr. 8vo. 74 x 4, pp. 326, 6s. HUTCHINSON, Apr. 16",157,165,,Moore (F. Frankfort),The Rise of Raymond.,Cr. 8vo.,"74 x 4, pp. 326, 6s.",HUTCHINSON,Apr. 16
"Moore (George)-The Brook Kerith: a Syrian story. 8vo. 91 x 5, pp. 471, half Ithr., 78. 6d. net ; ed. de luxe, 355. net....LAURIE, Aug. 16",157,165,,Moore (George),The Brook Kerith: a Syrian story.,8vo.,"91 x 5, pp. 471, half Ithr., 78. 6d. net ; ed. de luxe, 355. net....",LAURIE,Aug. 16
"Moore (H. E.)-Farm work for discharged soldiers. 6d. net .P. S. KING, Apr. 16",157,165,,Moore (H. E.),Farm work for discharged soldiers.,,6d. net .,P. S. KING,Apr. 16
"Moore (Henry Charles)—Under Jellicoe's com- mand. 4to. 10} x 71, pp. 224, 5s. net COLLINS, Nov. 16",157,165,,Moore (Henry Charles),Under Jellicoe's com- command.,4to.,"10} x 71, pp. 224, 5s. net",COLLINS,Nov. 16
"Moore (J. Howard)—Savage survivals. Cr. 8vo. 77 x 51, 3s. net . BELL, June 16",157,165,,Moore (J. Howard),Savage survivals.,Cr. 8vo.,"77 x 51, 3s. net .",BELL,June 16
"Moore (James M.) and Slight (John)-An Inter- mediate French course. Part 1, section 2, Lower grade syntax and composition. Cr. 8vo. 71 x 41, is. net .BLACKIE, Mar. 16",157,165,,Moore (James M.) and Slight (John),"An Inter- mediate French course. Part 1, section 2, Lower grade syntax and composition.",Cr. 8vo.,"71 x 41, is. net .",BLACKIE,Mar. 16
"Moore (Leslie)—The Wiser folly. Cr. 8vo. 7{ x 5, pp. 360, 6s...... ..PUTNAM, May 16",157,165,,Moore (Leslie),The Wiser folly.,Cr. 8vo.,"7{ x 5, pp. 360, 6s......",PUTNAM,May 16
"Moore's Manual of family medicine and hygiene for India. 8th ed. Rewr. by Cuthbert Allan Sprawson. 8vo. 81 x 54, pp. 682, 6s. net CHURCHILL, Oct. 16",157,165,,,Moore's Manual of family medicine and hygiene for India. 8th ed. Rewr. by Cuthbert Allan Sprawson.,8vo.,"81 x 54, pp. 682, 6s. net",CHURCHILL,Oct. 16
"Moorhouse (E. Hallam)-Sea magic. Intro. by Arnold White. Cr. 8vo. 71 x 4*, pp. 166, 28. net CHAPMAN & H., July 16",157,165,,Moorhouse (E. Hallam),Sea magic. Intro. by Arnold White.,Cr. 8vo.,"71 x 4*, pp. 166, 28. net",CHAPMAN & H.,July 16
"Moorman (F. W.)-Shakespeare : 1616-1916. IS. net .N.H.R.U., June 16",157,165,,Moorman (F. W.),Shakespeare : 1616-1916.,,IS. net .,N.H.R.U.,June 16
"Mooro (Bernard)-A Cornish haul. Cr. 8vo, 71*4t, 2s. bet.. ...STOCKWELL, June 16",157,165,,Mooro (Bernard),A Cornish haul.,Cr. 8vo,"71*4t, 2s. bet..",STOCKWELL,June 16
"Mooro's Almanac. Original ed. Cr. 8vo. 71 x 5, pp. 128, 6d. net CASSELL, Sep. 16.",157,165,,,Mooro's Almanac. Original ed.,Cr. 8vo.,"71 x 5, pp. 128, 6d. net",CASSELL,Sep. 16.
"Mor win (Samuel)—The Honey bee. Cr. 8vo. 74 x 5, pp. 458, 59. net . NASH, Sep. 16",152,160,,Mor win (Samuel),The Honey bee.,Cr. 8vo.,"74 x 5, pp. 458, 59. net .",NASH,Sep. 16
"Moran (J. A.)-French grammar and composition. New ed. w. additional exercises. Cr. 8vo. 7x44, pp. 148, Is. 4d. net SULLIVAN BROS., Sep. 16",157,165,,Moran (J. A.),French grammar and composition. New ed. w. additional exercises.,Cr. 8vo.,"7x44, pp. 148, Is. 4d. net",SULLIVAN BROS.,Sep. 16
"Mord (Phyllis)—The Taming of Winifred. Cr. 8vo. 8 X 54, pp. 384, 35. 60. ....R.T.S., Sep. 16",157,165,,Mord (Phyllis),The Taming of Winifred.,Cr. 8vo.,"8 X 54, pp. 384, 35. 60. ....",R.T.S.,Sep. 16
"Mordaunt (Elinor)—The Park wall. Cr. 8vo. 74 x 5, pp. 391, 6s. . CASSELL, Aug. 16",157,165,,Mordaunt (Elinor),The Park wall.,Cr. 8vo.,"74 x 5, pp. 391, 6s. .",CASSELL,Aug. 16
"More (Adelyne)-Fecundity versus civilisation. Intro. by Arnold Bennett. 8vo. 9 x6, pp. 52, swd. 6d. net ..ALLEN & U., Oct. 16",157,165,,More (Adelyne),Fecundity versus civilisation. Intro. by Arnold Bennett.,8vo.,"9 x6, pp. 52, swd. 6d. net ..",ALLEN & U.,Oct. 16
"More chum-chats. By “ Uncle Reg."" Cr. 8vo. 71 x 5, pp. 187, Is. 6d. ..KELLY, Oct. 16",157,165,,,"More chum-chats. By "" Uncle Reg.""",Cr. 8vo.,"71 x 5, pp. 187, Is. 6d. ..",KELLY,Oct. 16
"Moredith (Louise)—A Woman's mistake. Cr. 8vo. 71*4*, 25. net ..STOCKWELL, Feb. 16",151,159,,Moredith (Louise),A Woman's mistake.,Cr. 8vo.,"71*4*, 25. net ..",STOCKWELL,Feb. 16
"Morehouse (Frances M.)-The Discipline of the school. Intro. by Lotus D. Coffman. Cr. 8vo. 71 x 54, 35, 6d. net .... .HARRAP, Feb, 16",157,165,,Morehouse (Frances M.),The Discipline of the school. Intro. by Lotus D. Coffman.,Cr. 8vo.,"71 x 54, 35, 6d. net .... .",HARRAP,"Feb, 16"
"Morgan (Alexander) ---Education and social progress. 8vo. 8 x 57, pp. 260, 35. 6d. net LONGMANS, Jan. 16",158,166,,Morgan (Alexander),Education and social progress.,8vo.,"8 x 57, pp. 260, 35. 6d. net",LONGMANS,Jan. 16
"Morgan (Evan)-Fragments. 18mo. 7 *4), pp. 64, 23, 6d. net E. MACDONALD, Oct. 16",158,166,,Morgan (Evan),Fragments.,18mo.,"7 *4), pp. 64, 23, 6d. net",E. MACDONALD,Oct. 16
"Morgan (G. Campbell)-The Spirit of God. New ed. Cr. 8vo. 71 x 5, pp. 254, 25. 6d. net HODDER & S., May 16",158,166,,Morgan (G. Campbell),The Spirit of God. New ed.,Cr. 8vo.,"71 x 5, pp. 254, 25. 6d. net",HODDER & S.,May 16
"Morgan (G. Campbell)—The Graded Bible. Vol. 5, The Hist. of the Church : the Apostolic writings; and the Book of Revelation. 74 x 5, pp. 233, 28. net ...HODDER & S., Nov. 16",158,166,,Morgan (G. Campbell),"The Graded Bible. Vol. 5, The Hist. of the Church : the Apostolic writings; and the Book of Revelation.",,"74 x 5, pp. 233, 28. net",HODDER & S.,Nov. 16
"Morgan (George E.)-Sunday talks with boys and girls. 77 x 5, pp. 228, 2s. 6d. net MORGAN & S., Dec. 16",158,166,,Morgan (George E.),Sunday talks with boys and girls.,,"77 x 5, pp. 228, 2s. 6d. net",MORGAN & S.,Dec. 16
"Morgan (H. E.)--Business organisation. Cr. 8vo. 71 X 5, pp. 261, 5s. net ...NASH, Dec. 16",158,166,,Morgan (H. E.),Business organisation.,Cr. 8vo.,"71 X 5, pp. 261, 5s. net ...",NASH,Dec. 16
"Morgan (H. E.)—The Munitions of peace : our preparations for the trade war. Cr. 8vo. 77 x 41, pp. 188, 28. 6d. net ...NISBET, June 16",158,166,,Morgan (H. E.),The Munitions of peace : our preparations for the trade war.,Cr. 8vo.,"77 x 41, pp. 188, 28. 6d. net ...",NISBET,June 16
"Morgan (Hugo)-Life among the sandbags. Cr. 8vo., 77 X 5, pp. 123, Is, net HODDER & S., July 16",158,166,,Morgan (Hugo),Life among the sandbags.,Cr. 8vo.,"77 X 5, pp. 123, Is, net",HODDER & S.,July 16
"Morgan (J. H.)-Leaves from a field note-book. Cr. 8vo. 8 X 51, pp. 308, ss. net MACMILLAN, Mar. 16",158,166,,Morgan (J. H.),Leaves from a field note-book.,Cr. 8vo.,"8 X 51, pp. 308, ss. net",MACMILLAN,Mar. 16
