original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Murray (A. M., Col.)-The Fortnightly History of the War. Vol. I. Foreword by Field-Marshal Sir Evelyn Wood. 8vo. 9x5t, pp. 420, 1os. 6d. net ..CHAPMAN & H., Nov. 16",160,168,,"Murray (A. M., Col.)",The Fortnightly History of the War. Vol. I. Foreword by Field-Marshal Sir Evelyn Wood.,8vo.,"9x5t, pp. 420, 1os. 6d. net ..",CHAPMAN & H.,Nov. 16
"Murray (A. Scott)--The Good fight of faith : twenty addresses to children on war subjects. 71 x 4, pp. 64, is, net ..STOCKWELL, Oct. 16",160,168,,Murray (A. Scott),The Good fight of faith : twenty addresses to children on war subjects.,,"71 x 4, pp. 64, is, net ..",STOCKWELL,Oct. 16
"Murray (Adam) and Carter (Roger N.)-A Guide to income tax practice. 7th ed. 8vo. 81 x 51, pp. 743, 175. 6d. net ....GEE, July 16",160,168,,Murray (Adam) and Carter (Roger N.),A Guide to income tax practice. 7th ed.,8vo.,"81 x 51, pp. 743, 175. 6d. net ....",GEE,July 16
"Murray (Andrew)-The Full blessing of Pentecost. and imp. Cr. 8vo., pp. 188, is. net OLIPHANTS, July 16",160,168,,Murray (Andrew),The Full blessing of Pentecost. and imp.,Cr. 8vo.,"pp. 188, is. net",OLIPHANTS,July 16
"Murray (Andrew)-The Secret of inspiration. 32mo. 4*X3, pp. 78, is. net; limp 6d. net MORGAN & S., July 16",160,168,,Murray (Andrew),The Secret of inspiration.,32mo.,"4*X3, pp. 78, is. net; limp 6d. net",MORGAN & S.,July 16
"Murray (Andrew)-The Supreme need : in response to a call to the church, in Mrs. Head's booklet, “ The Forgotten friend."" Cr. 8vo. 74 *5), pp. 30, swd. 6d. net OLIPHANT, Apr. 16",160,168,,Murray (Andrew),"The Supreme need : in response to a call to the church, in Mrs. Head's booklet, “ The Forgotten friend.""",Cr. 8vo.,"74 *5), pp. 30, swd. 6d. net",OLIPHANT,Apr. 16
"Murray (Athole J.)-Strength of ships. 8vo. 9x6, pp. 408, 159, net ....LONGMANS, Dus. 16",160,168,,Murray (Athole J.),Strength of ships.,8vo.,"9x6, pp. 408, 159, net ....",LONGMANS,Dus. 16
"Murray (C.)---Messages from the Master. Cr. 8vo. 715, pp. 158, is, 6d. ..PARTRIDGE, Dec. 16",160,168,,Murray (C.),Messages from the Master.,Cr. 8vo.,"715, pp. 158, is, 6d. ..",PARTRIDGE,Dec. 16
"Murray (Gilbert)-Impressions of Scandinavia in war time. Cr. 8vo., swd. 2d. net UNWIN, July 16",160,168,,Murray (Gilbert),Impressions of Scandinavia in war time.,Cr. 8vo.,swd. 2d. net,UNWIN,July 16
"Murray (Henry)-The Railway swindle. Čr. Svo. 77 x 5, pp. 160, 28. 6d. net RICHARDS, June 16",160,168,,Murray (Henry),The Railway swindle.,Čr. Svo.,"77 x 5, pp. 160, 28. 6d. net",RICHARDS,June 16
"Murray (J. 0. F.)-A Fragment of spiritual autobiography : Galatians i. 10mii. 2i. 8vo. 81x5), pp. 30, swd. 6d. net HEFFER, Feb. 16",160,168,,Murray (J. 0. F.),A Fragment of spiritual autobiography : Galatians i. 10mii. 2i.,8vo.,"81x5), pp. 30, swd. 6d. net",HEFFER,Feb. 16
"Murray (J. O. F.)--Studies in the temptation of the Son of God. Cr. 8vo. 78 x 5, pp. 120, 25. net LONGMANS, Mar. 16",160,168,,Murray (J. O. F.),Studies in the temptation of the Son of God.,Cr. 8vo.,"78 x 5, pp. 120, 25. net",LONGMANS,Mar. 16
"Murray (Marr)—Bible prophecies and the present war. 2nd ed. Cr. 8vo. 71 x 5, pp. 338, 23. 6d. net .HODDER & S., Mar. 16",160,168,,Murray (Marr),Bible prophecies and the present war. 2nd ed.,Cr. 8vo.,"71 x 5, pp. 338, 23. 6d. net .",HODDER & S.,Mar. 16
"Murray (Marr)—The Bible and the future of Britain. Cr. 8vo. 71 x 5, pp. 184, 25. 6d. net HODDER & S., Oct. 16",160,168,,Murray (Marr),The Bible and the future of Britain.,Cr. 8vo.,"71 x 5, pp. 184, 25. 6d. net",HODDER & S.,Oct. 16
"Murray (R. H.)—Unpublished letters of William Penn. 104 x 71, pp. 233-240, Is. (Fr. Pro- ceedings of Ryl. Irish Acad.) HODGES, F., Sep. 16",160,168,,Murray (R. H.),Unpublished letters of William Penn.,,"104 x 71, pp. 233-240, Is. (Fr. Pro- ceedings of Ryl. Irish Acad.)","HODGES, F.",Sep. 16
"Murray (Sir J. A. H.) ed. See New Eng. dictionary: Murray (J. Allan)-The Economy of food : a pop. treatise on nutrition, food and diet. Pop, ed. Cr. 8vo. 74 x 5, pp. 266, 28. net CONSTABLE, May 16",160,168,Murray (Sir J. A. H.) ed. See New Eng. dictionary:,Murray (J. Allan),"The Economy of food : a pop. treatise on nutrition, food and diet. Pop, ed.",Cr. 8vo.,"74 x 5, pp. 266, 28. net",CONSTABLE,May 16
"Murry (J. Middleton) - Still life. Cr. 8vo. 7* *st, PP. 464, 5s. net ...CONSTABLE, Dec. 16",160,168,,Murry (J. Middleton),Still life.,Cr. 8vo.,"7* *st, PP. 464, 5s. net ...",CONSTABLE,Dec. 16
"Murry. (I. Middleton)-Fyodor Dostoevsky: a. critical study. 8vo. 9 x6, pp. 260, 75. 6d. net SECKER, Aug. 16",160,168,,Murry. (I. Middleton),Fyodor Dostoevsky: a. critical study.,8vo.,"9 x6, pp. 260, 75. 6d. net",SECKER,Aug. 16
"Musbon (Le)-Troisième série, tome 1, no. 2. Large Ryl. 8vo., 103 x 61, 6s. net CAMB. UNIV. PRESS, Apr. 16",160,168,,,"Musbon (Le)-Troisième série, tome 1, no. 2.",Large Ryl. 8vo.,"103 x 61, 6s. net",CAMB. UNIV. PRESS,Apr. 16
"MUSÉON Mullins (Claud)—The Patriotism of Ramsay Macdonald and others. Cr. 8vo. 77 x 41, pp. 118, swd. 6d. net.. .NASH, Jan. 16",160,168,MUSÉON ,Mullins (Claud),The Patriotism of Ramsay Macdonald and others.,Cr. 8vo.,"77 x 41, pp. 118, swd. 6d. net.. .",NASH,Jan. 16
"Music trade directory, British, Colonial and Allied Countries, 1916. 77 x 5, pp. 292, 5s. 6d. net ; Brit. sect. only, 25. net (35, Shoe La., F.C.)“ MUSICAL OPINION,"" June 16",161,169,,,"Music trade directory, British, Colonial and Allied Countries, 1916.",,"77 x 5, pp. 292, 5s. 6d. net ; Brit. sect. only, 25. net (35, Shoe La., F.C.)",""" MUSICAL OPINION,""",June 16
"Musical Association--Proceedings, 1914-1915. 81 x 5), pp. 176, 21s. net. ..NOVELLO, Mar. 16",161,169,,,"Musical Association--Proceedings, 1914-1915.",,"81 x 5), pp. 176, 21s. net. ..",NOVELLO,Mar. 16
"Musical directory, annual and almanack, 1916. Pp. 414, swd. 35. net. RUDALL, CARTE, Feb. 16",161,169,,,"Musical directory, annual and almanack, 1916.",,"Pp. 414, swd. 35. net.","RUDALL, CARTE",Feb. 16
"Musketry : aiming instruction and firing instruc- tion, pp. 32; Musketry: visual training and judging distance, pp. 24 ; Musketry: theory of rifle fire, elem. and adv., pp. 20; by“ Simplex.” 7+ X4, ea. 6d. net. (Whitehall ser, of lectures.) F. GROOM, Oct. 16",161,169,,,"Musketry : aiming instruction and firing instruc- tion, pp. 32; Musketry: visual training and judging distance, pp. 24 ; Musketry: theory of rifle fire, elem. and adv., pp. 20; by"" Simplex.""",,"7+ X4, ea. 6d. net. (Whitehall ser, of lectures.)",F. GROOM,Oct. 16
"Musketry, pp. 16; M. : range practices, &c., pp. 14; M. : Barr and Stroud range finding, pp. 14 ; M. : theory of rifle fire, pp. 16, 8vo. 81 X 51, ea. 6d. net. (Hythe ser. of aids to training, 4, 8, 9, 10) W. S. PAINE, Oct. 16",161,169,,,"Musketry, pp. 16; M. : range practices, &c., pp. 14; M. : Barr and Stroud range finding, pp. 14 ; M. : theory of rifle fire, pp. 16,",8vo.,"81 X 51, ea. 6d. net. (Hythe ser. of aids to training, 4, 8, 9, 10)",W. S. PAINE,Oct. 16
"Muspratt (E. K.)-My life and work. Illus.' 8vo. 9 X 55, pp. 324, 75. 6d. net .LANE, Nov. 16",161,169,,Muspratt (E. K.),My life and work. Illus.',8vo.,"9 X 55, pp. 324, 75. 6d. net .",LANE,Nov. 16
"Mustard (Norah Elizabeth) ed.-A Year in the garden : an anthology in prose and verse. Cr. 8vo. 73 X 5, pp. 192, 3s, 6d. net PALMER & H., Nov. 16",161,169,,Mustard (Norah Elizabeth) ed.,A Year in the garden : an anthology in prose and verse.,Cr. 8vo.,"73 X 5, pp. 192, 3s, 6d. net",PALMER & H.,Nov. 16
"My book of ships. Re-issue. 4to. 11 X 81, is. 6d. CASSELL, Sep. 16",161,169,,,My book of ships. Re-issue.,4to.,"11 X 81, is. 6d.",CASSELL,Sep. 16
"My people love to have it so. By “ Anglicanus."" Pp. 32, 6d. (York bks.) Soc. SS. PETER & PAUL, Feb. 16",161,169,,,"My people love to have it so. By "" Anglicanus.""",,"Pp. 32, 6d. (York bks.)",Soc. SS. PETER & PAUL,Feb. 16
"My secret service : Vienna-Sofia-Constanti- nople--Nish--Belgrade-Asia Minor, &c. By the ""Man who dined with the Kaiser."" 8vo. 71 x 5, pp. 214, 2s. 6d. net ; swd. 2s. net H. JENKINS, Mar. 16",161,169,,,"My secret service : Vienna-Sofia-Constanti- nople--Nish--Belgrade-Asia Minor, &c. By the ""Man who dined with the Kaiser.""",8vo.,"71 x 5, pp. 214, 2s. 6d. net ; swd. 2s. net",H. JENKINS,Mar. 16
"My years in the Kaiser's army. By an ex-officer. Cr. 8vo. 71 x 5, pp. 158, 1s.net CASSELL, Nov. 16",161,169,,,My years in the Kaiser's army. By an ex-officer.,Cr. 8vo.,"71 x 5, pp. 158, 1s.net",CASSELL,Nov. 16
"Myers (A. Wallis)—Captain Anthony Wilding. 8vo. 82 51, pp. 318, 5s. net HODDER & S., Mar. 16",161,169,,Myers (A. Wallis),Captain Anthony Wilding.,8vo.,"82 51, pp. 318, 5s. net",HODDER & S.,Mar. 16
"Myers (Bernard)—The Care of children from baby- hood to adolescence. 3rd ed., rev. and enl. Cr. 8vo. 73 x 4, 28. 6d. net ; swd. is. 6d. net KIMPTON, Nov. 16",161,169,,Myers (Bernard),"The Care of children from baby- hood to adolescence. 3rd ed., rev. and enl.",Cr. 8vo.,"73 x 4, 28. 6d. net ; swd. is. 6d. net",KIMPTON,Nov. 16
"Myers (F. W. H.)-Saint Paul. Ed. w. intro. and notes by E. J. Watson. Cr. 8vo. 71 x 41, pp. 118, 2s. 6d. net ... SIMPKIN, May 16",161,169,,Myers (F. W. H.),Saint Paul. Ed. w. intro. and notes by E. J. Watson.,Cr. 8vo.,"71 x 41, pp. 118, 2s. 6d. net ...",SIMPKIN,May 16
"Myers (Harry D.)-Income tax for business men. 8vo. 85x54, pp. 166, 38. 6d. net SIMPKIN, Jan. 16",161,169,,Myers (Harry D.),Income tax for business men.,8vo.,"85x54, pp. 166, 38. 6d. net",SIMPKIN,Jan. 16
"Mylechreest (Winifred B.)-The Fairest of the Stuarts. Uniform ed. Cr. 8vo. 74 x 5, pp. 304, 28. net... .S. LOW, Dec. 15",161,169,,Mylechreest (Winifred B.),The Fairest of the Stuarts. Uniform ed.,Cr. 8vo.,"74 x 5, pp. 304, 28. net...",.S. LOW,Dec. 15
"Mylno (Louis George)—The Holy Trinity : a study in the self-revelation of God. 8vo. 8 x 5$, pp. 306, 78. 6d. net ......LONGMANS, Sep. 16",161,169,,Mylno (Louis George),The Holy Trinity : a study in the self-revelation of God.,8vo.,"8 x 5$, pp. 306, 78. 6d. net ......",LONGMANS,Sep. 16
"Mysticus (John)-The Gospel drama : its symbol- ism and interpretation. 71 x 5, pp 161. DANIEL, June 16",161,169,,Mysticus (John),The Gospel drama : its symbol- ism and interpretation.,,"71 x 5, pp 161.",DANIEL,June 16
"Nall (Samuel) --Aids to obstetrics. 8th ed. Rev. by C. J. N. Longridge. 18mo. 64 x 4, pp. 224, swd. 28. net .... ...BAILLIÈRE, June 16",162,170,,Nall (Samuel),Aids to obstetrics. 8th ed. Rev. by C. J. N. Longridge.,18mo.,"64 x 4, pp. 224, swd. 28. net .... ...",BAILLIÈRE,June 16
"Nankivell (Jcice)—The Cobweb ladder. Folio, II X87, pp. 67, 38. 6d. net SIMPKIN, June 16",162,170,,Nankivell (Jcice),The Cobweb ladder.,"Folio,","II X87, pp. 67, 38. 6d. net",SIMPKIN,June 16
"Napier of Magdala (Lady)-Half a lie. Cr. 8vo. 73 x 5, pp. 228, 5s. net ....J. MURRAY, Oct. 16",162,170,,Napier of Magdala (Lady),Half a lie.,Cr. 8vo.,"73 x 5, pp. 228, 5s. net ....",J. MURRAY,Oct. 16
