original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Conyers (Dorothea) - Sandy married. 18mo. 7x 43, pp. 319, is. net ....METHUEN, Oct. 16",54,62,,Conyers (Dorothea),Sandy married.,18mo.,"7x 43, pp. 319, is. net ....",METHUEN,Oct. 16
"Conyers (Dorothea) -Old Andy. 4th ed. Cr. 8vo. 71 x 5, pp. 314, 2s, net METHUEN, Mar, 16",54,62,,Conyers (Dorothea),Old Andy. 4th ed.,Cr. 8vo.,"71 x 5, pp. 314, 2s, net",METHUEN,"Mar, 16"
"Conyers (Dorothea)--The Financing of Fiona. Cr. 8vo. 70 X54, pp. 316, 6s. ALLEN & U., Nov. 16",54,62,,Conyers (Dorothea),The Financing of Fiona.,Cr. 8vo.,"70 X54, pp. 316, 6s.",ALLEN & U.,Nov. 16
"Conyers (Dorothea)-Meave. Cheap ed. Cr. 8vo. 7x4), pp. 320, Is. net HUTCHINSON, May 16",54,62,,Conyers (Dorothea),Meave. Cheap ed.,Cr. 8vo.,"7x4), pp. 320, Is. net",HUTCHINSON,May 16
"Conyers (Dorothea)—The Scratch pack. Cr. 8vo. 7* X 5, pp. 322, 63. ..HUTCHINSON, May 16",54,62,,Conyers (Dorothea),The Scratch pack.,Cr. 8vo.,"7* X 5, pp. 322, 63. ..",HUTCHINSON,May 16
"Conyors (Dorothea)-Sally. Cr. 8vo.7 x 4, pp. 266, IS. net .MPTAUEN, June 16",54,62,,Conyors (Dorothea),Sally.,Cr. 8vo.,"7 x 4, pp. 266, IS. net .",MPTAUEN,June 16
"Conyors (Dorothea)-Some happenings of Glendalyne. 8vo. 8* X6, pp. 158, 6d. HUTCHINSON, July 16",54,62,,Conyors (Dorothea),Some happenings of Glendalyne.,8vo.,"8* X6, pp. 158, 6d.",HUTCHINSON,July 16
"Cook (E.T.)-Gardening made easy, 6th ed., rev. 8vo. 8} * 5, pp. 218, swd. is. net NEWNES, Feb. 16",54,62,,Cook (E.T.),"Gardening made easy, 6th ed., rev.",8vo.,"8} * 5, pp. 218, swd. is. net",NEWNES,Feb. 16
"Cook (Herbert) ed.-Cata. of the paintings at Doughty House, Richmond, and elsewhere, in coll. of Sir Frederick Cook. Vol. 3, English, French, early Flemish, German and Spanish Schools; and Addenda by M. W. Brockwell. 15 XII, pp. 222, 126s. net HEINEMANN, July 16",54,62,,Cook (Herbert) ed.,"Cata. of the paintings at Doughty House, Richmond, and elsewhere, in coll. of Sir Frederick Cook. Vol. 3, English, French, early Flemish, German and Spanish Schools; and Addenda by M. W. Brockwell.",,"15 XII, pp. 222, 126s. net",HEINEMANN,July 16
"Cook (Sir Theodore Andrea)—Twenty-five great houses of France. Intro. by W. H. Ward. Folio 16 XII, pp. 476, 428. net; } mor. 50s. net. (Country Lifelib.) .NEWNES, Nov. 16",54,62,,Cook (Sir Theodore Andrea),Twenty-five great houses of France. Intro. by W. H. Ward.,Folio,"16 XII, pp. 476, 428. net; } mor. 50s. net. (Country Lifelib.) .",NEWNES,Nov. 16
"Cook (Theodore Andrea)—The Last lap. Cr. 8vo. 71x5, pp 128, swd. is. net MURRAY, Mar. 16",54,62,,Cook (Theodore Andrea),The Last lap.,Cr. 8vo.,"71x5, pp 128, swd. is. net",MURRAY,Mar. 16
"Cook (V.)-Our brave dead : what becomes of them ?' Cr. 8vo., swd. 4d. ..KELLY, Apr. 16",54,62,,Cook (V.),Our brave dead : what becomes of them ?',"Cr. 8vo.,",swd. 4d. ..,KELLY,Apr. 16
"Cooke (A. W.)—The Land of Israel and of Christ. Cr. 8vo. 77 x 41, pp. 136, is. 3d. net (Manuals for Christian thinkers).. . KELLY, Oct. 16",54,62,,Cooke (A. W.),The Land of Israel and of Christ.,Cr. 8vo.,"77 x 41, pp. 136, is. 3d. net (Manuals for Christian thinkers)..",KELLY,Oct. 16
"Cooke (Arthur 0.)-The Story of Lord Kitchener. 71 x 57, pp. 95, is. net. (Little stories of great lives). ..FROWDE, AND H. & S., Nov. 16",54,62,,Cooke (Arthur 0.),The Story of Lord Kitchener.,,"71 x 57, pp. 95, is. net. (Little stories of great lives).","..FROWDE, AND H. & S.",Nov. 16
"Cooke (Clifton)-Practical singing. Cr. 8vo. 71 X 5, pp. 227, 25. 6d. net....K. PAUL, Oct. 16",54,62,,Cooke (Clifton),Practical singing.,Cr. 8vo.,"71 X 5, pp. 227, 25. 6d. net....",K. PAUL,Oct. 16
"Cooke (Fredk. G.)-Scouting by night: a sequel to “The Value of observation in war."" Illus. 18mo. 53 x 3, pp. 64, swd. is. net GALE & P., Feb. 16",54,62,,Cooke (Fredk. G.),"Scouting by night: a sequel to “The Value of observation in war."" Illus.",18mo.,"53 x 3, pp. 64, swd. is. net",GALE & P.,Feb. 16
"Cooke (Fredk. G.)-The Value of observation in 18mo. 51 x 37, pp. 50, swd. is. net GALE & P., Feb. 16",54,62,,Cooke (Fredk. G.),The Value of observation in,18mo.,"51 x 37, pp. 50, swd. is. net",GALE & P.,Feb. 16
"Cooke (Marjorie Benton)-Bambi. Cheap ed. 18mo. 64 x 41, pp. 288, rod. net JARROLD, May 16",54,62,,Cooke (Marjorie Benton),Bambi. Cheap ed.,18mo.,"64 x 41, pp. 288, rod. net",JARROLD,May 16
"Cooko (W. Bourne)-The Fortune face. 71x5}, pp. 383, 3s, 6d. net. .NELSON, Dec. 16",54,62,,Cooko (W. Bourne),The Fortune face.,,"71x5}, pp. 383, 3s, 6d. net. .",NELSON,Dec. 16
"Coolidge (Julian Lowell)--- A Treatise on the circle and the sphere. Illus. 8vo., 9 x6, pp. 604. 215. net. .(Clarendon Pr.) MILFORD, Aug. 16",55,63,,Coolidge (Julian Lowell),A Treatise on the circle and the sphere. Illus.,8vo.,"9 x6, pp. 604. 215. net.",(Clarendon Pr.) MILFORD,Aug. 16
"Coomaras wamy (Ananda)—Buddha and the gospel of Buddhism. Ryl. 8vo.95 x64, pp. 378, 158. net .HARRAP, Nov. 16",55,63,,Coomaras wamy (Ananda),Buddha and the gospel of Buddhism.,Ryl. 8vo.,"95 x64, pp. 378, 158. net .",HARRAP,Nov. 16
"Coomaraswamy (Ananda K.) See also Nivedita (Sister) and Coomaraswamy. Coombs (Lovell)—U.S. Grant. Cr. 8vo. 71 x 41, 2s. net. (True stories of great Americans) MACMILLAN, Apr. 16",55,63,Coomaraswamy (Ananda K.) See also Nivedita (Sister) and Coomaraswamy.,Coombs (Lovell),U.S. Grant.,Cr. 8vo.,"71 x 41, 2s. net. (True stories of great Americans)",MACMILLAN,Apr. 16
"Coomaraswamy (Ananda)-Rajput painting. vols. Fol. 15 x 11, 105s. net MILFORD, Jan. 16",55,63,,Coomaraswamy (Ananda),Rajput painting. vols.,Fol.,"15 x 11, 105s. net",MILFORD,Jan. 16
"Cooper (A. Heaton) and Mathew (Frank) Ireland. Painted by A. H. C.; described by F. M. 8vo., 9 X 61, pp. 231, 20s. net BLACK, July 16",55,63,,Cooper (A. Heaton) and Mathew (Frank),Ireland. Painted by A. H. C.; described by F. M.,8vo.,"9 X 61, pp. 231, 20s. net",BLACK,July 16
"Cooper (A. Heaton)-Isle of Wight: water- colours. 8vo. 9x67, Is. net BLACK, Mar. 16",55,63,,Cooper (A. Heaton),Isle of Wight: water- colours.,8vo.,"9x67, Is. net",BLACK,Mar. 16
"Cooper (Arthur)-The Sexual disabilities of man and their treatment and prevention. 3rd ed. rev. and enl. Cr. 8vo. 71 X 5, pp. 235, 6s. net LEWIS, Sep. 16",55,63,,Cooper (Arthur),The Sexual disabilities of man and their treatment and prevention. 3rd ed. rev. and enl.,Cr. 8vo.,"71 X 5, pp. 235, 6s. net",LEWIS,Sep. 16
"Cooper (Edward H.)-George & Son: a sporting tale. New ed. 8vo. 8} x 58, pp. 126, 6d. LONG, Aug. 16",55,63,,Cooper (Edward H.),George & Son: a sporting tale. New ed.,8vo.,"8} x 58, pp. 126, 6d.",LONG,Aug. 16
"Cooper (J. Fenimore)--EI Oltimo de los Mohi- canos. Ed. by Dr. J. G. Wight and E. M. Parkhurst. Cr. 8vo., 35. 6d. net HARRAP, Jan.16",55,63,,Cooper (J. Fenimore),EI Oltimo de los Mohi- canos. Ed. by Dr. J. G. Wight and E. M. Parkhurst.,Cr. 8vo.,35. 6d. net,HARRAP,Jan.16
"Cooper (John Butler)-Coo-oo-ee ! a tale of Bush- men fr. Australia to Anzac. Cr. 8vo. 73 x 5, pp. 312, 6s. .HODDER & S., Aug. 16",55,63,,Cooper (John Butler),Coo-oo-ee ! a tale of Bush- men fr. Australia to Anzac.,Cr. 8vo.,"73 x 5, pp. 312, 6s. .",HODDER & S.,Aug. 16
"Coopor (Cuthbert)-Sunday school work. Cr. 8vo. 77 X 5, pp. 64, Is. net ....R. SCOTT, July 16",55,63,,Coopor (Cuthbert),Sunday school work.,Cr. 8vo.,"77 X 5, pp. 64, Is. net ....",R. SCOTT,July 16
"Copeland (Fanny S.)-The Women of Serbia : a lecture. Pref. by Lady Ralph Paget. 87 x 5}, pp. 16, 6d. net. FAITH PR., Aug. 16",55,63,,Copeland (Fanny S.),The Women of Serbia : a lecture. Pref. by Lady Ralph Paget.,,"87 x 5}, pp. 16, 6d. net.",FAITH PR.,Aug. 16
"Copplestone (Bennet)- Jitny and the boys. pp. 313, 6s, . SMITH, E., May 16",55,63,,Copplestone (Bennet),Jitny and the boys.,,"pp. 313, 6s, .","SMITH, E.",May 16
"Corbet (Richard) — The Fairies' farewell. Decorated by C. Lovat Fraser. 51x2), pp. 8, 6d. net (46, Museum Street, W.C.) E. MEYNELL, Nov, 16",55,63,,Corbet (Richard),The Fairies' farewell. Decorated by C. Lovat Fraser.,,"51x2), pp. 8, 6d. net (46, Museum Street, W.C.)",E. MEYNELL,"Nov, 16"
"Corbett (Julian S.)-The Successors of Drake. New impr. 8vo. 81 x 54, pp. 466, 1os. 60. net LONGMANS, July 16",55,63,,Corbett (Julian S.),The Successors of Drake. New impr.,8vo.,"81 x 54, pp. 466, 1os. 60. net",LONGMANS,July 16
"Corbett (N. M. F.)--A Naval motley : verses. 18mo. 61 X 4, pp. 61, swd. is. net METHUEN, June 16",55,63,,Corbett (N. M. F.),A Naval motley : verses.,18mo.,"61 X 4, pp. 61, swd. is. net",METHUEN,June 16
"Corbett-Smith (A.)—The Retreat from Mons. Cr. 8vo. 73 x 5, pp. 256, 3s. 6d. net CASSELL, Sep. 16",55,63,,Corbett-Smith (A.),The Retreat from Mons.,Cr. 8vo.,"73 x 5, pp. 256, 3s. 6d. net",CASSELL,Sep. 16
"Corbin (T. W.)-The Wonders of the submarine and other under-water inventions. Cr. 8vo. 8} x 5, pp. 164, 25.......SEELEY, S., Oct. 16",55,63,,Corbin (T. W.),The Wonders of the submarine and other under-water inventions.,Cr. 8vo.,"8} x 5, pp. 164, 25.......","SEELEY, S.",Oct. 16
"Corbin (Thomas W.)--Marvels of scientific inven- tion. Cr. 8vo. 8 x 57, pp. 251, 35. 60. SEELEY, S., Sep. 16",55,63,,Corbin (Thomas W.),Marvels of scientific inven- tion.,Cr. 8vo.,"8 x 57, pp. 251, 35. 60.","SEELEY, S.",Sep. 16
"Corcoran (T.) ed. State policy in Irish education, A.D. 1536 to 1816 : exemplified in documents. 98 x6, pp. 235, 6s. net (Dublin) FALLON BROS. ; LONGMANS, Oct. 16",55,63,,Corcoran (T.) ed.,"State policy in Irish education, A.D. 1536 to 1816 : exemplified in documents.",,"98 x6, pp. 235, 6s. net (Dublin)",FALLON BROS. ; LONGMANS,Oct. 16
"Coriat (Isador H.)--The Meaning of dreams. Cr. 8vo. 71 x 5, pp. 208, 5s. net (Mind and health ser.) .HEINEMANN, Mar. 16",55,63,,Coriat (Isador H.),The Meaning of dreams.,Cr. 8vo.,"71 x 5, pp. 208, 5s. net (Mind and health ser.) .",HEINEMANN,Mar. 16
"Cornaro (Luigi)—The Art of living long. 18mo. s} x 33, 23. 6d. net PUTNAM, Apr. 16",55,63,,Cornaro (Luigi),The Art of living long.,18mo.,"s} x 33, 23. 6d. net",PUTNAM,Apr. 16
"Cornford (L. Cope) — The Secret of consolation. Cr. 8vo. 7*X44, pp. 168, 28. 6d. net WILLIAMS & N., July 16",55,63,,Cornford (L. Cope),The Secret of consolation.,Cr. 8vo.,"7*X44, pp. 168, 28. 6d. net",WILLIAMS & N.,July 16
"Cornish (J. B.) and Bridger (J. A. D.) eds.- Penzance and the Land's End district. Illus. pp. 128, 6d. net. (Homeland hdbks.) WARNE, Mar. 16",55,63,,Cornish (J. B.) and Bridger (J. A. D.) eds.,Penzance and the Land's End district.,,"Illus. pp. 128, 6d. net. (Homeland hdbks.)",WARNE,Mar. 16
"Corwin (E. S.)-French policy and the American Alliance of 1778. Demy 8vo. 8} x 54, PP. 440, 8$. 6d, net MILFORD, Sep. 16",55,63,,Corwin (E. S.),French policy and the American Alliance of 1778.,Demy 8vo.,"8} x 54, PP. 440, 8$. 6d, net",MILFORD,Sep. 16
"Cotes (Mrs. Everard) (Sara Jeannette Duncan)- His Royal Happiness. Cheap ed. Cr. 8vo. 7! X 4), pp. 334, 28. net HODDER & S., May 16",56,64,,Cotes (Mrs. Everard) (Sara Jeannette Duncan),His Royal Happiness. Cheap ed.,Cr. 8vo.,"7! X 4), pp. 334, 28. net",HODDER & S.,May 16
"Cottager and Artisan (The). Fol. 131 X 10, pp. 144, IS. 6d. net .R.T.S., Sep. 16",56,64,,,Cottager and Artisan (The).,Fol.,"131 X 10, pp. 144, IS. 6d. net .",R.T.S.,Sep. 16
"Cotterill (Erica)--An Account. 9X6, pp. 112, 28. 6d. net PIONEER Px., Oct. 16",56,64,,Cotterill (Erica),An Account.,,"9X6, pp. 112, 28. 6d. net",PIONEER Px.,Oct. 16
"Cotton year book and diary, 1916. Compiled by S. Ecroyd. 18mo. 61 x 4, pp. 813, and diary, Ithr. 25. 6d. net. (Textile mercury annuals) MARSDEN, Mar. 16",56,64,,,"Cotton year book and diary, 1916. Compiled by S. Ecroyd.",18mo.,"61 x 4, pp. 813, and diary, Ithr. 25. 6d. net. (Textile mercury annuals)",MARSDEN,Mar. 16
"Coulton (G. G.) The Main illusions of pacificism : a criticism of Mr. Norman Angell and of the Union of Democratic Control, Cr. 8vo. 7* X5, pp. 373, 5s. net Bowes & B., Feb. 16",56,64,,Coulton (G. G.),"The Main illusions of pacificism : a criticism of Mr. Norman Angell and of the Union of Democratic Control,",Cr. 8vo.,"7* X5, pp. 373, 5s. net",Bowes & B.,Feb. 16
"Coulton (G. G.)- Medieval studies. No. 13, The Plain man's religion in the Middle Ages. Ryl. 8vo. 91 x 61, pp. 12, 6d. net SIMPKIN, Sep. 16",56,64,,Coulton (G. G.),"Medieval studies. No. 13, The Plain man's religion in the Middle Ages.",Ryl. 8vo.,"91 x 61, pp. 12, 6d. net",SIMPKIN,Sep. 16
"Coulton (G. G.)-Medieval studies. No. 12, Medieval graffiti, especially in the Eastern Counties. 8vo. 8} x 54, swd. is. net SIMPKIN, Dec. 15",56,64,,Coulton (G. G.),"Medieval studies. No. 12, Medieval graffiti, especially in the Eastern Counties.",8vo.,"8} x 54, swd. is. net",SIMPKIN,Dec. 15
"Coulton (G. G.)—Medieval studies. Ist ser. and rev. ed., w. z appendices. Ryl. 8vo. 91 % 61, pp. 140, os. net ... SIMPKIN, Dec. 15",56,64,,Coulton (G. G.),"Medieval studies. Ist ser. and rev. ed., w. z appendices.",Ryl. 8vo.,"91 % 61, pp. 140, os. net ...",SIMPKIN,Dec. 15
"Counsels of Callisthenes. Cr. 8vo. 7 X 4, pp. 200, IS. net CHAPMAN & H., June 16",56,64,,,Counsels of Callisthenes.,Cr. 8vo.,"7 X 4, pp. 200, IS. net",CHAPMAN & H.,June 16
"County Courts (Plaints and sittings) --Return for 1915. 25. WYMAN, Aug. 16",56,64,,,County Courts (Plaints and sittings) --Return for 1915.,,25.,WYMAN,Aug. 16
