original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Brady (Cyrus Townsend)-The Island of surprise, Cr. 8vo. 8 X 5, pp. 321, 6s. ..CASSELL, Apr. 16",31,39,,Brady (Cyrus Townsend),"The Island of surprise,",Cr. 8vo.,"8 X 5, pp. 321, 6s. ..",CASSELL,Apr. 16
"Brady (Cyrus Townsend)—Secret service. Cr. 8vo. 77 x 41, pp. 251, is. net HODDER & S., Sep.16",31,39,,Brady (Cyrus Townsend),Secret service.,Cr. 8vo.,"77 x 41, pp. 251, is. net",HODDER & S.,Sep.16
"Brady (Cyrus Townsend)—The More excellent way. Cr. 8vo. 7** 5, pp. 422, 6s. PUTNAM, Oct. 16",31,39,,Brady (Cyrus Townsend),The More excellent way.,Cr. 8vo.,"7** 5, pp. 422, 6s.",PUTNAM,Oct. 16
"Braimbridge (Kathleen A.)--Dream songs. 18mo. 61 X 4, pp. 41, is. net. (Little bks, of Georgian verse, and ser.) E. MACDONALD, July 16",31,39,,Braimbridge (Kathleen A.),Dream songs.,18mo.,"61 X 4, pp. 41, is. net. (Little bks, of Georgian verse, and ser.)",E. MACDONALD,July 16
"Brainerd (Eleanor Hoyt)---Pegeen. Cheaper ed. Cr. 8vo. 74 x 5, pp. 176, 2s. net RICHARDS, Sep. 16",31,39,,Brainerd (Eleanor Hoyt),Pegeen. Cheaper ed.,Cr. 8vo.,"74 x 5, pp. 176, 2s. net",RICHARDS,Sep. 16
"Brainord (Eleanor Hoyt)---Pegeen. Cr. 8vo. 8 X 5, pp. 176, 3s. 6d. net .. RICHARDS, Mar, 16",31,39,,Brainord (Eleanor Hoyt),Pegeen.,Cr. 8vo.,"8 X 5, pp. 176, 3s. 6d. net ..",RICHARDS,"Mar, 16"
"Brame (C. M.)--Lady Castlebury's divorce. 8vo. 81x56, pp. 134, 6d. .PEARSON, Dec. 16",31,39,,Brame (C. M.),Lady Castlebury's divorce.,8vo.,"81x56, pp. 134, 6d. .",PEARSON,Dec. 16
"Brame (Charlotte M.)---Between two loves 8vo.81 x 5), pp. 124, swd., 60. PEARSON, July 16",31,39,,Brame (Charlotte M.),Between two loves,8vo.,"81 x 5), pp. 124, swd., 60.",PEARSON,July 16
"Brame (Charlotte M.)--A Dark marriage morn. 8vo. 81 x 51, pp. 158. Swd. 6ů. HUTCHINSON, Aug. 16",31,39,,Brame (Charlotte M.),A Dark marriage morn.,8vo.,"81 x 51, pp. 158. Swd. 6ů.",HUTCHINSON,Aug. 16
"Brame (Charlotte M.)--For another's sin. Repr. 8vo. 83 x 54, pp. 116, 6d. PEARSON, Oct. 16",31,39,,Brame (Charlotte M.),For another's sin. Repr.,8vo.,"83 x 54, pp. 116, 6d.",PEARSON,Oct. 16
"Brame (Charlotte M.)--Lady Damer's secret. Cheap ed. 8vo. 8} x 51, pp. 156, swd. 6d. PEARSON, Feb. 16",31,39,,Brame (Charlotte M.),Lady Damer's secret. Cheap ed.,8vo.,"8} x 51, pp. 156, swd. 6d.",PEARSON,Feb. 16
"Brame (Charlotte M.)--The Heiress of Hatton. 8vo. 81 x6, pp. 156, 6d. . . HUTCHINSON, Oct. 16",31,39,,Brame (Charlotte M.),The Heiress of Hatton.,8vo.,"81 x6, pp. 156, 6d. . .",HUTCHINSON,Oct. 16
"Brame (Charlotte M.)-A Mad love. Repr. 8vo. 81x51, pp. 148, 6d. ..PEARSON, Oct. 16",31,39,,Brame (Charlotte M.),A Mad love. Repr.,8vo.,"81x51, pp. 148, 6d. ..",PEARSON,Oct. 16
"Brame (Charlotte M.)-Set in diamonds. Cheap ed. 8vo. 8 1 X 51, pp. 124, swd. 6d. PEARSON, May 1h Brame (Charlotte M.)--- Thrown on the world, 8vo. 84 x6, pp. 158, 60. HUTCHINSON, Nov. 16",31,39,,Brame (Charlotte M.),Set in diamonds. Cheap ed.,8vo.,"8 1 X 51, pp. 124, swd. 6d.",PEARSON,May 1h
"Brame (Charlotte M.)-Set in diamonds. Cheap ed. 8vo. 8 1 X 51, pp. 124, swd. 6d. PEARSON, May 1h Brame (Charlotte M.)--- Thrown on the world, 8vo. 84 x6, pp. 158, 60. HUTCHINSON, Nov. 16",31,39,,Brame (Charlotte M.),"Thrown on the world,",8vo.,"84 x6, pp. 158, 60.",HUTCHINSON,Nov. 16
"Brame (Charlotte M.)—The Rival heiresses. Cheap ed. 8vo. 81 x 51, pp. 120, swd, 6d. PEARSON, June 16",31,39,,Brame (Charlotte M.),The Rival heiresses. Cheap ed.,8vo.,"81 x 51, pp. 120, swd, 6d.",PEARSON,June 16
"Bramo (C. M.)-Lady Evelyn's folly. 8vo. 81x54, pp. 164, 6d. .PEARSON, Dec. 16",31,39,,Bramo (C. M.),Lady Evelyn's folly.,8vo.,"81x54, pp. 164, 6d. .",PEARSON,Dec. 16
"Bramo (Charlotte M.)--A Nameless sin. 8vo. 8} x6, pp. 158, swd. 6d. HUTCHINSON, Apr. 16",31,39,,Bramo (Charlotte M.),A Nameless sin.,8vo.,"8} x6, pp. 158, swd. 6d.",HUTCHINSON,Apr. 16
"Bramo (Charlotte M.)--The Duke's secret. Cheap ed. 8vo. 81 x 51, pp. 158, swd. 60. HUTCHINSON, May 16",31,39,,Bramo (Charlotte M.),The Duke's secret. Cheap ed.,8vo.,"81 x 51, pp. 158, swd. 60.",HUTCHINSON,May 16
"Brandstetter (Renward)—An Intro. to Indonesian linguistics : four essays. Tr. by C. O. Blagden 815), pp. 362, 75. 60. RoY. ASIATIC Soc., June 16",31,39,,Brandstetter (Renward),An Intro. to Indonesian linguistics : four essays. Tr. by C. O. Blagden,,"815), pp. 362, 75. 60.",RoY. ASIATIC Soc.,June 16
"Branford (Benchara) - Janus and Vesta : a study of the world crisis and after. Cr. 8vo. 71 x 5, pp. 331, 6s. net ...CHATTO & W., Nov. 16",31,39,,Branford (Benchara),Janus and Vesta : a study of the world crisis and after.,Cr. 8vo.,"71 x 5, pp. 331, 6s. net ...",CHATTO & W.,Nov. 16
"Brang wyn (Frank) and Stokes (Hugh)—Belgium. 25 pl., &c. 4to., Ios. 6d. net ; ed. de luxe, 638. net .K. PAUL, Sep. 16",31,39,,Brang wyn (Frank) and Stokes (Hugh),Belgium.,4to.,"25 pl., &c. , Ios. 6d. net ; ed. de luxe, 638. net .",K. PAUL,Sep. 16
"Brassey's Naval annual, 1916. Conducted by Earl Brassey. Ed. by John Leyland. War ed. Ryl. 8vo. 10 X 6, pp. 348, ios. net CLOWES, May 16",31,39,,,"Brassey's Naval annual, 1916. Conducted by Earl Brassey. Ed. by John Leyland. War ed.",Ryl. 8vo.,"10 X 6, pp. 348, ios. net",CLOWES,May 16
"Brassoy (Earl)-Work and wagos: the reward of labour and the cost of work. Cr. 8vo. 71 x 5, pp. 212, 35. 6d. net .LONGMANS, Apr. 16",31,39,,Brassoy (Earl),Work and wagos: the reward of labour and the cost of work.,Cr. 8vo.,"71 x 5, pp. 212, 35. 6d. net .",LONGMANS,Apr. 16
"Brazil (Angela)-The Luckiest girl in the school. Cr. 8vo. 71 X 5, pp. 296, 38. 6d. BLACKIE, Oct. 16",31,39,,Brazil (Angela),The Luckiest girl in the school.,Cr. 8vo.,"71 X 5, pp. 296, 38. 6d.",BLACKIE,Oct. 16
"Brearley (Harry) The Heat treatment of tool steel. 8vo. 9 X 51, pp. 238, 1os. 6d. net LONGMANS, June 16",31,39,,Brearley (Harry),The Heat treatment of tool steel.,8vo.,"9 X 51, pp. 238, 1os. 6d. net",LONGMANS,June 16
"Breasted (James Henry)--A Short ancient history. Pp. 342. .GINN, Apr. 16",31,39,,Breasted (James Henry),A Short ancient history.,,Pp. 342. .,GINN,Apr. 16
"Brend (Charles Cunninghame)-Freshets of the hills. Cr. 8vo. 7 x 41, pp. 88, 35. 6d, net METHUEN, Jan. 16",31,39,,Brend (Charles Cunninghame),Freshets of the hills.,Cr. 8vo.,"7 x 41, pp. 88, 35. 6d, net",METHUEN,Jan. 16
"Brend (William A.)-An Enquiry into the statistics of deaths from violence and unnatural causes in the United Kingdom. 8vo. 81 x 54, pp. 84, 3s. 6d. net ..GRIFFIN, Jan. 16",31,39,,Brend (William A.),An Enquiry into the statistics of deaths from violence and unnatural causes in the United Kingdom.,8vo.,"81 x 54, pp. 84, 3s. 6d. net ..",GRIFFIN,Jan. 16
"Brent (C. H.)-The Conquest of trouble and the peace of God. Cr. 8vo. 64 X4, pp. 173, 25. 6d. net …REES, July 16",31,39,,Brent (C. H.),The Conquest of trouble and the peace of God.,Cr. 8vo.,"64 X4, pp. 173, 25. 6d. net",REES,July 16
"Brent (Charles H.)--A Master builder : being the life and letters of Henry Yates Satterlee, first Bishop of Washington. 8vo. 91 x6, pp. 494, 16s, net .LONGMANS, Mar. 16",31,39,,Brent (Charles H.),"A Master builder : being the life and letters of Henry Yates Satterlee, first Bishop of Washington.",8vo.,"91 x6, pp. 494, 16s, net .",LONGMANS,Mar. 16
"Brent (Charles H.)—The Inspiration of responsi- bility and other papers. Cr. 8vo. 71 x 5}, 5s. net .LONGMANS, Jan. 16",31,39,,Brent (Charles H.),The Inspiration of responsi- bility and other papers.,Cr. 8vo.,"71 x 5}, 5s. net .",LONGMANS,Jan. 16
"Brereton (F. S., Capt.)---How Canada was won. Cheaper ed. Cr. 8vo. 7* *5), pp. 391, 3s. 60. BLACKIE, Oct. 16",31,39,,"Brereton (F. S., Capt.)",How Canada was won. Cheaper ed.,Cr. 8vo.,"7* *5), pp. 391, 3s. 60.",BLACKIE,Oct. 16
"Brereton (F. S., Capt.)--King of Ranleigh. Cheaper ed. Cr. 8vo. 8 X 54, pp. 416, 39. 60. PARTRIDGE, Sep. 16",31,39,,"Brereton (F. S., Capt.)",King of Ranleigh. Cheaper ed.,Cr. 8vo.,"8 X 54, pp. 416, 39. 60.",PARTRIDGE,Sep. 16
"Brereton (F. S., Capt.)--The Great aeroplane. Cheaper ed. Cr. 8vo. 71 x 5), pp. 396, 35. 6d. BLACKIE, Oct. 16",31,39,,"Brereton (F. S., Capt.)",The Great aeroplane. Cheaper ed.,Cr. 8vo.,"71 x 5), pp. 396, 35. 6d.",BLACKIE,Oct. 16
"Brereton (F. S., Capt.)-Tom Stapleton, the boy scout. Cr. 8vo. 74 x 5, pp. 287, 38. 6d. BLACKIE, Sep. 16",31,39,,"Brereton (F. S., Capt.)","Tom Stapleton, the boy scout.",Cr. 8vo.,"74 x 5, pp. 287, 38. 6d.",BLACKIE,Sep. 16
"Brereton (F. S., Capt.)-With Joffre at Verdun. Cr. 8vo. 78 x 51, pp. 288, 3s. 6d. BLACKIE, Dec. 16",31,39,,"Brereton (F. S., Capt.)",With Joffre at Verdun.,Cr. 8vo.,"78 x 51, pp. 288, 3s. 6d.",BLACKIE,Dec. 16
"Brereton (F. S., Capt.)—On the road to Bagdad. Cr. 8vo. 8 x 51, pp. 384, 6s. 7. BLACKIE, Oct. 16",31,39,,"Brereton (F. S., Capt.)",On the road to Bagdad.,Cr. 8vo.,"8 x 51, pp. 384, 6s. 7.",BLACKIE,Oct. 16
"Brereton (Philip H. L.)-Amos, the prophet and his book. 60 X 4, pp. 31, 2d. net LAY READER HEADQUARTERS, Aug. 16",31,39,,Brereton (Philip H. L.),"Amos, the prophet and his book.",,"60 X 4, pp. 31, 2d. net",LAY READER HEADQUARTERS,Aug. 16
"Breslich (E. R.)- Second-yr. mathematics for secondary schools. 2nd ed. Illus. Cr. 8vo. 8 X 54, pp. 368, 4s. net (Univ. of Chicago math. Ser.) .CAMB. UNIV. PR., Dec. 16",31,39,,Breslich (E. R.),Second-yr. mathematics for secondary schools. 2nd ed. Illus.,Cr. 8vo.,"8 X 54, pp. 368, 4s. net (Univ. of Chicago math. Ser.) .",CAMB. UNIV. PR.,Dec. 16
"Breton songs. Done into Eng. by Ruth Rogers. Foreword by the Rev. R. L. Gales. 18mo. 64x4, pp. 53, Is. net E. MACDONALD, Aug. 16",31,39,,,Breton songs. Done into Eng. by Ruth Rogers. Foreword by the Rev. R. L. Gales.,18mo.,"64x4, pp. 53, Is. net",E. MACDONALD,Aug. 16
"Brett (Jesse)The Sacred way. Cr. 8vo. 8 x 5t, pp. 184, 35.6d, net... .LONGMANS, Feb. 16",31,39,,Brett (Jesse),The Sacred way.,Cr. 8vo.,"8 x 5t, pp. 184, 35.6d, net...",LONGMANS,Feb. 16
"Brewer (Daniel Chauncey)--Rights and duties of neutrals. Cr. 8vo. 71 x 5, 5s. net PUTNAM, Mar. 16",32,40,,Brewer (Daniel Chauncey),Rights and duties of neutrals.,Cr. 8vo.,"71 x 5, 5s. net",PUTNAM,Mar. 16
"Brewers' almanack and wine and spirit trade annual, 1916. 93 X 6, pp. 410, 58. net REVIEW PR., Jan. 16",32,40,,,"Brewers' almanack and wine and spirit trade annual, 1916.",,"93 X 6, pp. 410, 58. net",REVIEW PR.,Jan. 16
"Brewing Trade Review--Licensing law re- ports, 1915. 10X 67, pp. 166, 5s. net BUTTERWORTH, Feb. 16",32,40,,,"Brewing Trade Review--Licensing law re- ports, 1915.",,"10X 67, pp. 166, 5s. net",BUTTERWORTH,Feb. 16
"Briantchaninoff (A. N.)-Ideological foundations of Russian Slavonism. Pp. 32, is. net P. S. KING, Nov. 16",32,40,,Briantchaninoff (A. N.),Ideological foundations of Russian Slavonism.,,"Pp. 32, is. net",P. S. KING,Nov. 16
"Bride's breviary (The). Cr. 8vo. 71 x5, pp. 250, swd. Is. net ..HODDER & S., May 16",32,40,,,Bride's breviary (The).,Cr. 8vo.,"71 x5, pp. 250, swd. Is. net ..",HODDER & S.,May 16
"Bridges (Horace J.)-Some outlines of the religion of experience. Cr. 8vo. 71 x 576s. net MACMILLAN, Dec, 16",32,40,,Bridges (Horace J.),Some outlines of the religion of experience.,Cr. 8vo.,71 x 576s. net,MACMILLAN,"Dec, 16"
"Bridges (M. M.)-New handwriting cards, w. instructions. Nos, 1 to 9. 81x7}, 35. 6d. net ; sep. pl., ea. 4d net; Instructions only, 6d. net MILFORD, Oct. 16",32,40,,Bridges (M. M.),"New handwriting cards, w. instructions. Nos, 1 to 9.",,"81x7}, 35. 6d. net ; sep. pl., ea. 4d net; Instructions only, 6d. net",MILFORD,Oct. 16
"Bridges (Robert)--An Address to the Swindon Branch of the Workers' Educational Associa- tion. Cr. 8vo. 77 x 5, pp. 38, is. 60.. 6d. net (Clarendon Pr.) MILFORD, Dec. 16",32,40,,Bridges (Robert),An Address to the Swindon Branch of the Workers' Educational Associa- tion.,Cr. 8vo.,"77 x 5, pp. 38, is. 60.. 6d. net (Clarendon Pr.)",MILFORD,Dec. 16
"Bridges (Roy)-Dead men's gold. Cr. 8vo. 71 x 5, pp. 268, 5s. net HODDER & S., Sep. 16",32,40,,Bridges (Roy),Dead men's gold.,Cr. 8vo.,"71 x 5, pp. 268, 5s. net",HODDER & S.,Sep. 16
"Bridges (Roy)-The Fugitive. Cr. 8vo. 7X 41, pp. 284, Is. net .HODDER & S., Dec. 16",32,40,,Bridges (Roy),The Fugitive.,Cr. 8vo.,"7X 41, pp. 284, Is. net .",HODDER & S.,Dec. 16
"Bridges (Roy)—The Bubble monn. Cr. 8vo. 77 x 41, pp. 252, is. net. . HODDER & S., Oct. 16",32,40,,Bridges (Roy),The Bubble monn.,Cr. 8vo.,"77 x 41, pp. 252, is. net. .",HODDER & S.,Oct. 16
"Bridges (T. C.)-On land and sea at the Darda- nelles. 2nd ed. Ryl. 8vo. 9 x 74, 25, 6d. net COLLINS, Aug. 16",32,40,,Bridges (T. C.),On land and sea at the Darda- nelles. 2nd ed.,Ryl. 8vo.,"9 x 74, 25, 6d. net",COLLINS,Aug. 16
"Bridges (Victor)-Mr. Lyndon at liberty. Cheap ed. 18mo. 64 x 4, pp. 312, is. net MILLS & B., Mar. 16",32,40,,Bridges (Victor),Mr. Lyndon at liberty. Cheap ed.,18mo.,"64 x 4, pp. 312, is. net",MILLS & B.,Mar. 16
"Bridges (Victor)-The Man from nowhere. 18mo. 64 x 4, pp. 318, 7d. net ...NEWNES, July 16",32,40,,Bridges (Victor),The Man from nowhere.,18mo.,"64 x 4, pp. 318, 7d. net ...",NEWNES,July 16
