original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"MacDonagh (Michael)—The Irish at the Front. With intro. by John Redmond. Cr. 8vo. 74 x 5, pp. 174, is. net .. HODDER & S., Mar. 16",140,148,,MacDonagh (Michael),The Irish at the Front. With intro. by John Redmond.,Cr. 8vo.,"74 x 5, pp. 174, is. net ..",HODDER & S.,Mar. 16
"MacDonagh (Thomas)--Poetical works. Cr. 8vo. 8x5, pp. 180, 4s. 6d. net ..UNWIN, Oct. 16",140,148,,MacDonagh (Thomas),Poetical works.,Cr. 8vo.,"8x5, pp. 180, 4s. 6d. net ..",UNWIN,Oct. 16
"Macdonald (A. J.)--Trade politics and Christianity in Africa and the East. 8vo. 9x51, pp. 317, 6s, net .LONGMANS, Sep. 16",140,148,,Macdonald (A. J.),Trade politics and Christianity in Africa and the East.,8vo.,"9x51, pp. 317, 6s, net .",LONGMANS,Sep. 16
"MacDonald (Donald F.) - Some engineering problems of the Panama Canal in their rela. to geology and topography. Illus. 8vo. 9 x 51, pp. 82, 4s. 6d. net. (U.S. “ Bureau of Mines Bull."" 86) .. WESLEY, June 16",141,149,,MacDonald (Donald F.),Some engineering problems of the Panama Canal in their rela. to geology and topography. Illus.,8vo.,"9 x 51, pp. 82, 4s. 6d. net. (U.S. “ Bureau of Mines Bull."" 86)",WESLEY,June 16
"Macdonald (George)-The Evolution of coinage. 7 pl. Ryl. 16mo. 61 x 45, pp. 156, IS. 3d. net ; Ithr. 2s.6d. net. (Camb. Manuals of science and literature) .CAMB. UNIV. PR., Dec. 16",141,149,,Macdonald (George),The Evolution of coinage.,Ryl. 16mo.,"7 pl. 61 x 45, pp. 156, IS. 3d. net ; Ithr. 2s.6d. net. (Camb. Manuals of science and literature)",.CAMB. UNIV. PR.,Dec. 16
"MacDonald (Greville)-How Jonas found his enemy: a romance of the South Downs. Cr. 8vo. 71x41, pp. 382, 6s. CONSTABLE, June 16",141,149,,MacDonald (Greville),How Jonas found his enemy: a romance of the South Downs.,Cr. 8vo.,"71x41, pp. 382, 6s.",CONSTABLE,June 16
"Macdonald (J. A. Murray)-European inter- national relations. Cr. 8vo. 71 x 5, pp. 144, 28. 6d. net ...UNWIN, Mar. 16",141,149,,Macdonald (J. A. Murray),European inter- national relations.,Cr. 8vo.,"71 x 5, pp. 144, 28. 6d. net ...",UNWIN,Mar. 16
"Macdonald (Mina)—Some experiences in Hungary, August 1914 to January 1915. Illus. Cr. 8vo. 78 X 5, pp. 148, 3s. 6d, net LONGMANS, May 16",141,149,,Macdonald (Mina),"Some experiences in Hungary, August 1914 to January 1915. Illus.",Cr. 8vo.,"78 X 5, pp. 148, 3s. 6d, net",LONGMANS,May 16
"Macdonell (Anne)-The Italian fairy book. Cheaper ed. 8vo. 83X 53, pp. 316, 38. 6d. UNWIN, Nov. 16",141,149,,Macdonell (Anne),The Italian fairy book. Cheaper ed.,8vo.,"83X 53, pp. 316, 38. 6d.",UNWIN,Nov. 16
"Macdonell (Arthur Anthony)--A Vedic grammar for students. Cr. 8vo. 7*X 5, ios, 6d. net MILFORD, June 16",141,149,,Macdonell (Arthur Anthony),A Vedic grammar for students.,Cr. 8vo.,"7*X 5, ios, 6d. net",MILFORD,June 16
"Macduff (J. R.)-The Morning watches. 32mo. 33 x 21, 6d. net (Sanctuary bklets.) ALLENSON, May 16",141,149,,Macduff (J. R.),The Morning watches.,32mo.,"33 x 21, 6d. net (Sanctuary bklets.)",ALLENSON,May 16
"Macduft (J. R.)—The Night watches. 32no. 34x2+, 6d. net (Sanctuary bklets.) ALLENSON, May 16",141,149,,Macduft (J. R.),The Night watches.,32no.,"34x2+, 6d. net (Sanctuary bklets.)",ALLENSON,May 16
"Macewen (John A. C.)-Surgical anatomy. 2nd ed. Cr. 8vo. 74 x 5), ros. 6d. net BAILLIERE, Nov. 16",141,149,,Macewen (John A. C.),Surgical anatomy. 2nd ed.,Cr. 8vo.,"74 x 5), ros. 6d. net",BAILLIERE,Nov. 16
"Macey (Alfred)-A Quartette. No. 2. 71 X41, pp. 40, 6d. net .STOCKWELL, Oct. 16",141,149,,Macey (Alfred),A Quartette. No. 2.,,"71 X41, pp. 40, 6d. net .",STOCKWELL,Oct. 16
"Macfaddon (Bernard)-Manhood and marriage. Cr. 8vo. 71x5), pp. 374, 6s. net PHYSICAL CULT. PUB. Co., Dec. 16",141,149,,Macfaddon (Bernard),Manhood and marriage.,Cr. 8vo.,"71x5), pp. 374, 6s. net",PHYSICAL CULT. PUB. Co.,Dec. 16
"Macfadyen (Archdeacon)—The Four visions of the Apostle Paul : his life motto, his last message. 43x3), pp. 47, 4d. net ..BAGSTER, Aug. 16",141,149,,Macfadyen (Archdeacon),"The Four visions of the Apostle Paul : his life motto, his last message.",,"43x3), pp. 47, 4d. net ..",BAGSTER,Aug. 16
"Macfarlane (Alexander)-Lect. on ten Brit. mathematicians of the 19th cent. 8vo., 59. 60. net. (Math. monographs 17) CHAPMAN & H., July 16",141,149,,Macfarlane (Alexander),Lect. on ten Brit. mathematicians of the 19th cent.,8vo.,59. 60. net. (Math. monographs 17),CHAPMAN & H.,July 16
"Macfarlane (Norman C.)-Scotland's Keswick. Evo. 87 x 51, bds. 28. 6d. net MARSHALL BROS., May 16",141,149,,Macfarlane (Norman C.),Scotland's Keswick.,Evo.,"87 x 51, bds. 28. 6d. net",MARSHALL BROS.,May 16
"MacGill (Patrick)-The Great push : an episode of the Gt. War. Cr. 8vo. 74 x 5, pp. 264, 28. 6d. net · JENKINS, June 16",141,149,,MacGill (Patrick),The Great push : an episode of the Gt. War.,Cr. 8vo.,"74 x 5, pp. 264, 28. 6d. net ·",JENKINS,June 16
"MacGill (Patrick)-The Red horizon. Cheaper ed. Foreword by Visct. Esher. Cr. 8vo. 78 x 5, pp. 306, 2s. net ..H. JENKINS, Nov. 16",141,149,,MacGill (Patrick),The Red horizon. Cheaper ed. Foreword by Visct. Esher.,Cr. 8vo.,"78 x 5, pp. 306, 2s. net ..",H. JENKINS,Nov. 16
"MacGill (Patrick)—The Red horizon. With a foreword by Viscount Esher, Cr. 8vo. 71 x 5, pp. 306, 5s, net ........H. JENKINS, Feb. 16",141,149,,MacGill (Patrick),"The Red horizon. With a foreword by Viscount Esher,",Cr. 8vo.,"71 x 5, pp. 306, 5s, net ........",H. JENKINS,Feb. 16
"MacGli (Patrick)-Soldier songs. Cr. 8vo. 78 x 5, pp. 120, 3s. 6d. net, ed. de luxe, 21s. net H. JENKINS, Oct., Dec. 16",141,149,,MacGli (Patrick),Soldier songs.,Cr. 8vo.,"78 x 5, pp. 120, 3s. 6d. net, ed. de luxe, 21s. net",H. JENKINS,"Oct., Dec. 16"
"MacGlil (Patrick) Songs of the dead end. Re- issue. Cr. 8vo. 74 x 51, pp. 167, 38. 6d. net YEAR BK. PR., Nov. 16",141,149,,MacGlil (Patrick),Songs of the dead end. Re- issue.,Cr. 8vo.,"74 x 51, pp. 167, 38. 6d. net",YEAR BK. PR.,Nov. 16
"MacHarg (William) and Balmer (Edwin)—The Blind man's eyes. Cr. 8vo. 7*X5, pp. 368, ...NASH, July 16",141,149,,MacHarg (William) and Balmer (Edwin),The Blind man's eyes.,Cr. 8vo.,"7*X5, pp. 368, ...",NASH,July 16
"Machen (Arthur)-The Great god Pan. New ed. 18mo. 61 X 43, pp. 140, bds., Is. net SIMPKIN, Jan. 16",141,149,,Machen (Arthur),The Great god Pan. New ed.,18mo.,"61 X 43, pp. 140, bds., Is. net",SIMPKIN,Jan. 16
"Machine-gunner's pocket bk. By ""An M.G.O. in Flanders.” 77 x 41, pp. 55, Is. 6d. net GRAHAM & LATHAM, Jan. 16",141,149,,,"Machine-gunner's pocket bk. By ""An M.G.O. in Flanders.”",,"77 x 41, pp. 55, Is. 6d. net",GRAHAM & LATHAM,Jan. 16
"Machray (Robert)-The Night side of London. Cheap ed. 8vo. 83 x 55, pp. 118, swd. 6d. net LAURIE, June 16",141,149,,Machray (Robert),The Night side of London. Cheap ed.,8vo.,"83 x 55, pp. 118, swd. 6d. net",LAURIE,June 16
"MacInemy (M. H.)--A Hist. of the Irish Domini- cans: fr. orig. sources and unpub. records. Vol. I, Irish Dominican Bishops, 1224-1307. 84x5), pp. 646, 1os. 6d. net BROWNE & N., Nov. 16",141,149,,MacInemy (M. H.),"A Hist. of the Irish Domini- cans: fr. orig. sources and unpub. records. Vol. I, Irish Dominican Bishops, 1224-1307.",,"84x5), pp. 646, 1os. 6d. net",BROWNE & N.,Nov. 16
"Macintosh (Douglas Clyde)-The Problem of knowledge. 8vo. 84x5, pp. 524, Ios. 6d. net ALLEN & U., Jan. 16",141,149,,Macintosh (Douglas Clyde),The Problem of knowledge.,8vo.,"84x5, pp. 524, Ios. 6d. net",ALLEN & U.,Jan. 16
"Mackall (J. W.)-Shakespeare after three hundred years. Ryl. 8vo. 98 x6, pp. 25, is. net. (S. Lecture of the Brit. Academy) (Brit. Acad.) MILFORD, Aug. 16",141,149,,Mackall (J. W.),Shakespeare after three hundred years.,Ryl. 8vo.,"98 x6, pp. 25, is. net. (S. Lecture of the Brit. Academy) (Brit. Acad.)",MILFORD,Aug. 16
"Mackall (J. W.)-William Morris. IS. net N.H.R.U., June 16",141,149,,Mackall (J. W.),William Morris.,,IS. net,N.H.R.U.,June 16
"Mackarness (Charles Coleridge)-Faith and duty in time of war: sermons preached in the Parish Church of St. Martin's, Scarborough. Cr. 8vo. 7X43, pp. 118, Is. 6d. net MOWBRAY, Mar. 16",142,150,,Mackarness (Charles Coleridge),"Faith and duty in time of war: sermons preached in the Parish Church of St. Martin's, Scarborough.",Cr. 8vo.,"7X43, pp. 118, Is. 6d. net",MOWBRAY,Mar. 16
