original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Boucard (Louis)- The Chief Catholic devotions. Trans. by W. H. Mitchell. 54 X 3), pp. 318, 28. 6d, net .WASHBOURNE, June 16",29,37,,Boucard (Louis),The Chief Catholic devotions. Trans. by W. H. Mitchell.,,"54 X 3), pp. 318, 28. 6d, net .",WASHBOURNE,June 16
"Boucher (C. S.)--The Nullification controversy in South Carolina. II maps. 12mo. 74 x 57, pp. 412. 6s. 6d. net. CAMB. UNIV. PR., Oct. 16",29,37,,Boucher (C. S.),The Nullification controversy in South Carolina. II maps.,12mo.,"74 x 57, pp. 412. 6s. 6d. net.",CAMB. UNIV. PR.,Oct. 16
"Bouchier (E. S.)-Syria as a Roman province. With map and plate. Cr. 8vo. 7* x 5, pp. 314, 6s, net.. ..B. H. BLACKWELL, Mar. 16",29,37,,Bouchier (E. S.),Syria as a Roman province. With map and plate.,Cr. 8vo.,"7* x 5, pp. 314, 6s, net.. ..",B. H. BLACKWELL,Mar. 16
"Boulting (William)--Giordano Bruno : his life, thought, and martyrdom. 8vo. 84x5), pp. 322, Ios. 6d. net .K. PAUL, Sep. 16",29,37,,Boulting (William),"Giordano Bruno : his life, thought, and martyrdom.",8vo.,"84x5), pp. 322, Ios. 6d. net .",K. PAUL,Sep. 16
"Boulton (Oscar)-Poems. 1870., 61 x 41, 3s. 6d. net ... ROUTLEDGE, Oct, 16",29,37,,Boulton (Oscar),Poems. 1870.,,"61 x 41, 3s. 6d. net ...",ROUTLEDGE,"Oct, 16"
"Bouquet (A. C.)--A Man's pocket-book of religion. Pref. by the Bp. of Kensington. 54 x 4, pp. 80, gd. net; swd. 6d. net ......LONGMANS, Od. 16",29,37,,Bouquet (A. C.),A Man's pocket-book of religion. Pref. by the Bp. of Kensington.,,"54 x 4, pp. 80, gd. net; swd. 6d. net",LONGMANS,Od. 16
"Bourchior (Basil G.) ed.--What is wrong? nine addresses for the Nat. Mission of Repentance and Hope. Cr. 8vo. 71 x 5, pp. 145, 35. net SKEFFINGTON, Sep. 16",30,38,,Bourchior (Basil G.) ed.,What is wrong? nine addresses for the Nat. Mission of Repentance and Hope.,Cr. 8vo.,"71 x 5, pp. 145, 35. net",SKEFFINGTON,Sep. 16
"Bourget (Paul)-The Night cometh. Trans. by G. Frederic Lees. Cr. 8vo. 7} * 4ł, pp. 250, 6s. CHATTO, Mar. 16",30,38,,Bourget (Paul),The Night cometh. Trans. by G. Frederic Lees.,Cr. 8vo.,"7} * 4ł, pp. 250, 6s.",CHATTO,Mar. 16
"Bousfield (M. A.)--In stirring days : some letters to a friend. 18mo. 67 x 4, 6d. net LONGMANS, Aug. 16",30,38,,Bousfield (M. A.),In stirring days : some letters to a friend.,18mo.,"67 x 4, 6d. net",LONGMANS,Aug. 16
"Bousfield (M. A.)-Suggestions for leaders of study circles and outlines for study on “When God came.' 18mo. 61 X 4, 2d. net LONGMANS, June 16",30,38,,Bousfield (M. A.),Suggestions for leaders of study circles and outlines for study on “When God came.',18mo.,"61 X 4, 2d. net",LONGMANS,June 16
"Bousfield (M. A.)-When God came. 4th impr. Fcap. 8vo. ; swd. 6d. net LONGMANS, May 16",30,38,,Bousfield (M. A.),When God came. 4th impr.,Fcap. 8vo.,; swd. 6d. net,LONGMANS,May 16
"Boutroux (Emile)-Philosophy and war. Authorised trans. by Fred Rothwell. Cr. 8vo. 7* X 5, pp. 224, 45. 6d. net CONSTABLE, May 16",30,38,,Boutroux (Emile),Philosophy and war. Authorised trans. by Fred Rothwell.,Cr. 8vo.,"7* X 5, pp. 224, 45. 6d. net",CONSTABLE,May 16
"Boutroux (Emile)—The Contingency of the laws of nature. Tr. by Fred Rothwell. Portr. Pp. 206, 5s. net ......OPEN COURT Co., July 16",30,38,,Boutroux (Emile),The Contingency of the laws of nature. Tr. by Fred Rothwell. Portr.,,"Pp. 206, 5s. net",OPEN COURT Co.,July 16
"Bovill (C. H.)— The Spur of love. Cr. 8vo. 7 x 41, pp. 247, is. net ..NEWNES, Nov. 16",30,38,,Bovill (C. H.),The Spur of love.,Cr. 8vo.,"7 x 41, pp. 247, is. net ..",NEWNES,Nov. 16
"Bowen (Marjorie) - Shadows of yesterday : stories from an old catalogue. Cr. 8vo. 7x 4, pp. ... SMITH, E., May, July 16",30,38,,Bowen (Marjorie),Shadows of yesterday : stories from an old catalogue.,Cr. 8vo.,"7x 4, pp. ...","SMITH, E.","May, July 16"
"Bowen (Marjorie) —"" William, by the Grace of God Cr. 8vo. 8 X 5, pp. 312, 55. net METHUEN, Oct. 16",30,38,,Bowen (Marjorie),""" William, by the Grace of God",Cr. 8vo.,"8 X 5, pp. 312, 55. net",METHUEN,Oct. 16
"Bowen (Marjorie) —The Governor of England. Cheap ed. Cr. 8vo. 7 X 4, pp. 320, Is. net METHUEN, June 16",30,38,,Bowen (Marjorie),The Governor of England. Cheap ed.,Cr. 8vo.,"7 X 4, pp. 320, Is. net",METHUEN,June 16
"Bowen (Marjorie)—Mr. Washington. Pop. ed. IS. net .METHUEN, Oct. 16",30,38,,Bowen (Marjorie),Mr. Washington. Pop. ed.,,IS. net .,METHUEN,Oct. 16
"Bower (B. M.)-The Ranch at the Wolverine. Cr. 8vo. 73 x 5, pp. 361, 5s. net..NASH, Aug. 16",30,38,,Bower (B. M.),The Ranch at the Wolverine.,Cr. 8vo.,"73 x 5, pp. 361, 5s. net..",NASH,Aug. 16
"Bowers (R. S.)-Drawing and design for crafts- men. 8vo. 8* X 51, pp. 413, 6s. net CASSELL, Aug. 16",30,38,,Bowers (R. S.),Drawing and design for crafts- men.,8vo.,"8* X 51, pp. 413, 6s. net",CASSELL,Aug. 16
"Bowie (Walter Russell) —The Children's year. Cr. 8vo. 78 X 5, pp. 192, 3s. 6d. net REVELL, Nov, 16",30,38,,Bowie (Walter Russell),The Children's year.,Cr. 8vo.,"78 X 5, pp. 192, 3s. 6d. net",REVELL,"Nov, 16"
"Box (G. H.)-The Virgin birth of Jesus : a critical examination of the Gospel-narratives of the nativity and other New Testament and early Christian evidence, and the alleged influence of heathen ideas. With a foreword by the Lord Bishop of London. Cr. 8vo. 71 x 41, pp. 266, ..PITMAN, Apr. 16",30,38,,Box (G. H.),"The Virgin birth of Jesus : a critical examination of the Gospel-narratives of the nativity and other New Testament and early Christian evidence, and the alleged influence of heathen ideas. With a foreword by the Lord Bishop of London.",Cr. 8vo.,"71 x 41, pp. 266, ..",PITMAN,Apr. 16
"Boxall (G. E.)—History of the Australian bush- rangers. 4th ed. rev. Cr. 8vo. 77 x 5, pp. 410, 38. 6d. net . MILFORD, June 16",30,38,,Boxall (G. E.),History of the Australian bush- rangers. 4th ed. rev.,Cr. 8vo.,"77 x 5, pp. 410, 38. 6d. net .",MILFORD,June 16
"Boy of my heart. Cr. 8vo. 7 x 44, pp. 221, 23. 60. net HODDER & S., June 16",30,38,,,Boy of my heart.,Cr. 8vo.,"7 x 44, pp. 221, 23. 60. net",HODDER & S.,June 16
"Boy Scouts. See also Scouts. Boyajian (Zabelle C.)-Armenian legends and poems. Intro. by the Rt. Hon. Visct. Bryce. Illus. Ryl. 4to. 13 X 10, pp. 212, 21S. net DENT, Oct. 16",30,38,Boy Scouts. See also Scouts.,Boyajian (Zabelle C.),Armenian legends and poems. Intro. by the Rt. Hon. Visct. Bryce. Illus.,Ryl. 4to.,"13 X 10, pp. 212, 21S. net",DENT,Oct. 16
"Boy's Own Annual (The); Fol. 114 x 84, pp. 728, 7s, 6d. net .... “'Boy's OWN PAPER,"" Sep. 16",30,38,,,Boy's Own Annual (The);,Fol.,"114 x 84, pp. 728, 7s, 6d. net ....","""Boy's OWN PAPER,""",Sep. 16
"Boyd (Clarence E.)-Public libraries and literary culture in Ancient Rome. 8vo. 9 x 51, 4s. net CAMB. UNIV. PR., Jan. 16",30,38,,Boyd (Clarence E.),Public libraries and literary culture in Ancient Rome.,8vo.,"9 x 51, 4s. net",CAMB. UNIV. PR.,Jan. 16
"Boyd (Ernest A.)---Ireland's literary renaissance. Ryl. 8vo. 91x64, pp. 415, 75. 6d. net MAUNSEL, Nov. 16",30,38,,Boyd (Ernest A.),Ireland's literary renaissance.,Ryl. 8vo.,"91x64, pp. 415, 75. 6d. net",MAUNSEL,Nov. 16
"Boyle (John F.)-The Irish Rebellion of 1916 : a brief history of the revolt and its suppression. Cr. 8vo. 73 x 44, pp. 298, 4s. 6d. net CONSTABLE, July 16",30,38,,Boyle (John F.),The Irish Rebellion of 1916 : a brief history of the revolt and its suppression.,Cr. 8vo.,"73 x 44, pp. 298, 4s. 6d. net",CONSTABLE,July 16
"Boyle (Mary E.)-Aftermath. Cr. 8vo. 71 x 57, pp. 36, swd. is. net ..HEFFER, May 16",30,38,,Boyle (Mary E.),Aftermath.,Cr. 8vo.,"71 x 57, pp. 36, swd. is. net ..",HEFFER,May 16
"Boyle (William)-The Eloquent Dempsy: a comedy in 3 acts. New impr. Cr. 8vo. 73 X 4+, 86 pp. swd., is. net M. H. GILL, June 16",30,38,,Boyle (William),The Eloquent Dempsy: a comedy in 3 acts. New impr.,Cr. 8vo.,"73 X 4+, 86 pp. swd., is. net",M. H. GILL,June 16
"Boyle (William)-The Mineral workers : a play in 4 acts. New impr. Cr. 8vo. 7! * 4*, pp. 112, swd., IS. net .... ...M. H. GILL, June 16",30,38,,Boyle (William),The Mineral workers : a play in 4 acts. New impr.,Cr. 8vo.,"7! * 4*, pp. 112, swd., IS. net .... ...",M. H. GILL,June 16
"Boyle's Court guide, May 1916. Cr. 8vo. 7X 4, pp. 1222, 55. net ...OFFICE, May 16",30,38,,,"Boyle's Court guide, May 1916.",Cr. 8vo.,"7X 4, pp. 1222, 55. net ...",OFFICE,May 16
"Boylesve (René)--A Gentlewoman of France. Trans. by Aphra Wilson. Cr. 8vo. 78 X 5, pp. 350, 6s. ..S. PAUL, June 16",30,38,,Boylesve (René),A Gentlewoman of France. Trans. by Aphra Wilson.,Cr. 8vo.,"78 X 5, pp. 350, 6s. ..",S. PAUL,June 16
"Boyzingor (E. Edmund) — The Hymn Veni Creator Spiritus "" paraphrased for praise and prayer. Rev. and enl. ed. 32mo. 4* x3, 6d. net; limp. 4d. net .MOWBRAY, Dec. 16",206,214,,Boyzingor (E. Edmund),"The Hymn Veni Creator Spiritus "" paraphrased for praise and prayer. Rev. and enl. ed.",32mo.,"4* x3, 6d. net; limp. 4d. net .",MOWBRAY,Dec. 16
"Braby (Maud Churton)—The Honey of romance. Cr. 8vo. 78 X 5, pp. 249, 25. net LAURIE, Nov. 16",30,38,,Braby (Maud Churton),The Honey of romance.,Cr. 8vo.,"78 X 5, pp. 249, 25. net",LAURIE,Nov. 16
"Braby (Maud Churton)—The Love seekers : guide to marriage. Cheaper ed. Cr. 8vo. 74 x 5, pp. 144, Is, net....H. JENKINS, Nov. 16",30,38,,Braby (Maud Churton),The Love seekers : guide to marriage. Cheaper ed.,Cr. 8vo.,"74 x 5, pp. 144, Is, net.",H. JENKINS,Nov. 16
"Brackett (C. A.)-The Care of the teeth. Fcap. 8vo. 7X4, pp. 64, 28. 6d. net. (Harvard health talks) . MILFORD, Nov. 16",30,38,,Brackett (C. A.),The Care of the teeth.,Fcap. 8vo.,"7X4, pp. 64, 28. 6d. net. (Harvard health talks)",MILFORD,Nov. 16
"Bradby (Violet)-Judy and the others. Cr. 8vo. 7* 5, pp. 223, 25. 6d. .. HODDER & S., Sep. 16",30,38,,Bradby (Violet),Judy and the others.,Cr. 8vo.,"7* 5, pp. 223, 25. 6d. ..",HODDER & S.,Sep. 16
"Braddon (M. E.)-Mary. Cr. 8vo. 8 X 5, pp. 336, 6s. HUTCHINSON, Sep. 16",30,38,,Braddon (M. E.),Mary.,Cr. 8vo.,"8 X 5, pp. 336, 6s.",HUTCHINSON,Sep. 16
"Braddon (M. E.)-Miranda. Cheap ed. 8vo. 81 x 51, pp. 158, swd. 6d. HUTCHINSON, June 16",30,38,,Braddon (M. E.),Miranda. Cheap ed.,8vo.,"81 x 51, pp. 158, swd. 6d.",HUTCHINSON,June 16
"Braddon (M. E.)His darling sin. Cheap ed. 8vo. 8£ x 5, pp. 140, swd. 6d. PEARSON, June 16",30,38,,Braddon (M. E.),His darling sin. Cheap ed.,8vo.,"8£ x 5, pp. 140, swd. 6d.",PEARSON,June 16
"Bradford (Charles) —The Determined angler and the brook trout : anthological vol. of trout fishing, histories, lore, resorts and tackle. 2nd ed. enl. Cr. 8vo. 7X45, 5s. net PUTNAM, June 16",30,38,,Bradford (Charles),"The Determined angler and the brook trout : anthological vol. of trout fishing, histories, lore, resorts and tackle. 2nd ed. enl.",Cr. 8vo.,"7X45, 5s. net",PUTNAM,June 16
"Bradford (E. E.)-Lays of love and life. Cr. 8vo. 7} 5, 45. 6d. net ROUTLEDGE, Apr. 16",30,38,,Bradford (E. E.),Lays of love and life.,Cr. 8vo.,"7} 5, 45. 6d. net",ROUTLEDGE,Apr. 16
