original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Harper (George McLean)—William Wordsworth, his life, works, and influence. 2 vols. 8vo, 9x 51, pp. 460, 460, 24s, net. . MURRAY, Feb. 16",101,109,,Harper (George McLean),"William Wordsworth, his life, works, and influence.","8vo,","2 vols. 9x 51, pp. 460, 460, 24s, net. .",MURRAY,Feb. 16
"Harraden (Beatrice)—The Guiding thread. Cr. 8vo. 71 x 5, pp. 348, 5s. net METHUEN, Sep. 16",102,110,,Harraden (Beatrice),The Guiding thread.,Cr. 8vo.,"71 x 5, pp. 348, 5s. net",METHUEN,Sep. 16
"Harré (T. Everett)-Behold the woman : a tale of redemption. Cr. 8vo. 7* X5, pp. 400, 6s. LIPPINCOTT, Aug. 16",102,110,,Harré (T. Everett),Behold the woman : a tale of redemption.,Cr. 8vo.,"7* X5, pp. 400, 6s.",LIPPINCOTT,Aug. 16
"Harrer (Gustave A.)-Studies in the history of the Roman province of Syria. 8vo. 9 x6, pp. 94, swd. 35. 60. net . MILFORD, Jan. 16",102,110,,Harrer (Gustave A.),Studies in the history of the Roman province of Syria.,8vo.,"9 x6, pp. 94, swd. 35. 60. net .",MILFORD,Jan. 16
"Harriman (Grace)—Market gardening for ladies : the way to start now. Cr. 8vo. 71 X 5, pp. 54, IS. 6d., 25. .SIMPKIN, July 16",102,110,,Harriman (Grace),Market gardening for ladies : the way to start now.,Cr. 8vo.,"71 X 5, pp. 54, IS. 6d., 25. .",SIMPKIN,July 16
"Harris (Ada Van Stone) and Waldo (Lillian McLean)-The Toy shop book. 84x63, pp. 158, 58. net .BICKERS, Nov. 16",102,110,,Harris (Ada Van Stone) and Waldo (Lillian McLean),The Toy shop book.,,"84x63, pp. 158, 58. net .",BICKERS,Nov. 16
"Harris (Franklin S.) and Stewart ( George)— The Principles of agronomy: Cr. 8vo. 71 X5, 6s. net. (Rural text-book ser.). .MACMILLAN, A pr. 16",102,110,,Harris (Franklin S.) and Stewart ( George),The Principles of agronomy:,Cr. 8vo.,"71 X5, 6s. net. (Rural text-book ser.).",MACMILLAN,A pr. 16
"Harris (J. Rendel) and Burch (Vacher)--Testi- monies. Pt. 1. Demy 8vo. 81 x 54, pp. 146, 55. CAMB. UNIV. PR., Dec. 16",102,110,,Harris (J. Rendel) and Burch (Vacher),Testi- monies. Pt. 1.,Demy 8vo.,"81 x 54, pp. 146, 55.",CAMB. UNIV. PR.,Dec. 16
"Harris (J. Rendel)--- The Origin of the cult of Artemis. 103 x64, pp. 39, Is. net LONGMANS, Oct. 16",102,110,,Harris (J. Rendel),The Origin of the cult of Artemis.,,"103 x64, pp. 39, Is. net",LONGMANS,Oct. 16
"Harris (J. Rendel)-The Origin of the cult o Aphrodite. Ryl. 8vo. 101 X61, bds. is. net LONGMANS, Dec. 16",102,110,,Harris (J. Rendel),The Origin of the cult o Aphrodite.,Ryl. 8vo.,"101 X61, bds. is. net",LONGMANS,Dec. 16
"Harris (John F.)-Samuel Butler, author of “ Erewhon "": the man and his work. 8vo. 8* X 5, pp. 304, 6s. net .. RICHARDS, June 16",102,110,,Harris (John F.),"Samuel Butler, author of "" Erewhon "": the man and his work.",8vo.,"8* X 5, pp. 304, 6s. net ..",RICHARDS,June 16
"Harris (Thomas Lake)-The Brotherhood of the new life : an epitome of the work and teaching of T. L. H., by “Respiro."" Vol. 12, The In- spired word. 3rd ed. Pp. 246, swd. 55. net (Glasgow) PEARCE, Feb. 16",102,110,,Harris (Thomas Lake),"The Brotherhood of the new life : an epitome of the work and teaching of T. L. H., by ""Respiro."" Vol. 12, The In- spired word. 3rd ed.",,"Pp. 246, swd. 55. net (Glasgow)",PEARCE,Feb. 16
"Harris (W. Melville) —The Unsealed book; or, How the Bible came to inany lands. Cr. 8vo. 75 X44, pp. 152, is. net CONGREGA. UNION, Jan. 16",102,110,,Harris (W. Melville),"The Unsealed book; or, How the Bible came to inany lands.",Cr. 8vo.,"75 X44, pp. 152, is. net",CONGREGA. UNION,Jan. 16
"Harrison (Cuthbert Woodville) - The Magic of Malaya. 7} * 5, pp. 240, 38. 6d. net LANE, Oct. 16",102,110,,Harrison (Cuthbert Woodville),The Magic of Malaya.,,"7} * 5, pp. 240, 38. 6d. net",LANE,Oct. 16
"Harrison (Florence)-Tales in rhyme and colour. Fol. 13 X 10, 2s, 6d net. BLACKIE, Oct. 16",102,110,,Harrison (Florence),Tales in rhyme and colour.,Fol.,"13 X 10, 2s, 6d net.",BLACKIE,Oct. 16
"Harrison (Frederick) -Boys of Wynport College. BLACKIE, July 16",102,110,,Harrison (Frederick),Boys of Wynport College.,,,BLACKIE,July 16
"Harrison (Grace Clergue) and Clergue (Gertrude) — Allied cookery : British, French, Italian, Bel- gian, Russian. Pref. by Stephen Leacock and Ella W. Wilcox. 8vo. 8 X 51, 3s. 6d. net PUTNAM, July 16",102,110,,Harrison (Grace Clergue) and Clergue (Gertrude),"Allied cookery : British, French, Italian, Bel- gian, Russian. Pref. by Stephen Leacock and Ella W. Wilcox.",8vo.,"8 X 51, 3s. 6d. net",PUTNAM,July 16
"Harrison (Henry) and Pulling (Gyða)-Surnames of the United Kingdom : a concise etymological dictionary. Vol. 2, pts. 14-16 (Taphouse- Wagener). Ryl. 8vo. 10 X 61, pp. 209–256, ea. pt. IS. net EATON PR., Apr.-Oct. 16",102,110,,Harrison (Henry) and Pulling (Gyða),"Surnames of the United Kingdom : a concise etymological dictionary. Vol. 2, pts. 14-16 (Taphouse- Wagener).",Ryl. 8vo.,"10 X 61, pp. 209–256, ea. pt. IS. net",EATON PR.,Apr.-Oct. 16
"Hart (Albert Bushnell)—The Monroe Doctrine : an interpretation. Cr. 8vo. 8} x 54, Ios. 6d. net DUCKWORTH, Sep. 16",102,110,,Hart (Albert Bushnell),The Monroe Doctrine : an interpretation.,Cr. 8vo.,"8} x 54, Ios. 6d. net",DUCKWORTH,Sep. 16
"Hart (Elizabeth)-Irreconcilables, Cr. 8vo. 71 X 41, pp. 480, 5s. net . MELROSE, June 16",102,110,,Hart (Elizabeth),"Irreconcilables,",Cr. 8vo.,"71 X 41, pp. 480, 5s. net .",MELROSE,June 16
"Hart (Ivor B.)--A Student's heat. With 254 illus. Cr. 8vo. 7} X 5, pp. 384, 45. 6d...DENT, Jan. 16",102,110,,Hart (Ivor B.),A Student's heat. With 254 illus.,Cr. 8vo.,"7} X 5, pp. 384, 45. 6d..",DENT,Jan. 16
"Hart (John Stephen)-Spiritual sacrifice. Cr. 8vo. 7* X 5, pp. 250, 45. 6d. net (Moorhouse Lectures, 1915) .LONGMANS, June 16",102,110,,Hart (John Stephen),Spiritual sacrifice.,Cr. 8vo.,"7* X 5, pp. 250, 45. 6d. net (Moorhouse Lectures, 1915) .",LONGMANS,June 16
"Hart (Samuel) —The Witness of the Church. Cr. 8vo. 71 x 51, pp. 198, 35. 6d. net. (Paddock Lectures, 1915-16) ...LONGMANS, June 16",102,110,,Hart (Samuel),The Witness of the Church.,Cr. 8vo.,"71 x 51, pp. 198, 35. 6d. net. (Paddock Lectures, 1915-16)",LONGMANS,June 16
"Harte (Bret)- Stories and poems. Ed., with intro., by W. Macdonald. Cr. 8vo. 71 x 5, pp. 714, Is. 6d. and 2s. net. (India paper, 4s. 6d, net) MILFORD, Jan, 16",102,110,,Harte (Bret),"Stories and poems. Ed., with intro., by W. Macdonald.",Cr. 8vo.,"71 x 5, pp. 714, Is. 6d. and 2s. net. (India paper, 4s. 6d, net)",MILFORD,"Jan, 16"
"Hartt (Cecil L.)---Humorosities. IfX81, is. net (6, Broad St. Place, E.C.) AUSTRALIAN TRADING & AGENCIES Co., Nov. 16",102,110,,Hartt (Cecil L.),Humorosities.,,"IfX81, is. net (6, Broad St. Place, E.C.)",AUSTRALIAN TRADING & AGENCIES Co.,Nov. 16
"Harvard studies in classical philology. Vol. 27. 8vo. 9 X51, pp. 182, 6s. 6d. net MILFORD, Oct. 16",102,110,,,Harvard studies in classical philology. Vol. 27.,8vo.,"9 X51, pp. 182, 6s. 6d. net",MILFORD,Oct. 16
"Harvard Theological Review. Vol. 9, nos. 1-4: Med. 8vo. 91 x 61, ea. no. 25. 6d. net; annual sub., 8s. 6d. net ...MILFORD, Feb.-Oct. 16",102,110,,,"Harvard Theological Review. Vol. 9, nos. 1-4:",Med. 8vo.,"91 x 61, ea. no. 25. 6d. net; annual sub., 8s. 6d. net ...",MILFORD,Feb.-Oct. 16
"Harvey (F. W.)-A Gloucestershire lad at home and abroad [verse]. 16mo. 61 X41, pp. 79, 25. net ; swd. is. 6d. net SIDGWICK & J., Sep. 16",102,110,,Harvey (F. W.),A Gloucestershire lad at home and abroad [verse].,16mo.,"61 X41, pp. 79, 25. net ; swd. is. 6d. net",SIDGWICK & J.,Sep. 16
"Harvey (Harold)--A Soldier's sketches under fire. Cr. 8vo. 7* *53, pp. 190, 35. 6d. net LOW, Dec. 16",102,110,,Harvey (Harold),A Soldier's sketches under fire.,Cr. 8vo.,"7* *53, pp. 190, 35. 6d. net",LOW,Dec. 16
"Harvie (Jeanie)-South African sketches. Cr. 8vo. 71 x 41, 9d. net .... ..STOCKWELL, June 16",102,110,,Harvie (Jeanie),South African sketches.,Cr. 8vo.,"71 x 41, 9d. net .... ..",STOCKWELL,June 16
"Haselden (W. K.)-“ Daily Mirror” reflections in war time. Vol. 10, 1917. 8vo. 81 X 61, pp. 108, 6d. net ..PICTORIAL NEWSPAPER Co., Dec. 16",102,110,,Haselden (W. K.),""" Daily Mirror"" reflections in war time. Vol. 10, 1917.",8vo.,"81 X 61, pp. 108, 6d. net ..",PICTORIAL NEWSPAPER Co.,Dec. 16
"Haskins (Charles Homer)—The Normans in European history. 8vo. 9 X 51, pp. 264, 8s. 6d. net ..... CONSTABLE, Apr. 16",102,110,,Haskins (Charles Homer),The Normans in European history.,8vo.,"9 X 51, pp. 264, 8s. 6d. net .....",CONSTABLE,Apr. 16
"Haslette (John)-Desmond Rourke, Irishman. Cheaper ed. Cr. 8vo. 8 X 5, pp. 308, 25. net S. LOW, Mar. 16",102,110,,Haslette (John),"Desmond Rourke, Irishman. Cheaper ed.",Cr. 8vo.,"8 X 5, pp. 308, 25. net",S. LOW,Mar. 16
"Haslette (John)-The Man who pulled the strings. Cr. 8vo. 78 x 5, pp. 312, 5s, net ..NASH, Sep. 16",102,110,,Haslette (John),The Man who pulled the strings.,Cr. 8vo.,"78 x 5, pp. 312, 5s, net ..",NASH,Sep. 16
"Hasluck (Eugène L.)--An Intro. to the history of England. Cr. 8vo. 8 X 5), pp. 277, 23. 6d. BLACK, Sep. 16",102,110,,Hasluck (Eugène L.),An Intro. to the history of England.,Cr. 8vo.,"8 X 5), pp. 277, 23. 6d.",BLACK,Sep. 16
"Hasluck. (Eugène Lewis) --A Short history of modern Europe, from the French Revolution to the Great War. Cr. 8vo. 74 X 5, pp. 276, 3s. HODDER & S., Apr. 16",102,110,,Hasluck. (Eugène Lewis),"A Short history of modern Europe, from the French Revolution to the Great War.",Cr. 8vo.,"74 X 5, pp. 276, 3s.",HODDER & S.,Apr. 16
"Hassard-Short (Adrian H.)--The Practice in “Poor persons cases in the Supreme Court of Judicature, England and Wales. 8vo. 81x5d, swd. 2s. 6d. net .. STEVENS & H., Oct. 16",102,110,,Hassard-Short (Adrian H.),"The Practice in “Poor persons cases in the Supreme Court of Judicature, England and Wales.",8vo.,"81x5d, swd. 2s. 6d. net ..",STEVENS & H.,Oct. 16
"Hastings (James) and others, ed.- Encyclopaedia of religion and ethics. Vol. 8, Life and death --Mulla. Fol. II} x 8), pp. 930, 28s, net, $ Ithr., 34s. net, pts. (swd.) ea. 2s. 6d. net T. & T. CLARK. Mar. 16",102,110,,"Hastings (James) and others, ed.","Encyclopaedia of religion and ethics. Vol. 8, Life and death --Mulla.",Fol.,"II} x 8), pp. 930, 28s, net, $ Ithr., 34s. net, pts. (swd.) ea. 2s. 6d. net",T. & T. CLARK.,Mar. 16
"Hastings (James) ed.--Dictionary of the Apostolic Church. Ed. with the assistance of John A. Selbie and John A. Lambert. Vol. 1, Aaron- Lystra. Fol. 14 x 7), pp. 746, 21s. net ; Ithr., 275. 661. get ...1. & T. CLARK, Jan. 16",102,110,,Hastings (James) ed.,"Dictionary of the Apostolic Church. Ed. with the assistance of John A. Selbie and John A. Lambert. Vol. 1, Aaron- Lystra.",Fol.,"14 x 7), pp. 746, 21s. net ; Ithr., 275. 661. get ...",1. & T. CLARK,Jan. 16
"Hastings (James) ed.—The Greater men and women of the Bible ; Mary-Simon, pp. 452, 8s. net; St. Luke-Titus, pp. 452, jos. net, 8vo. 9 X 51. . CLARK, Dec. 15, May 16",102,110,,Hastings (James) ed.,"The Greater men and women of the Bible ; Mary-Simon, pp. 452, 8s. net; St. Luke-Titus, pp. 452, jos. net,",8vo.,9 X 51.,. CLARK,"Dec. 15, May 16"
"Hastings (Somerville)--First aid for the trenches. 51 X 4, pp. 63, is, net. MURRAY, Oct. 16",102,110,,Hastings (Somerville),First aid for the trenches.,,"51 X 4, pp. 63, is, net.",MURRAY,Oct. 16
"Hatcher (Orie Latham)--A Book for Shakespeare plays and pageants. 8vo. 81 x 51, pp. 349, 78. 6d. net DENT, Oct. 16",102,110,,Hatcher (Orie Latham),A Book for Shakespeare plays and pageants.,8vo.,"81 x 51, pp. 349, 78. 6d. net",DENT,Oct. 16
"Hauch (Edward F.)-Gottfried Keller as a demo- cratic idealist. 8vo. 9 X6, pp. 106, swd. 45. 6d. net . MILFORD, May 16",102,110,,Hauch (Edward F.),Gottfried Keller as a demo- cratic idealist.,8vo.,"9 X6, pp. 106, swd. 45. 6d. net .",MILFORD,May 16
"Hauser (Henri)-Germany's cominercial grip of the world : her business methods explained. Cr. 8vo. 71 x 5, pp. 259, 5s. net NASH, Dec. 16",103,111,,Hauser (Henri),Germany's cominercial grip of the world : her business methods explained.,Cr. 8vo.,"71 x 5, pp. 259, 5s. net",NASH,Dec. 16
"Havemeyer (L.)—The Drama of savage peoples. Demy 8vo. 8} x 57, pp. 286, 75. 6d. net MILFORD, Nov. 16",103,111,,Havemeyer (L.),The Drama of savage peoples.,Demy 8vo.,"8} x 57, pp. 286, 75. 6d. net",MILFORD,Nov. 16
"Haward (Lawrence)--The Effect of war upon art and literature. Cr. 8vo. 7X 5, 3d. net LONGMANS, June 16",103,111,,Haward (Lawrence),The Effect of war upon art and literature.,Cr. 8vo.,"7X 5, 3d. net",LONGMANS,June 16
"Hawkes (Clarence)--Hitting the dark trail : starshine through thirty years of night. Cr. 8vo. 78 X 5, pp. 191, 35. 6d. net .. HARRAP, June 16",103,111,,Hawkes (Clarence),Hitting the dark trail : starshine through thirty years of night.,Cr. 8vo.,"78 X 5, pp. 191, 35. 6d. net ..",HARRAP,June 16
"Hawkey (A.Gwendoline) ed.-- The Vision splendid: favourite quotations and poems. 18mo. 7 x 41, pp. 171, IS. 6d. net . . SIMPKIN, Dec. 16",103,111,,Hawkey (A.Gwendoline) ed.,The Vision splendid: favourite quotations and poems.,18mo.,"7 x 41, pp. 171, IS. 6d. net . .",SIMPKIN,Dec. 16
"Hawkins (Richmond Laurien)-Maistre Charles Fontaine, Parisien. Med. 8vo. 91 x6, pp. 292, 8s. 6d. net (Harvard studies in romance larguages) MILFORD, Oct. 16",103,111,,Hawkins (Richmond Laurien),"Maistre Charles Fontaine, Parisien.",Med. 8vo.,"91 x6, pp. 292, 8s. 6d. net (Harvard studies in romance larguages)",MILFORD,Oct. 16
"Hawthorn (F. Horderne) —When her soul awoke. 18mo. 61 x 5, Is. 6d. net ....R. SCOTT, Oct. 16",103,111,,Hawthorn (F. Horderne),When her soul awoke.,18mo.,"61 x 5, Is. 6d. net ....",R. SCOTT,Oct. 16
"Hay (Alfred)—An Introductory course of con- tinuous current engineering. 2nd ed., rev., 8vo. 84x55, pp. 372, 6s. 6d. net CONSTABLE, Apr. 16",103,111,,Hay (Alfred),"An Introductory course of con- tinuous current engineering. 2nd ed., rev.,",8vo.,"84x55, pp. 372, 6s. 6d. net",CONSTABLE,Apr. 16
"Hay (Ian)-A Knight on wheels. Pop. ed. Cr. 8vo. 71 x 4$, pp. 320, is. net HODDER & S., Jan. 16",103,111,,Hay (Ian),A Knight on wheels. Pop. ed.,Cr. 8vo.,"71 x 4$, pp. 320, is. net",HODDER & S.,Jan. 16
"Hay (J. Hamilton)--Liverpool. 8vo. 9x61; IS. 6d. net .BLACK, Sep. 16",103,111,,Hay (J. Hamilton),Liverpool.,8vo.,9x61; IS. 6d. net .,BLACK,Sep. 16
"Hay (J. Macdougall)-Barnacles. Cr. 8vo. 74 41, pp. 370, 6s. .. ....CONSTABLE, Apr. 16",103,111,,Hay (J. Macdougall),Barnacles.,Cr. 8vo.,"74 41, pp. 370, 6s. .. ....",CONSTABLE,Apr. 16
