original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Malim (H.)-King Arthur: stories fr. Idylls of the King,"" by Tennyson, rewr. in prose. Illus. Cr. 8vo. 77 x 41, pp. 110, 12 annas. (Stories retold for Indian students) MILFORD, July 16",144,152,,Malim (H.),"King Arthur: stories fr. Idylls of the King,"" by Tennyson, rewr. in prose. Illus.",Cr. 8vo.,"77 x 41, pp. 110, 12 annas. (Stories retold for Indian students)",MILFORD,July 16
"Mallech (Jean)-Boris et moi. Pp. 74, swd., 35. net IRIS PUB. Co., Feb. 16",144,152,,Mallech (Jean),Boris et moi.,,"Pp. 74, swd., 35. net",IRIS PUB. Co.,Feb. 16
"Malleson (Miles)-Youth : a play in three acts. Cr. 8vo. 77 x 53, pp. 82, swd. is. net HENDERSONS, Jan. 16",144,152,,Malleson (Miles),Youth : a play in three acts.,Cr. 8vo.,"77 x 53, pp. 82, swd. is. net",HENDERSONS,Jan. 16
"Malleson (Miles)—Paddly Pools, a little fairy play. Cr. 8vo., swd. 7d., HENDERSONS, July 16",144,152,,Malleson (Miles),"Paddly Pools, a little fairy play.",Cr. 8vo.,"swd. 7d.,",HENDERSONS,July 16
"Malleson (Miles)—The Little white thought : a fantastic scrap. 71 X 5, pp. 24, 7d. HENDERSONS, Apr. 16",144,152,,Malleson (Miles),The Little white thought : a fantastic scrap.,,"71 X 5, pp. 24, 7d.",HENDERSONS,Apr. 16
"Mallet (Christian)—Impressions and experiences of a French trooper, 1914-1915. Cr. 8vo. 78 x 5, pp. 144, 35. 6d. net CONSTABLE, May 16",144,152,,Mallet (Christian),"Impressions and experiences of a French trooper, 1914-1915.",Cr. 8vo.,"78 x 5, pp. 144, 35. 6d. net",CONSTABLE,May 16
"Mallkl law : summary fr. French tr. of the Mukhtasar of Sidi Khalil, w. notes and bibliog. by F. H. Ruxton. 8vo., pp. 420, 155. net LUZAC, May 16",144,152,,,"Mallkl law : summary fr. French tr. of the Mukhtasar of Sidi Khalil, w. notes and bibliog. by F. H. Ruxton.",8vo.,"pp. 420, 155. net",LUZAC,May 16
"Mallock (W. H.)-In an enchanted island ; or, A Winter's retreat in Cyprus. Cheap ed. 18mo. 63 X 4, pp. 382, is. net .NELSON, May 16",144,152,,Mallock (W. H.),"In an enchanted island ; or, A Winter's retreat in Cyprus. Cheap ed.",18mo.,"63 X 4, pp. 382, is. net .",NELSON,May 16
"Malloson (Miles) Cranks and common sense. Pp. 14, 3d. .HENDERSONS, Aug. 16",144,152,,Malloson (Miles),Cranks and common sense.,,"Pp. 14, 3d. .",HENDERSONS,Aug. 16
"Malot (Lucas)-Damaris. Cr. 8vo. 8 X 5, pp. 316, 6s. .HUTCHINSON, Aug. 16",144,152,,Malot (Lucas),Damaris.,Cr. 8vo.,"8 X 5, pp. 316, 6s. .",HUTCHINSON,Aug. 16
"Mals (S. P. B.)-April's lonely soldier. Cr. 8vo. 73 x 5, pp. 315, 6s. net CHAPMAN & H., Sep. 16",144,152,,Mals (S. P. B.),April's lonely soldier.,Cr. 8vo.,"73 x 5, pp. 315, 6s. net",CHAPMAN & H.,Sep. 16
"Manchester Martyrs, 1916 (The) : verb. rpt. of proc. at luncheon to Free Trade Directors of Manchester Chamber of Commerce, Apr. 6, 1916. Ed. w. pref. by F. W. Hirst. 81 x 5), pp. 31, 2d. (3i, Essex St., Strand, W.C.) VOLUNTARY SERVICE AND FREE TRADE ASSN. June 16",145,153,,,"Manchester Martyrs, 1916 (The) : verb. rpt. of proc. at luncheon to Free Trade Directors of Manchester Chamber of Commerce, Apr. 6, 1916. Ed. w. pref. by F. W. Hirst.",,"81 x 5), pp. 31, 2d. (3i, Essex St., Strand, W.C.)",VOLUNTARY SERVICE AND FREE TRADE ASSN.,June 16
"Mandell (C. C.) and Shanks (E.)-Hilaire Belloc. With an intro. by G. K. Chesterton. I2mo. 6** 41, pp. 143, 25. 6d, net.. METHUEN, Jan. 16",145,153,,Mandell (C. C.) and Shanks (E.),Hilaire Belloc. With an intro. by G. K. Chesterton.,I2mo.,"6** 41, pp. 143, 25. 6d, net..",METHUEN,Jan. 16
"Manhar Kooverba-Lady Hardinge of Penshurst, C.I., Vice-Reine of India : a tribute to her memory. 81 x 54, pp. 63, priv. pr. (Richmond) R. W. SIMPSON, May 16",145,153,,Manhar Kooverba,"Lady Hardinge of Penshurst, C.I., Vice-Reine of India : a tribute to her memory.",,"81 x 54, pp. 63, priv. pr. (Richmond)",R. W. SIMPSON,May 16
"Manilius (Marcus)--M. Manilii Astronomicon. Liber Tertius. Recensuit et Enarravit A. E. Housman. 81 x 54, pp. 100, 4s. 6d. net RICHARDS, Apr. 16",145,153,,Manilius (Marcus),M. Manilii Astronomicon. Liber Tertius. Recensuit et Enarravit A. E. Housman.,,"81 x 54, pp. 100, 4s. 6d. net",RICHARDS,Apr. 16
"Mann (Ludovic Maclellan)-Archaic sculpturings : notes on art, philosophy, and religion in Britain, 2000 B.C. to 900 A.D. Ryl. 8vo. 9£ x 58, pp. 52, 25. 6d. net ..W. HODGE, Dec. 15",145,153,,Mann (Ludovic Maclellan),"Archaic sculpturings : notes on art, philosophy, and religion in Britain, 2000 B.C. to 900 A.D.",Ryl. 8vo.,"9£ x 58, pp. 52, 25. 6d. net ..",W. HODGE,Dec. 15
"Mann (Mary E.) When a man marries. Cr. 8vo. 71 x 5, pp. 320, 6s....... HODDER & S., Jan. 16",145,153,,Mann (Mary E.),When a man marries.,Cr. 8vo.,"71 x 5, pp. 320, 6s.......",HODDER & S.,Jan. 16
"Mann (Mary E.)-In shade. 8vo. 97 x 61, pp. 94, swd. 3d. net. (“ Weekly Tele- graph"" Novels) “WEEKLY TELEGRAPH,""Apr. 16",145,153,,Mann (Mary E.),In shade.,8vo.,"97 x 61, pp. 94, swd. 3d. net. ("" Weekly Tele- graph"" Novels)","""WEEKLY TELEGRAPH,""",Apr. 16
"Mann (Thomas)—Royal Highness. Trans. by A. Cecil Curtis. Cr. 8vo. 74 x 5, pp. 372, 6s. SIDGWICK & J., June 16",145,153,,Mann (Thomas),Royal Highness. Trans. by A. Cecil Curtis.,Cr. 8vo.,"74 x 5, pp. 372, 6s.",SIDGWICK & J.,June 16
"Mann (W. Mortlake)--Physical drill for Home Defence corps. 18mo. 64 x 4, pp. 34, swd. 6d. net HARRISON, Jan. 16",145,153,,Mann (W. Mortlake),Physical drill for Home Defence corps.,18mo.,"64 x 4, pp. 34, swd. 6d. net",HARRISON,Jan. 16
"Manners (Clifford)-Economies: real and practical; How to spend, how not to spend. Cr. 8vo.7+ x 5, pp. 130, bds. Is. net ......NEWNES, Feb. 16",145,153,,Manners (Clifford),"Economies: real and practical; How to spend, how not to spend.",Cr. 8vo.,"7+ x 5, pp. 130, bds. Is. net ...... ",NEWNES,Feb. 16
"Manners (Hartley)—Peg o' my heart. Cr. 8vo. 71 x 4t, pp. 320, 2s.6d.net HODDER & S., July 16",145,153,,Manners (Hartley),Peg o' my heart.,Cr. 8vo.,"71 x 4t, pp. 320, 2s.6d.net",HODDER & S.,July 16
"Manning (c. A.)-A Study of archaism in Euripides. 8vo. 9 X6, pp. 110, 5s.6d. net (Columbia Univ. Studies in classical philology) MILFORD, Sep. 16",145,153,,Manning (c. A.),A Study of archaism in Euripides.,8vo.,"9 X6, pp. 110, 5s.6d. net (Columbia Univ. Studies in classical philology)",MILFORD,Sep. 16
"Mannooch (J. K.)–An Analysis of Sir Frederick Pollock's “Law of torts"" for students. 2nd ed. 84x51, pp. 112, 55. STEVENS, Apr. 16",145,153,,Mannooch (J. K.),"An Analysis of Sir Frederick Pollock's ""Law of torts"" for students.",,"2nd ed. 84x51, pp. 112, 55.",STEVENS,Apr. 16
"Mansfield (Charles)-Some suggestions for a boy's education before going to a preparatory school. Cr. 8vo. 73 x 51, pp. 32, swd. gd, net (Winchester) WARREN, June 16",145,153,,Mansfield (Charles),Some suggestions for a boy's education before going to a preparatory school.,Cr. 8vo.,"73 x 51, pp. 32, swd. gd, net (Winchester)",WARREN,June 16
"Mansfield (Charlotte)—"" For Satan finds Cr. 8vo. 71 x 5, pp. 320, 5s. net HOLDEN & H., Aug. 16",145,153,,Mansfield (Charlotte),""" For Satan finds",Cr. 8vo.,"71 x 5, pp. 320, 5s. net",HOLDEN & H.,Aug. 16
"Mantell (L.)-A Manual of motor mechanics and high efficiency tuning. W. spec. sect. on tuning carburetters. Cr. 8vo. 73 x 4*, pp. 178, Is. 60. net .TEMPLE PR., June 16",145,153,,Mantell (L.),A Manual of motor mechanics and high efficiency tuning. W. spec. sect. on tuning carburetters.,Cr. 8vo.,"73 x 4*, pp. 178, Is. 60. net .",TEMPLE PR.,June 16
"Manual of mod. French music. Pref. by G. Jean- Aubry in French, w. Eng. tr. by Rosa New- march. Cr. 4to., pp. 60, 6d. net J. & W. CHESTER, Nov. 16",145,153,,,"Manual of mod. French music. Pref. by G. Jean- Aubry in French, w. Eng. tr. by Rosa New- march.",Cr. 4to.,"pp. 60, 6d. net",J. & W. CHESTER,Nov. 16
"Manual of Sunday school addresses. Cr. 8vo. 73 x 5, pp. 287, 28. net ....R. SCOTT, Aug. 16",145,153,,,Manual of Sunday school addresses.,Cr. 8vo.,"73 x 5, pp. 287, 28. net ....",R. SCOTT,Aug. 16
"Manzies (Mrs. Stuart)--Lord William Beresford, V.C. : some memories of a famous sportsman, soldier and wit. 8vo. 9 x 51, pp. 350, 125. 6d. net ..H. JENKINS, Oct. 16",151,159,,Manzies (Mrs. Stuart),"Lord William Beresford, V.C. : some memories of a famous sportsman, soldier and wit.",8vo.,"9 x 51, pp. 350, 125. 6d. net ..",H. JENKINS,Oct. 16
"map of 2s. Peterborough Diocesan calendar, clergy list and almanack, 1916. Ed. by the Rev. Canon Gedge. Cr. 8vo. 71 x 5, pp. 464, swd., is. net S. BARKER, Feb. 16",178,186,map of 2s.,,"Peterborough Diocesan calendar, clergy list and almanack, 1916. Ed. by the Rev. Canon Gedge.",Cr. 8vo.,"71 x 5, pp. 464, swd., is. net",S. BARKER,Feb. 16
"Map reading and panorama sketching. By an Instructor. 71x5, pp. 61, 3s. net SIFTON, P., Aug. 16",145,153,,,Map reading and panorama sketching. By an Instructor.,,"71x5, pp. 61, 3s. net","SIFTON, P.",Aug. 16
"Maquarie (A.) --The meaning of love. 5X31, pp. 44, Is. net . BICKERS, Mar. 16",145,153,,Maquarie (A.),The meaning of love.,,"5X31, pp. 44, Is. net .",BICKERS,Mar. 16
"March mont (Arthur W.)— The Heir to the throne. 8vo. 81x5), pp. 124, 6d. WARD, L., July 16",146,154,,March mont (Arthur W.),The Heir to the throne.,8vo.,"81x5), pp. 124, 6d.","WARD, L.",July 16
"Marchant (Bessie)--A Girl munition worker. Cr. 8vo. 78 x 51, pp. 288, 3s. 6d. BLACKIE, Oct. 16",145,153,,Marchant (Bessie),A Girl munition worker.,Cr. 8vo.,"78 x 51, pp. 288, 3s. 6d.",BLACKIE,Oct. 16
"Marchant (Bessie)-A Canadian farm mystery. Cr. 8vo. 71 X54, pp. 352, 55. .. BLACKIE, Oct. 16",145,153,,Marchant (Bessie),A Canadian farm mystery.,Cr. 8vo.,"71 X54, pp. 352, 55. ..",BLACKIE,Oct. 16
"Marchant (Bessie)-The Girl of the Northland. 35. (Standard ser.) FROWDE AND H. & S., Nov. 16",145,153,,Marchant (Bessie),The Girl of the Northland.,,35. (Standard ser.),FROWDE AND H. & S.,Nov. 16
"Marchant (Bessie)-The Unknown island, Cr. 8vo. ...BLACKIE, Oct. 16",145,153,,Marchant (Bessie),"The Unknown island,",Cr. 8vo.,...,BLACKIE,Oct. 16
"Marchant (James)--Alfred Russel Wallace : letters and reminiscences. 2 vols. Ryl. 8vo. 91 x 64, pp. 332, 300, 258. net CASSELL, Apr. 16",145,153,,Marchant (James),Alfred Russel Wallace : letters and reminiscences.,Ryl. 8vo.,"2 vols. 91 x 64, pp. 332, 300, 258. net",CASSELL,Apr. 16
"Marchant (James)-Cradles or coffins ? Cr. 8vo. 71 x 5, pp. 96, 28. net ; swd. is. net PEARSON, Sep. 16",145,153,,Marchant (James),Cradles or coffins ?,Cr. 8vo.,"71 x 5, pp. 96, 28. net ; swd. is. net",PEARSON,Sep. 16
"Marchmont (A.W.)-The Eagrave Square mystery. 18mo. 6*X41, pp. 256, 7d. net HODDER & S., Oct. 16",146,154,,Marchmont (A.W.),The Eagrave Square mystery.,18mo.,"6*X41, pp. 256, 7d. net",HODDER & S.,Oct. 16
"Marchmont (Arthur W.)--Her sentinel. Cr. 8vo. 7* * 5, pp. 344, 6s. .CASSELL, Sep. 16",146,154,,Marchmont (Arthur W.),Her sentinel.,Cr. 8vo.,"7* * 5, pp. 344, 6s. .",CASSELL,Sep. 16
"Marchmont (Arthur W.)-When love called : a story of a ruthless vendetta. Cheap ed. 8vo. 81x5), pp. 124, swd. 60. HODDER & S., Apr. 16",146,154,,Marchmont (Arthur W.),When love called : a story of a ruthless vendetta. Cheap ed.,8vo.,"81x5), pp. 124, swd. 60.",HODDER & S.,Apr. 16
"Marchmont (Arthur W.)—Because of Misella. Cr. 8vo. 8 X 5, pp. 348, 6s..... CASSELL, Mar. 16",146,154,,Marchmont (Arthur W.),Because of Misella.,Cr. 8vo.,"8 X 5, pp. 348, 6s.....",CASSELL,Mar. 16
"Marcosson (Isaac F.) and Frohman (Daniel) Charles Frohman: manager and man.W. Appreci. ation by James M. Barrie. 8vo. 84x5, pp. 439, 12s. 6d. net .LANE, Nov. 16",146,154,,Marcosson (Isaac F.) and Frohman (Daniel),Charles Frohman: manager and man.W. Appreciation by James M. Barrie.,8vo.,"84x5, pp. 439, 12s. 6d. net .",LANE,Nov. 16
"Marden (Orison Swet^|--The Victorious attitude. Cr. 8vo. 73 X 5, pp., 18, 35. 6d. net BELL, Oct. 16",146,154,,Marden (Orison Swet^|),The Victorious attitude.,Cr. 8vo.,"73 X 5, pp., 18, 35. 6d. net",BELL,Oct. 16
"Marden (Orison Swett)—The Victorious attitude. Cr. 8vo. 71 x 5, 5s. net ....HARRAP, Feb. 16",146,154,,Marden (Orison Swett),The Victorious attitude.,Cr. 8vo.,"71 x 5, 5s. net ....",HARRAP,Feb. 16
"Margerison (John S.)-The Navy's way. Cr. 8vo. 75 x 5, pp. 187, Is. net. .DUCKWORTH, Nov. 16",146,154,,Margerison (John S.),The Navy's way.,Cr. 8vo.,"75 x 5, pp. 187, Is. net. .",DUCKWORTH,Nov. 16
"Margoliouth (D. S.)-On Mahdis and Mahdiisın. Ryl. 8vo. 10 X 6, swd., is. net MILFORD, Feb. 16",146,154,,Margoliouth (D. S.),On Mahdis and Mahdiisın.,Ryl. 8vo.,"10 X 6, swd., is. net",MILFORD,Feb. 16
"Marlborough (Duchess of)-Saving the children. 94x64, pp. 24, is. NAT. HEALTH Soc., Sep. 16",146,154,,Marlborough (Duchess of),Saving the children.,,"94x64, pp. 24, is.",NAT. HEALTH Soc.,Sep. 16
"Marquis (Don)—The Cruise of the “ Jasper B."" Cr. 8vo. 7* x 51, 6s...... .APPLETON, May 16",146,154,,Marquis (Don),"The Cruise of the "" Jasper B.""",Cr. 8vo.,"7* x 51, 6s......",APPLETON,May 16
"Marr (J. E.)-The Geology of the Lake District and the scenery as influenced by geological structure. 8vo. 9X54, pp. 232, 125. net CAMB. UNIV. PR., May 16",146,154,,Marr (J. E.),The Geology of the Lake District and the scenery as influenced by geological structure.,8vo.,"9X54, pp. 232, 125. net",CAMB. UNIV. PR.,May 16
"Marriage and morality papers. ist ser., nos. 1-4, ea. 3d. net ..LONGMANS, Aug. 16",146,154,,,"Marriage and morality papers. ist ser., nos. 1-4, ea. 3d. net",,,LONGMANS,Aug. 16
"Marriner (F. T.)-Speed training in Pitman's shorthand. 64 x 4, pp. 48, 6d. PITMAN, Feb. 16",146,154,,Marriner (F. T.),Speed training in Pitman's shorthand.,,"64 x 4, pp. 48, 6d.",PITMAN,Feb. 16
