original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Petherbridge (F. R.)-Fungoid and insect pests of the farm. Illus. Large cr. 8vo. 8 X55, pp. 182, 45. net. (Camb. Farm Institute ser.) CAMB. UNIV. PR., July 16",178,186,,Petherbridge (F. R.),Fungoid and insect pests of the farm. Illus.,Large cr. 8vo.,"8 X55, pp. 182, 45. net. (Camb. Farm Institute ser.)",CAMB. UNIV. PR.,July 16
"Petter (Evelyn Branscombe)-Scope. Cr. 8vo. 74 x 5, pp. 279, 6s. net CHAPMAN & H., Sep. 16",178,186,,Petter (Evelyn Branscombe),Scope.,Cr. 8vo.,"74 x 5, pp. 279, 6s. net",CHAPMAN & H.,Sep. 16
"Pettman (Grace)-Ordered to the Front. Cr. 8vo. 71 X5, pp. 144, is. 'net DRUMMOND'S TRACT DEPOT, Sep. 16",178,186,,Pettman (Grace),Ordered to the Front.,Cr. 8vo.,"71 X5, pp. 144, is. 'net",DRUMMOND'S TRACT DEPOT,Sep. 16
"Pharmacopoeia of the United States of America. 9th decen, revis. 8vo., pp. 808, 18s. net KIMPTON, Sep. 16",178,186,,,"Pharmacopoeia of the United States of America. 9th decen, revis.",8vo.,"pp. 808, 18s. net",KIMPTON,Sep. 16
"Phelps (William Lyon)-Robert Browning : how to know him. Cr. 8vo. 7* X 51, pp. 381, 5s, net SMITH, E., Oct. 16",178,186,,Phelps (William Lyon),Robert Browning : how to know him.,Cr. 8vo.,"7* X 51, pp. 381, 5s, net","SMITH, E.",Oct. 16
"Philippa's pride. By “A Peer.” Cr. 8vo. 7* *4, pp. 350, 6s. .HURST & B., Apr. 16",178,186,,,"Philippa's pride. By ""A Peer.""",Cr. 8vo.,"7* *4, pp. 350, 6s. .",HURST & B.,Apr. 16
"Philippine Agricultural Review. Vol. 9, No. 1, Fiber number. Illus. Ryl. 8vo. 10 X 7, pp. 51, sub. Ios. net p. a. WESLEY, Sep. 16",178,186,,,"Philippine Agricultural Review. Vol. 9, No. 1, Fiber number. Illus.",Ryl. 8vo.,"10 X 7, pp. 51, sub. Ios. net p. a.",WESLEY,Sep. 16
"Philippine Jl. of Science. Sec. D, Gen. biology, ethnology, and anthropology. Vol. 11, No. 1. Ryl. 8vo. 101 x 77, pp. 94, 8s. 6d. net per vol. of 6 nos. WESLEY, Sep. 16",178,186,,,"Philippine Jl. of Science. Sec. D, Gen. biology, ethnology, and anthropology. Vol. 11, No. 1.",Ryl. 8vo.,"101 x 77, pp. 94, 8s. 6d. net per vol. of 6 nos.",WESLEY,Sep. 16
"Philipps (Hon. Colwyn)-Colwyn Philipps, Captain Royal Horse Guards. (Miscellanies) Memorial vol. Portr. La. Cr. 8vo., pp. 140, 55. net SMITH, E., Dec. 15",178,186,,Philipps (Hon. Colwyn),"Colwyn Philipps, Captain Royal Horse Guards. (Miscellanies) Memorial vol. Portr.",La. Cr. 8vo.,"pp. 140, 55. net","SMITH, E.",Dec. 15
"Philips (F. C. and A. R. T.)-The Man and the woman. Copyright ed. Cr. 8vo. 7* X 5, pp. 246, 6s, .NASH, Mar. 16",178,186,,Philips (F. C. and A. R. T.),The Man and the woman. Copyright ed.,Cr. 8vo.,"7* X 5, pp. 246, 6s,",.NASH,Mar. 16
"Philips (F. C.) and Fendall (Percy)-A Honey- moon—and after. 8vo. 81 x 54, pp. 128, 6d. NEWNES, Aug. 16",178,186,,Philips (F. C.) and Fendall (Percy),A Honey- moon—and after.,8vo.,"81 x 54, pp. 128, 6d.",NEWNES,Aug. 16
"Philips (Page) --At bay. Cr. 8vo. 71 x 44, pp. 248, IS. net .HODDER & S., Aug. 16",178,186,,Philips (Page),At bay.,Cr. 8vo.,"71 x 44, pp. 248, IS. net .",HODDER & S.,Aug. 16
"Philips' Large scale battle front map of Europe. 25. 6d, net PHILIP, Oct. 16",178,186,,,Philips' Large scale battle front map of Europe.,,"25. 6d, net",PHILIP,Oct. 16
"Philips' Large scale strategical war map of Europe: Western area. W. comp. Index, &c. Ed. by George Philip. 28. 6d. net ...PHILIP, Oct. 16",178,186,,,"Philips' Large scale strategical war map of Europe: Western area. W. comp. Index, &c. Ed. by George Philip.",,28. 6d. net ,PHILIP,Oct. 16
"Philips' Large-scale strategical war Europe: the Balkans, 6d. net. 4to. (packed) 6s. net .PHILIP, Nov. 16",178,186,,,"Philips' Large-scale strategical war Europe: the Balkans, 6d. net.",4to.,(packed) 6s. net .,PHILIP,Nov. 16
"Philips' Mercantile marine atlas of the world. Ed. by George Philip. 6th ed. Fol., Ithr. 735. 6d. net .PHILIP, Aug. 16",178,186,,,Philips' Mercantile marine atlas of the world. Ed. by George Philip. 6th ed.,"Fol.,",Ithr. 735. 6d. net .,PHILIP,Aug. 16
"Philips' Planisphere showing the principal stars visible for every hour in the year, 5 X 5, IS. 6d. net .PHILIP, Oct. 16",178,186,,,"Philips' Planisphere showing the principal stars visible for every hour in the year,",,"5 X 5, IS. 6d. net .",PHILIP,Oct. 16
"Philips' Railway map of the British Isles. 35. 6d. net ; dissected, 6s. 6d. net; roller, 78. 6d. net; paper, 2s. net PHILIP, Nov. 16",178,186,,,Philips' Railway map of the British Isles.,,"35. 6d. net ; dissected, 6s. 6d. net; roller, 78. 6d. net; paper, 2s. net",PHILIP,Nov. 16
"Philips' Strategical map of Mesopotamia and Asia Minor. 4to. (packed) 6s, net . . PHILIP, Dec. 16",178,186,,,Philips' Strategical map of Mesopotamia and Asia Minor.,4to.,"(packed) 6s, net . .",PHILIP,Dec. 16
"Phillipps (Evelyn March)—The Frescoes in the Sixtine Chapel. Cheap ed. Cr. 8vo. 78 x 5, pp. 178, is. net ..MURRAY, Jan. 16",178,186,,Phillipps (Evelyn March),The Frescoes in the Sixtine Chapel. Cheap ed.,Cr. 8vo.,"78 x 5, pp. 178, is. net ..",MURRAY,Jan. 16
"Phillipps (Lisle March)-Europe unbound. 81 x 5}, pp. 224, 6s. net.......... DUCKWORTH, Nov. 16",178,186,,Phillipps (Lisle March),Europe unbound.,,"81 x 5}, pp. 224, 6s. net..........",DUCKWORTH,Nov. 16
"Phillips (David Graham)—The Hungry heart. Pop. ed. Cr. 8vo. 7x44, pp. 416, is. net HEINEMANN, May 16",178,186,,Phillips (David Graham),The Hungry heart. Pop. ed.,Cr. 8vo.,"7x44, pp. 416, is. net",HEINEMANN,May 16
"Phillips (E. A. W.)-British trade and the metric system. 71 X 5, pp. 112, 5s. net F. GRIFFITHS, Mar. 16",178,186,,Phillips (E. A. W.),British trade and the metric system.,,"71 X 5, pp. 112, 5s. net",F. GRIFFITHS,Mar. 16
"Phillips (F. C.)-Mrs. Bouverie. 18mo. 61 x 41, pp. 230, 7d, net ...... ...COLLINS, Nov. 16",178,186,,Phillips (F. C.),Mrs. Bouverie.,18mo.,"61 x 41, pp. 230, 7d, net ...... ...",COLLINS,Nov. 16
"Phillips (Forbes) and Hopkins (R. Thurston)—War and the weird. Cr. 8vo. 71 X 5, pp. 182, is. net SIMPKIN, July 16",178,186,,Phillips (Forbes) and Hopkins (R. Thurston),War and the weird.,Cr. 8vo.,"71 X 5, pp. 182, is. net",SIMPKIN,July 16
"Phillips (H. B.)-Analytic geometry. Cr. 8vo. 71 X 5, 6s. 6d. net ..CHAPMAN & H., Jan. 16",178,186,,Phillips (H. B.),Analytic geometry.,Cr. 8vo.,"71 X 5, 6s. 6d. net ..",CHAPMAN & H.,Jan. 16
"Phillipson (Coleman)-Termination of war and treaties of peace. Ryl. 8vo. 101 x 61, pp. 905, 21S. net UNWIN, Oct. 16",178,186,,Phillipson (Coleman),Termination of war and treaties of peace.,Ryl. 8vo.,"101 x 61, pp. 905, 21S. net",UNWIN,Oct. 16
"Phillpotts (Adelaide Eden)-Illyrion and other poems. Cr. 8vo. 71 x 5, pp. 60, Is. 6d. net PALMER & H., Sep. 16",178,186,,Phillpotts (Adelaide Eden),Illyrion and other poems.,Cr. 8vo.,"71 x 5, pp. 60, Is. 6d. net",PALMER & H.,Sep. 16
