original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Maudsley (Henry)-Organic to human : psycho- logical and sociological. 8vo. 84 x 54, pp. 372, I2s, net MACMILLAN, Sep. 16",149,157,,Maudsley (Henry),Organic to human : psycho- logical and sociological.,8vo.,"84 x 54, pp. 372, I2s, net",MACMILLAN,Sep. 16
"Maugham (William Somerset)--The Merry-go- round. Cr. 8vo. 7x44, pp. 241, is, net HEINEMANN, Sep. 16",149,157,,Maugham (William Somerset),The Merry-go- round.,Cr. 8vo.,"7x44, pp. 241, is, net",HEINEMANN,Sep. 16
"Maunder (E. Walter)—The Stars as guides for night marching in North Latitude 50'. Cr. 8vo. 74x44, pp. 72, 2s. net ... KELLY, May 16",149,157,,Maunder (E. Walter),The Stars as guides for night marching in North Latitude 50'.,Cr. 8vo.,"74x44, pp. 72, 2s. net ...",KELLY,May 16
"Mauro (Philip)-Modern philosophy: a menace to the English-speaking nations. 64 x 41, pp. 48, 3d. MORGAN & S., Oct. 16",149,157,,Mauro (Philip),Modern philosophy: a menace to the English-speaking nations.,,"64 x 41, pp. 48, 3d.",MORGAN & S.,Oct. 16
"Maxim (Hudson)---Defenseless America. Cheaper ed. 8vo. 81 x 51, pp. 251, 58. net HODDER & S., Aug. 16",149,157,,Maxim (Hudson),Defenseless America. Cheaper ed.,8vo.,"81 x 51, pp. 251, 58. net",HODDER & S.,Aug. 16
"Maxse (L. J.)-The Potsdam diary, 1917. 32mo. 34 x 24, is., 6d. is. ""NATIONAL REVIEW,""Nov.16",149,157,,Maxse (L. J.),"The Potsdam diary, 1917.",32mo.,"34 x 24, is., 6d. is.","""NATIONAL REVIEW,""",Nov.16
"Maxwell (Constantia)-A Short history of Ireland. Cr. 8vo. 71 X 4, is. 6d, net ....UNWIN, June 16",149,157,,Maxwell (Constantia),A Short history of Ireland.,Cr. 8vo.,"71 X 4, is. 6d, net ....",UNWIN,June 16
"Maxwell (Francis)-Sulphitation in white sugar manufacture. 8vo. 81 X54, pp. 82, 75. 6d. net NORMAN RODGER, Oct. 16",149,157,,Maxwell (Francis),Sulphitation in white sugar manufacture.,8vo.,"81 X54, pp. 82, 75. 6d. net",NORMAN RODGER,Oct. 16
"Maxwell (H.)--Evelyn on thorns. Cr. 8vo. 74 x 5, pp. 320, 6s. .LONG, Aug. 16",149,157,,Maxwell (H.),Evelyn on thorns.,Cr. 8vo.,"74 x 5, pp. 320, 6s. .",LONG,Aug. 16
"Maxwell (H.)-Quittance. Cr. 8vo. 73 x 5, pp. 320, 6s. .LONG, Feb. 16",149,157,,Maxwell (H.),Quittance.,Cr. 8vo.,"73 x 5, pp. 320, 6s. .",LONG,Feb. 16
"Maxwell (Sir Herbert)-Edinburgh : historical study. 8vo. 91x6, pp. 331, Ios. 6d. net WILLIAMS & N., Nov. 16",149,157,,Maxwell (Sir Herbert),Edinburgh : historical study.,8vo.,"91x6, pp. 331, Ios. 6d. net",WILLIAMS & N.,Nov. 16
"Maxwell (W. B.)-The Devil's garden. 13th ed. Cr. 8vo. 7X 4, pp. 302, is. net HUTCHINSON, July 16",149,157,,Maxwell (W. B.),The Devil's garden. 13th ed.,Cr. 8vo.,"7X 4, pp. 302, is. net",HUTCHINSON,July 16
"Maxwell-Lefroy (H.)—Measures for avoidance and extermination of flies, mosquitos, lice and other vermin. and ed. 8vo. 81x 51, swd. is. net THACKER, May 16",149,157,,Maxwell-Lefroy (H.),"Measures for avoidance and extermination of flies, mosquitos, lice and other vermin. and ed.",8vo.,"81x 51, swd. is. net",THACKER,May 16
"May (Thomas) --The Pottery found at Silchester, IIX71, pp. 336, 38 pl., 258. net READING MUSEUM AND ART GALL., May 16",149,157,,May (Thomas),"The Pottery found at Silchester,",,"IIX71, pp. 336, 38 pl., 258. net",READING MUSEUM AND ART GALL.,May 16
"Mayers (Edward C.)-Admiralty law and practice in Canada. Ryl. 8vo. 10 x64, 5os. net SWEET & M., May 16",149,157,,Mayers (Edward C.),Admiralty law and practice in Canada.,Ryl. 8vo.,"10 x64, 5os. net",SWEET & M.,May 16
"Maynard (Constance) - A True mother. 8vo. 81x71, pp. 122, 5s. net MARSHALL BROS., Dec. 16",149,157,,Maynard (Constance),A True mother.,8vo.,"81x71, pp. 122, 5s. net",MARSHALL BROS.,Dec. 16
"Maynard (Samuel T.)--Landscape gardening as applied to home decoration, 2nd ed. re-written and enlarged. Cr. 8vo. 71 x 5, 6s. 6d. net CHAPMAN & H., Jan. 16",149,157,,Maynard (Samuel T.),"Landscape gardening as applied to home decoration, 2nd ed. re-written and enlarged.",Cr. 8vo.,"71 x 5, 6s. 6d. net",CHAPMAN & H.,Jan. 16
"Maynard (Theodore)-Laughs and whifts of song, 8vo. 87 X 51. pp. 59, paper, is. net E. MACDONALD, Jan. 16",149,157,,Maynard (Theodore),"Laughs and whifts of song,",8vo.,"87 X 51. pp. 59, paper, is. net",E. MACDONALD,Jan. 16
"Mayne (Ethel Colburn)-One of our grandmothers. Cr. 8vo. 74 x 44, pp. 286, 6s. net CHAPMAN & H., May 16",149,157,,Mayne (Ethel Colburn),One of our grandmothers.,Cr. 8vo.,"74 x 44, pp. 286, 6s. net",CHAPMAN & H.,May 16
"Mayo (Lawrence Shaw)-Jeffery Amherst : a biography. 8vo. 81 x 54, 75. 6d. net LONGMANS, May 16",149,157,,Mayo (Lawrence Shaw),Jeffery Amherst : a biography.,8vo.,"81 x 54, 75. 6d. net",LONGMANS,May 16
"Mc Custra (L., Trooper)—Gallipoli days and nights. Cr. 8vo. 70 X 5, pp. 150, is, net (Soldier bks.).... . HODDER & S., July 16",140,148,,"Mc Custra (L., Trooper)",Gallipoli days and nights.,Cr. 8vo.,"70 X 5, pp. 150, is, net (Soldier bks.)....",HODDER & S.,July 16
"Mc Killop (Margaret)-Food values : what they are and how to calculate them. Cr. 8vo. 73 x 44, pp. 144, Is. net ..ROUTLEDGE, June 16",142,150,,Mc Killop (Margaret),Food values : what they are and how to calculate them.,Cr. 8vo.,"73 x 44, pp. 144, Is. net ..",ROUTLEDGE,June 16
"Mc Walter (J. C.)-Civics : being a study in applied ethics. Pp. 39, 3d. net....PONSONBY, Feb. 16",143,151,,Mc Walter (J. C.),Civics : being a study in applied ethics.,,"Pp. 39, 3d. net....",PONSONBY,Feb. 16
"McAfee (Helen)--Pepys on the Restoration stage. Illus. Demy 8vo. 88 x 5, pp. 366, 12s. 6d. net MILFORD, Nov. 16",140,148,,McAfee (Helen),Pepys on the Restoration stage. Illus.,Demy 8vo.,"88 x 5, pp. 366, 12s. 6d. net",MILFORD,Nov. 16
"McBain (H. L.)--The Law and the practice of municipal home rule. 8vo. 9 x6, pp. 742, 21s. net MILFORD, Sep. 16",140,148,,McBain (H. L.),The Law and the practice of municipal home rule.,8vo.,"9 x6, pp. 742, 21s. net",MILFORD,Sep. 16
"McCabe (Joseph)--The Tyranny of sbams. Cr. 8vo. 78 X 5, pp. 313, 5s. net ..NASH, Mar. 16",140,148,,McCabe (Joseph),The Tyranny of sbams.,Cr. 8vo.,"78 X 5, pp. 313, 5s. net ..",NASH,Mar. 16
"McCabe (Joseph)-Crises in the history of the Papacy. 84x6, pp. 459, ios. 6d. net PUTNAM, Apr, 16",140,148,,McCabe (Joseph),Crises in the history of the Papacy.,,"84x6, pp. 459, ios. 6d. net",PUTNAM,"Apr, 16"
"McCabe (Joseph)——The Influence of the church on marriage and divorce. 8vo. 81 x 5), pp. 233, 3s. 6d. net WATTS, Apr. 16",140,148,,McCabe (Joseph),The Influence of the church on marriage and divorce.,8vo.,"81 x 5), pp. 233, 3s. 6d. net",WATTS,Apr. 16
"McCall (A. G.)-Field and laboratory studies of crops. Cr. 8vo. 71 X 48:35.6d, net CHAPMAN & H., Apr. 16",140,148,,McCall (A. G.),Field and laboratory studies of crops.,Cr. 8vo.,"71 X 48:35.6d, net",CHAPMAN & H.,Apr. 16
"McCall (A. G.)-Field and laboratory studies of soils. Cr. 8vo. 7* X 5, 25. 6d. net CHAPMAN & H., Jan, 16",140,148,,McCall (A. G.),Field and laboratory studies of soils.,Cr. 8vo.,"7* X 5, 25. 6d. net",CHAPMAN & H.,"Jan, 16"
