original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Fort (J. A.)-Sonnets and other verses. Cr. 8vo. 71x5, swd. 29. net ..CHAPMAN & H., Dec. 16",83,91,,Fort (J. A.),Sonnets and other verses.,Cr. 8vo.,"71x5, swd. 29. net ..",CHAPMAN & H.,Dec. 16
"Fortescue (Hon. J. W.)– The Three pearls. 8vo. 81 X64, pp. 255, 6s, net.... MACMILLAN, Oct. 16",83,91,,Fortescue (Hon. J. W.),The Three pearls.,8vo.,"81 X64, pp. 255, 6s, net....",MACMILLAN,Oct. 16
"Forward adventure book (The). 4to. 9 X 7, 28. 6d. net COLLINS, Oct. 16",83,91,,,Forward adventure book (The).,4to.,"9 X 7, 28. 6d. net",COLLINS,Oct. 16
"Fosdick (Harry Emerson) — The Meaning of prayer. 18mo. 64 X4), pp. 208, is. 6d. net Srud. CHRISTIAN MOVE., Jan. 16",83,91,,Fosdick (Harry Emerson),The Meaning of prayer.,18mo.,"64 X4), pp. 208, is. 6d. net",Srud. CHRISTIAN MOVE.,Jan. 16
"Foster (A.)-Elem. lessons in Chinese. Reduced to is. 6d. net ..MILFORD, Aug. 16",83,91,,Foster (A.),Elem. lessons in Chinese.,,Reduced to is. 6d. net,MILFORD,Aug. 16
"Foster (John) ed.—The Bright eyes of danger. Cr. 8vo. 8ox 51, pp. 344, 6s. CHAMBERS, Apr. 16",83,91,,Foster (John) ed.,The Bright eyes of danger.,Cr. 8vo.,"8ox 51, pp. 344, 6s.",CHAMBERS,Apr. 16
"Foster (Maximilian)-Rich man, poor man. Cr. 8vo. 7 * X 5, pp. 330, 6s. APPLETON, Apr. 16",83,91,,Foster (Maximilian),"Rich man, poor man.",Cr. 8vo.,"7 * X 5, pp. 330, 6s.",APPLETON,Apr. 16
"Foster (Michael) and Gaskell (J. F.)-Cerebro- spinal fever. Fol. 10x71, pp. 232, 125. 6d. ..CAMB. UNIV. PRESS, Apr. 16",83,91,,Foster (Michael) and Gaskell (J. F.),Cerebro- spinal fever.,Fol.,"10x71, pp. 232, 125. 6d. ..",CAMB. UNIV. PRESS,Apr. 16
"Foster (R. F.)-Foster's Auction bridge for all. Cr. 8vo. 71 X 5, pp. 220, 35. 6d, net MUDIE, Oct. 16",83,91,,Foster (R. F.),Foster's Auction bridge for all.,Cr. 8vo.,"71 X 5, pp. 220, 35. 6d, net",MUDIE,Oct. 16
"Foster-Melliar (R. A.)-And Betty too! Cr. 8vo. 78 X 5, pp. 352, 6s. HURST & B., Mar. 16",83,91,,Foster-Melliar (R. A.),And Betty too!,Cr. 8vo.,"78 X 5, pp. 352, 6s.",HURST & B.,Mar. 16
"Foster-Melliar (R. A.)-Poems (1916). 74 x64, 3s. 6d. net HUMPHREYS, July 16",83,91,,Foster-Melliar (R. A.),Poems (1916).,,"74 x64, 3s. 6d. net",HUMPHREYS,July 16
"Fotheringham (Davis Ross)--The Festivals of Our Lady in East and West. 18mo. 61 x 41, 7d. net FAITH PR., June 16",83,91,,Fotheringham (Davis Ross),The Festivals of Our Lady in East and West.,18mo.,"61 x 41, 7d. net",FAITH PR.,June 16
"Fottorless (Arthur)—Gog: the story of an officer and gentleman. Cr. 8vo. 71 x 5, pp. 341, 5s. net BLACKWOOD, Nov. 16",79,87,,Fottorless (Arthur),Gog: the story of an officer and gentleman.,Cr. 8vo.,"71 x 5, pp. 341, 5s. net",BLACKWOOD,Nov. 16
"Foulet (Lucien)-A Bibliography of medieval French literature for college libraries. Ed. by Albert Schinz and George A. Underwood. 8vo. 9X54, pp. 38, bds. 2s. net (Yale Univ. Pr.) MILFORD, Jan. 16",83,91,,Foulet (Lucien),A Bibliography of medieval French literature for college libraries. Ed. by Albert Schinz and George A. Underwood.,8vo.,"9X54, pp. 38, bds. 2s. net",(Yale Univ. Pr.) MILFORD,Jan. 16
"Foulke (William Dudley)-Lyrics of war and peace. Cr. 8vo. 7X4, 2s. 6d. net MILFORD, June 16",83,91,,Foulke (William Dudley),Lyrics of war and peace.,Cr. 8vo.,"7X4, 2s. 6d. net",MILFORD,June 16
"Fowle (T. C.)— Travels in the Middle East : being impressions by the way in Turkish Arabia, Syria, and Persia. 8vo. 84x54, pp. 293, 78. 6d. net . SMITH, E., June 16",83,91,,Fowle (T. C.),"Travels in the Middle East : being impressions by the way in Turkish Arabia, Syria, and Persia.",8vo.,"84x54, pp. 293, 78. 6d. net .","SMITH, E.",June 16
"Fowler (Edith Henrietta)—Patricia. Cheaper ed. Cr. 8vo. 71 X 4, pp. 438, 25. 6d. net PUTNAM, Nov. 16",83,91,,Fowler (Edith Henrietta),Patricia. Cheaper ed.,Cr. 8vo.,"71 X 4, pp. 438, 25. 6d. net",PUTNAM,Nov. 16
"Fowler (Harold North)-A History of sculpture. Cr. 8vo. 7* X 5, pp. 471, 78. 6d. net MACMILLAN, July 16",83,91,,Fowler (Harold North),A History of sculpture.,Cr. 8vo.,"7* X 5, pp. 471, 78. 6d. net",MACMILLAN,July 16
"Fowler's Electrical engineer's pocket bk., 1917. 18mo. 67 x 4, pp. 511, Is. 6d. net ; Ithr. 2s. 60. net SCIENTIFIC PUB. Co., Dec. 16",84,92,,,"Fowler's Electrical engineer's pocket bk., 1917.",18mo.,"67 x 4, pp. 511, Is. 6d. net ; Ithr. 2s. 60. net",SCIENTIFIC PUB. Co.,Dec. 16
"Fowler's Electrical engineer's pocket book. 1916. Ed. by W. H. Fowler. 18mo. 67 X 31, pp. 461 Is. 6d. net ; Ithr. 25. 6d. net SCIENTIFIC PUB. Co., Jan. 16",84,92,,,Fowler's Electrical engineer's pocket book. 1916. Ed. by W. H. Fowler.,18mo.,"67 X 31, pp. 461 Is. 6d. net ; Ithr. 25. 6d. net",SCIENTIFIC PUB. Co.,Jan. 16
"Fowler's Mechanics' and machinists' pocket book, 1917. Ed. by William H. Fowler. 18mo. 61 x 31, pp. 460, is. net SCIENTIFIC PUB, Co., Oct. 16",84,92,,,"Fowler's Mechanics' and machinists' pocket book, 1917. Ed. by William H. Fowler.",18mo.,"61 x 31, pp. 460, is. net","SCIENTIFIC PUB, Co.",Oct. 16
"Fowlor (G. Herbert)-Charts : their use and mean- ing. 137 x 81, pp. 48, 4s. J. D. POTTER, Dec. 16",83,91,,Fowlor (G. Herbert),Charts : their use and mean- ing.,,"137 x 81, pp. 48, 4s.",J. D. POTTER,Dec. 16
"Fox (Rachel J.)-Revelation on Revelation and these latter days. Cr. 8vo. 71 x 5, pp. 437, 45. 6d. net. .K. PAUL, Sep. 16",84,92,,Fox (Rachel J.),Revelation on Revelation and these latter days.,Cr. 8vo.,"71 x 5, pp. 437, 45. 6d. net. .",K. PAUL,Sep. 16
"Fox-Davies (A. C.)-The Mauleverer murders. Pop. ed. Cr. 8vo. 7 x 44, pp. 350, Is. net LANE, Mar. 16",84,92,,Fox-Davies (A. C.),The Mauleverer murders. Pop. ed.,Cr. 8vo.,"7 x 44, pp. 350, Is. net",LANE,Mar. 16
"Foxley (Constance)—More picture stories without words for free expression in composition. 64 x 41, pp. 27, 6d. .HARRAP, June 16",84,92,,Foxley (Constance),More picture stories without words for free expression in composition.,,"64 x 41, pp. 27, 6d. .",HARRAP,June 16
"Fragments calendar for 1917. IS. net SIMPKIN, Oct. 16",84,92,,,Fragments calendar for 1917.,,IS. net,SIMPKIN,Oct. 16
"France (Anatole)-Pierre Nozière. Trans. by J. Lewis May. 8vo. 9 x55, pp. 284, 6s. LANE, May 16",84,92,,France (Anatole),Pierre Nozière. Trans. by J. Lewis May.,8vo.,"9 x55, pp. 284, 6s.",LANE,May 16
"Francis (M. E.) (Mrs. Francis Blundell)-Penton's captain. Cr. 8vo. 74x47, pp. 316, 6s. net CHAPMAN & H., May 16",84,92,,Francis (M. E.) (Mrs. Francis Blundell),Penton's captain.,Cr. 8vo.,"74x47, pp. 316, 6s. net",CHAPMAN & H.,May 16
"Francis (René)—Warwick the Kingmaker. Cr. 8vo., pp. 192, Is. 3d., 28. net ; hf. Ithr. 35. net. (Heroes of all time ser.) HARRAP, Aug. 16",84,92,,Francis (René),Warwick the Kingmaker.,Cr. 8vo.,"pp. 192, Is. 3d., 28. net ; hf. Ithr. 35. net. (Heroes of all time ser.)",HARRAP,Aug. 16
"Francis (St.) of Assisi. See Francois (St.). Francis (H. T.) and Thomas (E. J.) eds.-Jataka tales. Selected and edit, w, intro, and notes. 8 pl. Ryl. 8vo. 91 x 63, pp. 504, 78. 6d. net CAMB. UNIV. PR., Nov. 16",84,92,Francis (St.) of Assisi. See Francois (St.).,Francis (H. T.) and Thomas (E. J.) eds.,"Jataka tales. Selected and edit, w, intro, and notes. 8 pl.",Ryl. 8vo.,"91 x 63, pp. 504, 78. 6d. net",CAMB. UNIV. PR.,Nov. 16
"Franck (Harry A.)–Tramping through Mexico, Guatemala and Honduras. 8vo. 81 x 54, pp. 378, 78. 6d. net ..UNWIN, Oct. 16",84,92,,Franck (Harry A.),"Tramping through Mexico, Guatemala and Honduras.",8vo.,"81 x 54, pp. 378, 78. 6d. net ..",UNWIN,Oct. 16
"Francke (K.)—Personality in German literature before Luther. Demy 8vo. 81 x 54, pp. 232, 58. 6d. net MILFORD, Nov. 16",84,92,,Francke (K.),Personality in German literature before Luther.,Demy 8vo.,"81 x 54, pp. 232, 58. 6d. net",MILFORD,Nov. 16
"Franco (Anatole)—The Human tragedy. Tr. by Alfred Allinson. 4to. 103x8, pp. 146, Ios. 6d. net .LANE, Nov. 16",84,92,,Franco (Anatole),The Human tragedy. Tr. by Alfred Allinson.,4to.,"103x8, pp. 146, Ios. 6d. net .",LANE,Nov. 16
"Francois (St.) d'Assise-Amours mystiques. 31 X2, v. c. yapp, is. net (French booklets, No. 19) ...L. B. HILL, Nov. 16",84,92,,Francois (St.) d'Assise,Amours mystiques.,,"31 X2, v. c. yapp, is. net (French booklets, No. 19)",L. B. HILL,Nov. 16
"Frandsen (J. H.) and Markham (E. A.)-The Manufacture of ice creams and ices. Cr. 8vo. 8 X 51, ios. net ..ROUTLEDGE, Dec. 15.",84,92,,Frandsen (J. H.) and Markham (E. A.),The Manufacture of ice creams and ices.,Cr. 8vo.,"8 X 51, ios. net ..",ROUTLEDGE,Dec. 15.
"Frankau (Gilbert)—The Guns. 8vo. 87 x64, pp. 44, swd. is. net ..CHATTO & W., Feb. 16",84,92,,Frankau (Gilbert),The Guns.,8vo.,"87 x64, pp. 44, swd. is. net ..",CHATTO & W.,Feb. 16
