original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Wood (Walter) ed.-In the line of battle : soldiers' stories of the War. Cr. 8vo. 81 x 54, pp. 239, 6s. net . CHAPMAN & H., Sep. 16",254,262,,Wood (Walter) ed.,In the line of battle : soldiers' stories of the War.,Cr. 8vo.,"81 x 54, pp. 239, 6s. net .",CHAPMAN & H.,Sep. 16
"Wood (Walter)-Survivors' tales of famous crimes. 8vo. 81 x 54, pp. 364, 6s. net .. CASSELL, Od. 16",254,262,,Wood (Walter),Survivors' tales of famous crimes.,8vo.,"81 x 54, pp. 364, 6s. net ..",CASSELL,Od. 16
"Wood ward (E. L.)--Christianity and nationalism in the later Roman Empire. 8vo. 9 x 51, 35. ód. net .LONGMANS, Oct. 16",255,263,,Wood ward (E. L.),Christianity and nationalism in the later Roman Empire.,8vo.,"9 x 51, 35. ód. net .",LONGMANS,Oct. 16
"Wood-Samuel (Richard)—Faith in practice. Cr. 8vo. 78 x 57, pp. 40, is. net R. SCOTT, Oct. 16",254,262,,Wood-Samuel (Richard),Faith in practice.,Cr. 8vo.,"78 x 57, pp. 40, is. net",R. SCOTT,Oct. 16
"Wood-Samuel (Richard)—The Secrets of a holy, life. Foreword by Bp. of Durham. 18mo. 7x4), pp. 94, is. net ....ALLENSON, Oct. 16",254,262,,Wood-Samuel (Richard),"The Secrets of a holy, life. Foreword by Bp. of Durham.",18mo.,"7x4), pp. 94, is. net ....",ALLENSON,Oct. 16
"Woodall (Henry)—Hamilet and Macbeth oppo- sitely interpretive. IS. net, swd. 60. net St. CATHERINE PR., May 16",254,262,,Woodall (Henry),Hamilet and Macbeth oppo- sitely interpretive.,,"IS. net, swd. 60. net",St. CATHERINE PR.,May 16
"Woodbridge (F. J. E.)-The Purpose of history. Cr. 8vo. 74 x54, pp. 98, 45, 6d. net MILFORD, Oct. 16",254,262,,Woodbridge (F. J. E.),The Purpose of history.,Cr. 8vo.,"74 x54, pp. 98, 45, 6d. net",MILFORD,Oct. 16
"Woodhouse (T.)— The Finishing of jute and linen fabrics. 8vo. 81 x 54, pp. 326, 8s. 6d. net EMMOTT, Nov. 16",255,263,,Woodhouse (T.),The Finishing of jute and linen fabrics.,8vo.,"81 x 54, pp. 326, 8s. 6d. net",EMMOTT,Nov. 16
"Woodhull (Maxwell Van Zandt)-West Point in our next war. Cr. 8vo. 8 X 51, 5s. net PUTNAM, Mar. 16",255,263,,Woodhull (Maxwell Van Zandt),West Point in our next war.,Cr. 8vo.,"8 X 51, 5s. net",PUTNAM,Mar. 16
"Woodruff (Chas. E.)--Medical ethnology. 8vo. 91 x6, 1os. 6d. net ..HEINEMANN, Mar. 16",255,263,,Woodruff (Chas. E.),Medical ethnology.,8vo.,"91 x6, 1os. 6d. net ..",HEINEMANN,Mar. 16
"Woods (Edward S.)-Knights in armour. 18mo. 61 x 41, pp. 64, is. net ....R. SCOTT, Sep. 16",255,263,,Woods (Edward S.),Knights in armour.,18mo.,"61 x 41, pp. 64, is. net ....",R. SCOTT,Sep. 16
"Woods (F. Theodore) and others - The Creed of a churchman. Cr. 8vo. 74 X 51, pp. 103, Is. 6d. net LONGMANS, Dec. 16",255,263,,Woods (F. Theodore) and others,The Creed of a churchman.,Cr. 8vo.,"74 X 51, pp. 103, Is. 6d. net",LONGMANS,Dec. 16
"Woods (Henry George)-Christianity and war. por Intro. by Margaret L. Woods. An appreciation, from the Archbishop of Canterbury. Cr. 8vo. 7} x 5, pp. 190, 3s. net ......R. SCOTT, Feb. 16",255,263,,Woods (Henry George),"Christianity and war. por Intro. by Margaret L. Woods. An appreciation, from the Archbishop of Canterbury.",Cr. 8vo.,"7} x 5, pp. 190, 3s. net",R. SCOTT,Feb. 16
"Woods (Mary A.)-Studies in Shakespeare : for his tercentenary. Cr. 8vo. 71 X 4*, pp. 184, 38. 6d. net . TRUSLOVE & H., Apr. 16",255,263,,Woods (Mary A.),Studies in Shakespeare : for his tercentenary.,Cr. 8vo.,"71 X 4*, pp. 184, 38. 6d. net .",TRUSLOVE & H.,Apr. 16
"Woods, forests and land revenues—Abstr. accounts, 1914-15. 2d. WYMAN, Feb. 16",255,263,,,"Woods, forests and land revenues—Abstr. accounts, 1914-15.",,2d.,WYMAN,Feb. 16
"Wool yr. bk. and diary, 1916. Comp. by Ed. of "" The Textile Mercury” and others. 18mo. 64 x 41, pp. 710, Ithr. 2s. 6d. net MARSDEN, June 16",255,263,,,"Wool yr. bk. and diary, 1916. Comp. by Ed. of "" The Textile Mercury” and others.",18mo.,"64 x 41, pp. 710, Ithr. 2s. 6d. net",MARSDEN,June 16
"Woolf (L. S.)- International government : 2 rpts. prepared for Fabian Research Dept. W. a Project by a Fabian Com. for a super- national authority that will prevent war. 8vo. 8* X 54, pp. 271, 6s. net ALLEN & U.; FABIAN SOC., July 16",255,263,,Woolf (L. S.),International government : 2 rpts. prepared for Fabian Research Dept. W. a Project by a Fabian Com. for a super- national authority that will prevent war.,8vo.,"8* X 54, pp. 271, 6s. net",ALLEN & U.; FABIAN SOC.,July 16
"Woolley (R. M.)-Coronation rites. Cr. 8vo. 7X 41, pp. 224, 5s. net (Cambridge handb. of liturgical study)....CAMB. UNIV. PR., Jan. 16",255,263,,Woolley (R. M.),Coronation rites.,Cr. 8vo.,"7X 41, pp. 224, 5s. net (Cambridge handb. of liturgical study)",CAMB. UNIV. PR.,Jan. 16
"Worcester (Ld. Bp. of)--Life in an English diocese : being the second quinquennial visita- tion charge, 1915. Cr. 8vo. swd. is, net S.P.C.K., Jan. 16",255,263,,Worcester (Ld. Bp. of),"Life in an English diocese : being the second quinquennial visita- tion charge, 1915.",Cr. 8vo.,"swd. is, net",S.P.C.K.,Jan. 16
"Words from the “ Book of Books”: with a prefatory note by the Bishop of London. Ryl. 8vo. 96x74, swd. is. net ....BAGSTER, Feb. 16",255,263,,,Words from the “ Book of Books”: with a prefatory note by the Bishop of London.,Ryl. 8vo.,"96x74, swd. is. net ....",BAGSTER,Feb. 16
"Wordsworth (Elizabeth)-The Lord's Prayer in time of war. 18mo. 41 x3), pp. 24, swd., 4d. net ... BLACKWELL, Apr. 16",255,263,,Wordsworth (Elizabeth),The Lord's Prayer in time of war.,18mo.,"41 x3), pp. 24, swd., 4d. net ...",BLACKWELL,Apr. 16
"Wordsworth (William)-Poems. Sel. and arr. w. intro. by Philip Plowden. Cr. 8vo. 73 x 44, pp. 236, is. 6d. net ..MELROSE, Sep. 16",255,263,,Wordsworth (William),Poems. Sel. and arr. w. intro. by Philip Plowden.,Cr. 8vo.,"73 x 44, pp. 236, is. 6d. net ..",MELROSE,Sep. 16
"Wordsworth (William)-Shorter poems. 18mo. 61 X 4, pp. 383, is. net .... COLLINS, Nov. 16",255,263,,Wordsworth (William),Shorter poems.,18mo.,"61 X 4, pp. 383, is. net ....",COLLINS,Nov. 16
"Wordsworth (William)-Shorter poems. Ed. w. intro. by George Mackenzie. 18mo. rod. DENT, July 16",255,263,,Wordsworth (William),Shorter poems. Ed. w. intro. by George Mackenzie.,18mo.,rod.,DENT,July 16
"Worgeland (A. M.)--Hist. of the working classes in France : a review of Levasseur's “ Hist. des classes ouvrières et de l'industrie en France avant 1789."" 16mo. 71 x 41, pp. 144, 4s. 6d. net .CAMB. UNIV. PR., Dec. 16",247,255,,Worgeland (A. M.),"Hist. of the working classes in France : a review of Levasseur's “ Hist. des classes ouvrières et de l'industrie en France avant 1789.""",16mo.,"71 x 41, pp. 144, 4s. 6d. net .",CAMB. UNIV. PR.,Dec. 16
"Work and Play : the scholar's own magazine. Vol. 10, new ser. Sept. 1915 to Aug. 1916. 4to. II X81, bds. is. 6d. net .. NEWNES, Od. 16",255,263,,,"Work and Play : the scholar's own magazine. Vol. 10, new ser. Sept. 1915 to Aug. 1916.",4to.,"II X81, bds. is. 6d. net ..",NEWNES,Od. 16
"World's flags at a glance (The): with descriptive letterpress. Cr. 8vo. 71 x 41, pp. 46, swd. is. net .PHILIP, Feb. 16",255,263,,,World's flags at a glance (The): with descriptive letterpress.,Cr. 8vo.,"71 x 41, pp. 46, swd. is. net .",PHILIP,Feb. 16
"Worries of Wilhelm : topical war cartoons. II8 X 9, pp. 32, swd. 6d. net ODHAMS, Aug. 16",255,263,,,Worries of Wilhelm : topical war cartoons.,,"II8 X 9, pp. 32, swd. 6d. net",ODHAMS,Aug. 16
"Worsdell (W. C.)-The Principles of plant tera- tology. Vol. 1. 8vo. 9 X6, pp. 294, w. 25 plates. 255. net ..(Ray Soc.) DULAU, Jan. 16",255,263,,Worsdell (W. C.),The Principles of plant tera- tology. Vol. 1.,8vo.,"9 X6, pp. 294, w. 25 plates. 255. net ..(Ray Soc.)",DULAU,Jan. 16
"Worsey (F. W.)–Praying always. Addresses from Ash Wednesday to Easter in war time. With an intro. hymn of prayer by John Stan- hope Arkwright. Cr. 8vo. 71x41, pp. 102, 28. 6d. net .SKEFFINGTON, Jan. 16",255,263,,Worsey (F. W.),Praying always. Addresses from Ash Wednesday to Easter in war time. With an intro. hymn of prayer by John Stan- hope Arkwright.,Cr. 8vo.,"71x41, pp. 102, 28. 6d. net .",SKEFFINGTON,Jan. 16
"Worsfold (W. Basil)—The Empire on the anvil : being suggestions and data for the future government of the British Empire. Pref. by Lord Sydenham of Combe. 8vo. 81 x 51, pp. 258, 6s. net .... SMITH, E., May 16",255,263,,Worsfold (W. Basil),The Empire on the anvil : being suggestions and data for the future government of the British Empire. Pref. by Lord Sydenham of Combe.,8vo.,"81 x 51, pp. 258, 6s. net ....","SMITH, E.",May 16
"Worsley (A.)-A Synopsis of the Persian systems of philosophy. 91x6, pp. 35, 5s. net (Isleworth) THE AUTHOR, Jan. 16",255,263,,Worsley (A.),A Synopsis of the Persian systems of philosophy.,,"91x6, pp. 35, 5s. net (Isleworth)",THE AUTHOR,Jan. 16
"Wotherspoon (H. J.)-The Ministry in the Church in relation to prophecy and spiritual gifts (Charismata). 8vo. 8x5, pp. 234, 4s. 6d. net ..LONGMANS, Feb. 16",256,264,,Wotherspoon (H. J.),The Ministry in the Church in relation to prophecy and spiritual gifts (Charismata).,8vo.,"8x5, pp. 234, 4s. 6d. net ..",LONGMANS,Feb. 16
"Wounded, and a prisoner of war. By an exchanged officer. Cr. 8vo. 78 x 57, pp. 316, 5s. net BLACKWOOD, Dec. 16",256,264,,,"Wounded, and a prisoner of war. By an exchanged officer.",Cr. 8vo.,"78 x 57, pp. 316, 5s. net",BLACKWOOD,Dec. 16
"Wray (Roger)-Madcaps and madmen. 7} x 5, pp. 367, 55. net ...CHATTO & W., Oct. 16",256,264,,Wray (Roger),Madcaps and madmen.,,"7} x 5, pp. 367, 55. net ...",CHATTO & W.,Oct. 16
"Wray (W. Fitzwater) ("" Kuklos"")--Across France in wartime. 18mo. 71 x 54, pp. 182, is. niet (Wayfarer's lib.) .DENT, Nov. 16",256,264,,"Wray (W. Fitzwater) ("" Kuklos"")",Across France in wartime.,18mo.,"71 x 54, pp. 182, is. niet (Wayfarer's lib.) .",DENT,Nov. 16
"Wren (Percival Christopher, Capt.)--The Wages of virtue. Cr. 8vo. 71 x 5, pp. 333, 58. net J. MURRAY, Nov. 16",256,264,,"Wren (Percival Christopher, Capt.)",The Wages of virtue.,Cr. 8vo.,"71 x 5, pp. 333, 58. net",J. MURRAY,Nov. 16
"Wren (Percival Christopher)—Driftwood spars. Cr. 8vo. 8 X 5), pp. 304, 6s. LONGMANS, May 16",256,264,,Wren (Percival Christopher),Driftwood spars.,Cr. 8vo.,"8 X 5), pp. 304, 6s.",LONGMANS,May 16
"Wrench (G. T.)-The Healthy marriage. 2nd ed. Cr. 8vo. 71% 5, PP. 308, 35. 6d. net CHURCHILL, Od. 16",256,264,,Wrench (G. T.),The Healthy marriage. 2nd ed.,Cr. 8vo.,"71% 5, PP. 308, 35. 6d. net",CHURCHILL,Od. 16
"Wright (C. Octavius) and Rudd (W. Arthur)- Model drawing: geometrical and perspective; w. architectural examples. 310 diag. Large ryl. 8vo. 101X7, pp. 266, 6s. net CAMB. UNIV. PR., Sep. 16",256,264,,Wright (C. Octavius) and Rudd (W. Arthur),Model drawing: geometrical and perspective; w. architectural examples. 310 diag.,Large ryl. 8vo.,"101X7, pp. 266, 6s. net",CAMB. UNIV. PR.,Sep. 16
"Wright (C.)-Geology and ore deposits of Copper Mountain and Kasaan Peninsula, Alaska. 22 pl., 4to, 113 x 9, pp. 110, 45. 6d. net (U.S. Geol. Survey prof. paper). .WESLEY, Sep. 16",256,264,,Wright (C.),"Geology and ore deposits of Copper Mountain and Kasaan Peninsula, Alaska.","4to,","22 pl., 113 x 9, pp. 110, 45. 6d. net (U.S. Geol. Survey prof. paper). .",WESLEY,Sep. 16
"Wright (Clifford Kent)-Bunyan as a man of letters. 8vo. 84x5$, pp. 27, swd., 28. net (Chancellor's Essay, 1916) BLACKWELL, Aug. 16",256,264,,Wright (Clifford Kent),Bunyan as a man of letters.,8vo.,"84x5$, pp. 27, swd., 28. net (Chancellor's Essay, 1916)",BLACKWELL,Aug. 16
"Wright (Harold Bell)—When a man's a man : a novel. Cr. 8vo. 74 x 57, pp. 348, 6s. INTERNAT. News Co., Sep. 16",256,264,,Wright (Harold Bell),When a man's a man : a novel.,Cr. 8vo.,"74 x 57, pp. 348, 6s.",INTERNAT. News Co.,Sep. 16
"Wright (W. H.)—The Man of promise. 8vo. 83 x 5), pp. 351, 6s. LANE, Dec. 16",256,264,,Wright (W. H.),The Man of promise.,8vo.,"83 x 5), pp. 351, 6s.",LANE,Dec. 16
"Wright (Willard Huntington)-Modern painting : its tendency and meaning. 8vo. 9 X 6, pp. 352, 12s. 6d. net .LANE, Oct. 16",256,264,,Wright (Willard Huntington),Modern painting : its tendency and meaning.,8vo.,"9 X 6, pp. 352, 12s. 6d. net .",LANE,Oct. 16
"Wrigley (Ammon)-The Wind among the heather. 6s. 6d. net (Huddersfield : Albany Pr. Wks.) A. JUBB, June 16",256,264,,Wrigley (Ammon),The Wind among the heather.,,6s. 6d. net (Huddersfield : Albany Pr. Wks.),A. JUBB,June 16
"Writers' and artists' yr. bk., 1917. Cr. 8vo. 77 X 5, pp. 201, Is. 6d. net ....BLACK, Dec. 16",256,264,,,"Writers' and artists' yr. bk., 1917.",Cr. 8vo.,"77 X 5, pp. 201, Is. 6d. net ....",BLACK,Dec. 16
"Wundt (Wilhelm)-Elem. of folk psychology. Author. trans. by Edward Leroy Schaub. 8vo. 9tX 6, pp. 555, 155. net. .ALLEN & U., July 16",256,264,,Wundt (Wilhelm),Elem. of folk psychology. Author. trans. by Edward Leroy Schaub.,8vo.,"9tX 6, pp. 555, 155. net. .",ALLEN & U.,July 16
"Wyatt (Horace) ed.-Motor cyclists' A BC. Cr. 8vo. 7} X5, pp. 180, swd., is. net NEWNES, Mar. 16",256,264,,Wyatt (Horace) ed.,Motor cyclists' A BC.,Cr. 8vo.,"7} X5, pp. 180, swd., is. net",NEWNES,Mar. 16
"Wyldon (Helen)-Sugarless jam-making, fruit and vegetable bottling, and corn syrup preserves. 2nd enl. ed. 9X 53, pp. 24, Is. net AUTHOR, Oct. 16",256,264,,Wyldon (Helen),"Sugarless jam-making, fruit and vegetable bottling, and corn syrup preserves. 2nd enl. ed.",,"9X 53, pp. 24, Is. net",AUTHOR,Oct. 16
"Wylie (I. A. R.)- Tristram Sahib. Cr. 8vo. 74 x 5, pp. 398, 6s. ....MILLS & B., Jan. 16",256,264,,Wylie (I. A. R.),Tristram Sahib.,Cr. 8vo.,"74 x 5, pp. 398, 6s. ....",MILLS & B.,Jan. 16
"Wylie (I. A. R.)---The Temple of dawn. Cheap ed. 18mo. 64 x 4, pp. 356, is. net MILLS & B., Feb. 16",256,264,,Wylie (I. A. R.),The Temple of dawn. Cheap ed.,18mo.,"64 x 4, pp. 356, is. net",MILLS & B.,Feb. 16
