original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"McDougall (E. M.)—The Beginnings of history. Cr. 8vo. 7 x 41, pp. 272, iod. net. (Every age library) .KELLY, Feb. 16",141,149,,McDougall (E. M.),The Beginnings of history.,Cr. 8vo.,"7 x 41, pp. 272, iod. net. (Every age library)",KELLY,Feb. 16
"McEwen (John B.)-The Prin. of phrasing and articulation in music. pp. 75, swd. 2s. net AUGENER, June 16",141,149,,McEwen (John B.),The Prin. of phrasing and articulation in music.,,"pp. 75, swd. 2s. net",AUGENER,June 16
"McFadden (G. V.)—The Honest lawyer. Cr. 8vo. 78 x 5, pp. 432, 6s. ...LANE, Oct. 16",141,149,,McFadden (G. V.),The Honest lawyer.,Cr. 8vo.,"78 x 5, pp. 432, 6s. ...",LANE,Oct. 16
"McFadyen (John Edgar)-Studies in Psalms. 61X41, pp. 120, Is. 6á, net STUD. CHRISTIAN MOVE., Nov. 16",141,149,,McFadyen (John Edgar),Studies in Psalms.,,"61X41, pp. 120, Is. 6á, net",STUD. CHRISTIAN MOVE.,Nov. 16
"McFadyon (John Edgar)—The Psalms in modern speech and rhythmical form. Cr. 8vo. 7*X5, pp. 259, 35. 6d. net .CLARKE, Oct. 16",141,149,,McFadyon (John Edgar),The Psalms in modern speech and rhythmical form.,Cr. 8vo.,"7*X5, pp. 259, 35. 6d. net .",CLARKE,Oct. 16
"McFall (Robert James)—Railway monopoly and rate regulation. 91 x 61, pp. 223, 85. (Columbia Univ. Študies in hist., econ. and pub. law) P. S. KING, Sep. 16",141,149,,McFall (Robert James),Railway monopoly and rate regulation.,,"91 x 61, pp. 223, 85. (Columbia Univ. Študies in hist., econ. and pub. law)",P. S. KING,Sep. 16
"McFarlane (Arthur E.)—Behind the bolted door? Cr. 8vo. 73 x 53, pp. 342, 55. net NASH, July 16",141,149,,McFarlane (Arthur E.),Behind the bolted door?,Cr. 8vo.,"73 x 53, pp. 342, 55. net",NASH,July 16
"McFee (William)-Casuals of the sea : the voyage of a soul. Cr. 8vo. 8 X 5, pp. 470, 6s. SECKER, Jan. 16",141,149,,McFee (William),Casuals of the sea : the voyage of a soul.,Cr. 8vo.,"8 X 5, pp. 470, 6s.",SECKER,Jan. 16
"McIndoo (N. E.)-The Sense organs on the mouth-parts of the honey bee. (Smithsonian Pub.) Illus., 8vo. 91x67, pp. 55, Is. 6d. net WESLEY, Jan. 16",141,149,,McIndoo (N. E.),The Sense organs on the mouth-parts of the honey bee. (Smithsonian Pub.),8vo.,"Illus., 91x67, pp. 55, Is. 6d. net",WESLEY,Jan. 16
"McIntosh (W. C.)-The British marine annelids. Vol. 3, pt. 2, Folio 144 x 10, bds. 255. net (Ray Society) DULAU, Dec. 15",141,149,,McIntosh (W. C.),"The British marine annelids. Vol. 3, pt. 2,",Folio,"144 x 10, bds. 255. net (Ray Society)",DULAU,Dec. 15
"McIntyre (John T.)-Ashton-Kirk, secret agent. Cr. 8vo. 7} X 5, pp. 332, 5s. net PALMER & H., July 16",141,149,,McIntyre (John T.),"Ashton-Kirk, secret agent.",Cr. 8vo.,"7} X 5, pp. 332, 5s. net",PALMER & H.,July 16
"McIntyre (Margaret)-The Enchanted garden. 81 x 51, pp. 79, Is. net .D. NUTT, Mar. 16",141,149,,McIntyre (Margaret),The Enchanted garden.,,"81 x 51, pp. 79, Is. net .",D. NUTT,Mar. 16
"McKay (Fiona) -Voices in the valley. 54 x3}, pp. 235, 23. 6d. net .WASHBOURNE, July 16",142,150,,McKay (Fiona),Voices in the valley.,,"54 x3}, pp. 235, 23. 6d. net .",WASHBOURNE,July 16
"McKay (Fiona) —The Hills of contemplation : thoughts for contemplation for every day of the year. 61X44, pp. 461, 38. 6d. net WASHBOURNE, Dec. 16",142,150,,McKay (Fiona),The Hills of contemplation : thoughts for contemplation for every day of the year.,,"61X44, pp. 461, 38. 6d. net",WASHBOURNE,Dec. 16
"McKendrick (Archibald)—Back injuries and their significance under the Workmen's Compensa. tion and other Acts. Cr. 8vo. 7! X 5, pp. 182, 28. 6d. net .LIVINGSTONE, Jan. 16",142,150,,McKendrick (Archibald),Back injuries and their significance under the Workmen's Compensa. tion and other Acts.,Cr. 8vo.,"7! X 5, pp. 182, 28. 6d. net .",LIVINGSTONE,Jan. 16
"McKenzie (F. A.)--The Irish Rebellion : what happened and why. Cr. 8vo. 71 x 5, pp. 112, IS. net PEARSON, J uly 16",142,150,,McKenzie (F. A.),The Irish Rebellion : what happened and why.,Cr. 8vo.,"71 x 5, pp. 112, IS. net",PEARSON,J uly 16
"McKenzie (J. Hewat)---Spirit intercourse : its theory and practice. Cr. 8vo. 7* X 5, pp. 253, 28. 6d. net . SIMPKIN, June 16",142,150,,McKenzie (J. Hewat),Spirit intercourse : its theory and practice.,Cr. 8vo.,"7* X 5, pp. 253, 28. 6d. net .",SIMPKIN,June 16
"McKenzie (J. Hewat)-If a soldier die shall he live again ? The Latest evidence of psychic science on death and the hereafter. 8vo. 84 x 54, pp. 16, swd. 2d. net ......J. H. MCKENZIE, Jan. 16",142,150,,McKenzie (J. Hewat),If a soldier die shall he live again ? The Latest evidence of psychic science on death and the hereafter.,8vo.,"84 x 54, pp. 16, swd. 2d. net",J. H. MCKENZIE,Jan. 16
"McKenzio (Dan)—The City of Din : a tirade against noise. 8vo. 87 x 57, pp. 124, 35. 6d. net ADLARD & SON, Mar. 16",142,150,,McKenzio (Dan),The City of Din : a tirade against noise.,8vo.,"87 x 57, pp. 124, 35. 6d. net",ADLARD & SON,Mar. 16
"McKinney (A. H.)-The Sunday-school teacher at his best. New. ed. Cr. 8vo. 71 x 41, pp. 108, 28. net ..REVELL, Jan, 16",142,150,,McKinney (A. H.),The Sunday-school teacher at his best. New. ed.,Cr. 8vo.,"71 x 41, pp. 108, 28. net ..",REVELL,"Jan, 16"
"McLaglen (Leopold, Capt.)—Infantry pocket book : a concise guide for infantry officers and N.C.O.'s. 18mo. 6] x 4, pp. 46, swd. is. net HARRISON, May 16",142,150,,"McLaglen (Leopold, Capt.)",Infantry pocket book : a concise guide for infantry officers and N.C.O.'s.,18mo.,"6] x 4, pp. 46, swd. is. net",HARRISON,May 16
"McLaglen (Leopold)--Bayonet fighting for war. Illus. 18mo. 64 x 4, pp. 48, swd. od. net HARRISON, Mar. 16",142,150,,McLaglen (Leopold),Bayonet fighting for war. Illus.,18mo.,"64 x 4, pp. 48, swd. od. net",HARRISON,Mar. 16
"McLaren (A. D.)-Germanism from within. 8vo. 84x5ł, pp. 373, 78. 6d. net CONSTABLE, Nov. 16",142,150,,McLaren (A. D.),Germanism from within.,8vo.,"84x5ł, pp. 373, 78. 6d. net",CONSTABLE,Nov. 16
"McLaren (A. D.)—Peaceful penetration. 74 x 54, pp. 224, 3s. 6d. net .... CONSTABLE, Nov. 16",142,150,,McLaren (A. D.),Peaceful penetration.,,"74 x 54, pp. 224, 3s. 6d. net ....",CONSTABLE,Nov. 16
"McLaren (Amy)-Donald's Trust. Cheap ed. 18mo. 63 x 44, pp. 258, 7d. net NEWNES, Jan. 16",142,150,,McLaren (Amy),Donald's Trust. Cheap ed.,18mo.,"63 x 44, pp. 258, 7d. net",NEWNES,Jan. 16
"McLaren (Walter Wallace)-A Political hist. of Japan during the Meiji Era, 1867-1912. 8vo. 9X 51, pp. 380, 125. 6d. net ALLEN & V., July 16",142,150,,McLaren (Walter Wallace),"A Political hist. of Japan during the Meiji Era, 1867-1912.",8vo.,"9X 51, pp. 380, 125. 6d. net",ALLEN & V.,July 16
"McLeod (Irene Rutherford)- Swords for life. Cr. 8vo. 7X45, pp. 121, 2s. 6d. net CHATTO & W., June 16",142,150,,McLeod (Irene Rutherford),Swords for life.,Cr. 8vo.,"7X45, pp. 121, 2s. 6d. net",CHATTO & W.,June 16
"McLeod (Irene Rutherford)—One mother. Cr. 8vo. 74 x 58, swd. 6d. net CHATTO & W., Oct. 16",142,150,,McLeod (Irene Rutherford),One mother.,Cr. 8vo.,"74 x 58, swd. 6d. net",CHATTO & W.,Oct. 16
"McNabb (V.)-Europe's ewe-lamb and other essays on the Great War. 71 x5, pp. 278, 38. 6d. net .WASHBOURNE, Jan. 16",143,151,,McNabb (V.),Europe's ewe-lamb and other essays on the Great War.,,"71 x5, pp. 278, 38. 6d. net .",WASHBOURNE,Jan. 16
"McNalr (Wilson)-Blood and iron : impressions from the Front in France and Flanders. Illus. 8vo. 81 x 51, pp. 310, 6s. net SEELEY, S., Mar. 16",143,151,,McNalr (Wilson),Blood and iron : impressions from the Front in France and Flanders. Illus.,8vo.,"81 x 51, pp. 310, 6s. net","SEELEY, S.",Mar. 16
"McNeilo (A. H.)-Self-training in prayer. 18mo. 64x44, pp. 76, Is. 3d. net ..HEFFER, Mar. 16",143,151,,McNeilo (A. H.),Self-training in prayer.,18mo.,"64x44, pp. 76, Is. 3d. net ..",HEFFER,Mar. 16
"McNeilo (A. H.)—“After this manner pray ye.” 18mo. 61 x 41, pp. 97, is. 3d. net HEFFER, Nov. 16",143,151,,McNeilo (A. H.),"""After this manner pray ye.""",18mo.,"61 x 41, pp. 97, is. 3d. net",HEFFER,Nov. 16
"McQuilland (Louis J.)-A Song of the open road and other verses. W. a proem in verse, by G. K. C. Pref. by Cecil Chesterton. Illus. Cr. 8vo. 71 x 51, pp. 71, 3s. net HEATH, C., Aug. 16",143,151,,McQuilland (Louis J.),"A Song of the open road and other verses. W. a proem in verse, by G. K. C. Pref. by Cecil Chesterton. Illus.",Cr. 8vo.,"71 x 51, pp. 71, 3s. net","HEATH, C.",Aug. 16
"Me ws' Digest of English case law. Quarterly issue, ea. 5s. .. STEVENS & SONS, Feb. &c., 16",152,160,,,"Me ws' Digest of English case law. Quarterly issue, ea. 5s.",,,STEVENS & SONS,"Feb. &c., 16"
"Mead (Moira)—Paste. Adapted from the film play of Bannister Merwin. Cr. 8vo. 77 x 48, pp. 254, swd. is, net .MILLS & B., Mar, 16",149,157,,Mead (Moira),Paste. Adapted from the film play of Bannister Merwin.,Cr. 8vo.,"77 x 48, pp. 254, swd. is, net .",MILLS & B.,"Mar, 16"
"Mead (R. F.)-The new discovery of the Assyrian and Babylonian alphabet_consisting of 22 signs or letters. 2 IS. ..EYRE & S., Mar. 16",149,157,,Mead (R. F.),The new discovery of the Assyrian and Babylonian alphabet_consisting of 22 signs or letters.,,2 IS. ..,EYRE & S.,Mar. 16
"Meade (L. T.)---Hollyhock : a spirit of mischief. 71x5), pp. 308, 35. 6d..... CHAMBERS, Oct. 16",149,157,,Meade (L. T.),Hollyhock : a spirit of mischief.,,"71x5), pp. 308, 35. 6d.....",CHAMBERS,Oct. 16
"Meade (L. T.)-A Little silver trumpet. Cr. 8vo. bds. 28. 6d. (Crown ser.) FROWDE AND H. & S., Nos. 16",149,157,,Meade (L. T.),A Little silver trumpet.,Cr. 8vo.,bds. 28. 6d. (Crown ser.),FROWDE AND H. & S.,Nos. 16
"Meade (L. T.)-Little wife Hester. New ed. 8vo. 81x6, pp. 126, 6d. .LONG, July 16",149,157,,Meade (L. T.),Little wife Hester. New ed.,8vo.,"81x6, pp. 126, 6d. .",LONG,July 16
"Meade (L. T.)-Mother Mary: a story for girls. Cr. 8vo. 73 x 5, pp. 358, 45. CHAMBERS, Oct. 16",149,157,,Meade (L. T.),Mother Mary: a story for girls.,Cr. 8vo.,"73 x 5, pp. 358, 45.",CHAMBERS,Oct. 16
"Meade (L. T.)—Daughters of to-day. Cr. 8vo. 74 X5, PP. 300, 25. FROWDE AND H. & S., Sep. 16",149,157,,Meade (L. T.),Daughters of to-day.,Cr. 8vo.,"74 X5, PP. 300, 25.",FROWDE AND H. & S.,Sep. 16
"Meade (L. T.)—Madge Mostyn's nieces. Cr. 8vo. ..CHAMBERS, Oct. 16",149,157,,Meade (L. T.),Madge Mostyn's nieces.,Cr. 8vo.,..,CHAMBERS,Oct. 16
"Meanwhile : a packet of war letters, by H. L. G. With foreword by K. W. Cr. 8vo., 7*4}, pp. 174, 25. 6d. net MURRAY, Feb. 16",150,158,,,"Meanwhile : a packet of war letters, by H. L. G. With foreword by K. W.",Cr. 8vo.,"7*4}, pp. 174, 25. 6d. net",MURRAY,Feb. 16
"Meara (Frank Sherman)—The Treatment of acute infectious diseases. Ryl. 8vo. 91X61, ..MACMILLAN, Feb. 16",150,158,,Meara (Frank Sherman),The Treatment of acute infectious diseases.,Ryl. 8vo.,"91X61, ..",MACMILLAN,Feb. 16
"Meares (J. W.)-Electrical engineering practice. 2nd ed., rev, and enl. 8vo. 81 x 54, 155. net THACKER, Sep. 16",150,158,,Meares (J. W.),"Electrical engineering practice. 2nd ed., rev, and enl.",8vo.,"81 x 54, 155. net",THACKER,Sep. 16
"Mears (Madge)—The Sheltered sex. Cr. 8vo. 74 x 5, pp. 313, 6s. .LANE, July 16",150,158,,Mears (Madge),The Sheltered sex.,Cr. 8vo.,"74 x 5, pp. 313, 6s. .",LANE,July 16
"Mechanism of the rifle at a glance : short Enfield magazine, Lee-Enfield, Mark III. 64x31, 6d. net ...GALE & P., Oct. 16",150,158,,,"Mechanism of the rifle at a glance : short Enfield magazine, Lee-Enfield, Mark III.",,"64x31, 6d. net ...",GALE & P.,Oct. 16
"MeConne! (F. R., Col.)—The Decimal system applied to British coinage and weights and measures. 8x5, pp. 16, 2d. net (Manchester) H. SNAPE, Dec. 16",140,148,,"MeConne! (F. R., Col.)",The Decimal system applied to British coinage and weights and measures.,,"8x5, pp. 16, 2d. net (Manchester)",H. SNAPE,Dec. 16
"Medical and D.P.H. examination papers for several years. Cr. 8vo. 73 x 5, pp. 205, Is. 6d. net .LIVINGSTONE, Aug. 16",150,158,,,Medical and D.P.H. examination papers for several years.,Cr. 8vo.,"73 x 5, pp. 205, Is. 6d. net .",LIVINGSTONE,Aug. 16
"Medical annual (The): a year bk. of treatment and practitioner's index, 1916. 8vo. 83 x 51, pp. 1032, JOS. net .WRIGHT, May 16",150,158,,,"Medical annual (The): a year bk. of treatment and practitioner's index, 1916.",8vo.,"83 x 51, pp. 1032, JOS. net .",WRIGHT,May 16
"Medical homes for private patients, 1916. 57 x 4, pp. 167, 6d, net ABERDEEN UNIV. PR., Apr. 16",150,158,,,"Medical homes for private patients, 1916.",,"57 x 4, pp. 167, 6d, net",ABERDEEN UNIV. PR.,Apr. 16
"Medical register (The), 1916. Ryl. 8vo. 10 X 6ł, pp. 1270, ros. 6d. net ...CONSTABLE, Apr. 16",150,158,,,"Medical register (The), 1916.",Ryl. 8vo.,"10 X 6ł, pp. 1270, ros. 6d. net ...",CONSTABLE,Apr. 16
"Medical subjects, Rpts. on public health and. See Local Govt. Bä. Medical Who's who, 1916. 71 x 5, pp. 1140, ros. 6d. net (75, Chancery La., W.C.) FULTON-MANDERS PUB. Co., May 16",150,158,"Medical subjects, Rpts. on public health and. See Local Govt. Bä.",,"Medical Who's who, 1916.",,"71 x 5, pp. 1140, ros. 6d. net (75, Chancery La., W.C.)",FULTON-MANDERS PUB. Co.,May 16
"Medicine (Quarterly Jl. of) Vol. 9, nos. 35 and 36. Imp. 8vo. 101x71, ea. no. 85. 6d. net ; annuai sub., 255. ; vols., 355. net (Clarendon Pr.) MILFORD, Apr., July 16",150,158,,,"Medicine (Quarterly Jl. of) Vol. 9, nos. 35 and 36.",Imp. 8vo.,"101x71, ea. no. 85. 6d. net ; annuai sub., 255. ; vols., 355. net (Clarendon Pr.)",MILFORD,"Apr., July 16"
