original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Pelle w (Charles E.)-Dyes and dyeing. 8vo. 8 X5}, pp. 272, ios. 6d. net .. LOW, Sep. 13",233,241,,Pelle w (Charles E.),Dyes and dyeing.,8vo.,"8 X5}, pp. 272, ios. 6d. net ..",LOW,Sep. 13
"Peloubet's Select notes on the International lessons for 1914. 8vo., pp. 368, 45. 6d. net S.S.U., Oct. 13",233,241,,,Peloubet's Select notes on the International lessons for 1914.,8vo.,"pp. 368, 45. 6d. net",S.S.U.,Oct. 13
"Pemberton (Max) - White motley. Cr. 8vo. 71 X5, pp. 348, 6s........... CASSELL, Feb. 13",233,241,,Pemberton (Max),White motley.,Cr. 8vo.,"71 X5, pp. 348, 6s...........",CASSELL,Feb. 13
"Pemberton (Max)-Kronstadt. Pop. edit. Cr. 8vo., pp. 312, is. net........ ...CASSELL, July 13",233,241,,Pemberton (Max),Kronstadt. Pop. edit.,Cr. 8vo.,"pp. 312, is. net........ ...",CASSELL,July 13
"Pemberton (Max)-Leila and her lover. Cr. 8vo. 7# X4, pp. 310, 6s. .WARD, L., May 13",233,241,,Pemberton (Max),Leila and her lover.,Cr. 8vo.,"7# X4, pp. 310, 6s. .","WARD, L.",May 13
"Pemberton (Max)-Pro patriâ. 12mo., 7d. net WARD, L., June 13",233,241,,Pemberton (Max),Pro patriâ.,12mo.,7d. net,"WARD, L.",June 13
"Pemberton (Max)-Red morn. Pop. edit. Cr. 8vo., pp. 352, IS, net..... CASSELL, Apr. 13",233,241,,Pemberton (Max),Red morn. Pop. edit.,Cr. 8vo.,"pp. 352, IS, net.....",CASSELL,Apr. 13
"Pemberton (Max)-The Girl with the red hair. 8vo. swd., 6d. CASSELL, June 13",233,241,,Pemberton (Max),The Girl with the red hair.,8vo.,"swd., 6d.",CASSELL,June 13
"Pemberton (Max)–I crown thee king. 12mo. 7d. net . METHUEN, Mar. 13",233,241,,Pemberton (Max),I crown thee king.,12mo.,7d. net .,METHUEN,Mar. 13
"Pemberton (Max)–Mid the thick arrows. Cr. 8vo., 7d. net.. ... HODDER & S., Apr. 13",233,241,,Pemberton (Max),Mid the thick arrows.,Cr. 8vo.,7d. net.. ...,HODDER & S.,Apr. 13
"Pemberton (Max)—Millionaire's Island. Cr. 8vo. 73 X5, pp. 318, 6s. ..CASSELL, Oct. 13",233,241,,Pemberton (Max),Millionaire's Island.,Cr. 8vo.,"73 X5, pp. 318, 6s. ..",CASSELL,Oct. 13
"Pemberton (Max)—The Adventures of Captain Jack. 8vo., swd. 6d. ....MILLS & B., Apr. 13",233,241,,Pemberton (Max),The Adventures of Captain Jack.,"8vo., swd.",6d. ....,MILLS & B.,Apr. 13
"Pemberton (Max)—White walls. Cr. 8vo. 78 X5, pp. 304, 2s. net WARD, L., May 13",233,241,,Pemberton (Max),White walls.,Cr. 8vo.,"78 X5, pp. 304, 2s. net","WARD, L.",May 13
"Pemberton (William S. Childe-) See Childe- Pemberton. Pembrey (M. S.) and Ritchie (J.) eds.—Text- book of general pathology. By various con- tributors. 8vo. 9X55, pp. 786, 18s. net E. ARNOLD, Apr. 13",233,241,Pemberton (William S. Childe-) See Childe- Pemberton.,Pembrey (M. S.) and Ritchie (J.) eds.,Text- book of general pathology. By various con- tributors.,8vo.,"9X55, pp. 786, 18s. net",E. ARNOLD,Apr. 13
"Penance of Penelope (The) ; by the author of “ The Hands of fortune,"" &c. Cr. 8vo., pp. 190, is, net (Family story teller) W. STEVENS, May 13",233,241,,,"Penance of Penelope (The) ; by the author of “ The Hands of fortune,"" &c.",Cr. 8vo.,"pp. 190, is, net (Family story teller)",W. STEVENS,May 13
"Pendered (Mary L.)--Phyllida flouts me. Cr. 8vo. 71 x 5, pp. 302, 6s....... MILLS & B., Jan. 13",234,242,,Pendered (Mary L.),Phyllida flouts me.,Cr. 8vo.,"71 x 5, pp. 302, 6s.......",MILLS & B.,Jan. 13
"Pendered (Mary L.)-Lily magic. Cr. 8vo. 7fX45, pp. 376, 6s.......MILLS & B., July 13",233,241,,Pendered (Mary L.),Lily magic.,Cr. 8vo.,"7fX45, pp. 376, 6s.......",MILLS & B.,July 13
"Pendry (H. W.)—The Bandôt printing telegraph system. Cr. 8vo. 71 x 44, pp. 156, 25. 6d. net WHITTAKER, Feb. 13",234,242,,Pendry (H. W.),The Bandôt printing telegraph system.,Cr. 8vo.,"71 x 44, pp. 156, 25. 6d. net",WHITTAKER,Feb. 13
"Penlake (Richard)—A Book of modern Palestine for boys and girls. Illus. 4to. 91 X7, pp. 326, 55. net .NELSON, Sep. 13",234,242,,Penlake (Richard),A Book of modern Palestine for boys and girls. Illus.,4to.,"91 X7, pp. 326, 55. net .",NELSON,Sep. 13
"Penley (R.)--The Elusive wife. Cr. 8vo., 71 x 5, pp. 288, 6s. ..LONG, Nov. 13",234,242,,Penley (R.),The Elusive wife.,Cr. 8vo.,"71 x 5, pp. 288, 6s. ..",LONG,Nov. 13
"Penley (R.)—The Turn of the tide. Cr. 8vo. 7* X5, pp. 316, 6s...... ....LONG, Feb. 13",234,242,,Penley (R.),The Turn of the tide.,Cr. 8vo.,"7* X5, pp. 316, 6s...... ....",LONG,Feb. 13
"Penn (C. D.)--The Navy under the early Stuarts and its Influence on English history. Cr. 8vo. 81 X54, pp. 318, 5s. net THE FAITH PRESS, Dec. 13",234,242,,Penn (C. D.),The Navy under the early Stuarts and its Influence on English history.,Cr. 8vo.,"81 X54, pp. 318, 5s. net",THE FAITH PRESS,Dec. 13
"Penn (W. W.)-My father's son: a faithful record. Prepared for the press by John Harvey. Cr. 8vo. 71 X48, pp. 318, 6s. HODDER & S., June 13",234,242,,Penn (W. W.),My father's son: a faithful record. Prepared for the press by John Harvey.,Cr. 8vo.,"71 X48, pp. 318, 6s.",HODDER & S.,June 13
"Pennell (Joseph)—San Francisco : the city of the Golden Gate : 25 pictures. 8vo., swd., is. 60. net..... ...FOULIS, Dec. 13",234,242,,Pennell (Joseph),San Francisco : the city of the Golden Gate : 25 pictures.,"8vo.,","swd., is. 60. net..... ...",FOULIS,Dec. 13
"Pennell (Joseph)—Venice : the city of the sea : 25 pictures. 8vo., swd., Is. 6d. net FOULIS. Dec. 13",234,242,,Pennell (Joseph),Venice : the city of the sea : 25 pictures.,"8vo.,","swd., Is. 6d. net",FOULIS.,Dec. 13
Pennington (P.)-A Woman rice planter. Cr. 8vo. 8s. 6d. net .MACMILLAN. Nov. 13,234,242,,Pennington (P.),A Woman rice planter.,Cr. 8vo.,8s. 6d. net .,MACMILLAN.,Nov. 13
"Penny (F. E.)-Love in the hills. Cr. 8vo. 71 x 41, pp. 408, 6s..... ...CHATTO, Sep. 13",234,242,,Penny (F. E.),Love in the hills.,Cr. 8vo.,"71 x 41, pp. 408, 6s..... ...",CHATTO,Sep. 13
"Penny (Mrs. Frank)--A Mixed marriage. 12mo. 7d. net . METHUEN, Aug. 13",234,242,,Penny (Mrs. Frank),A Mixed marriage.,12mo.,7d. net .,METHUEN,Aug. 13
"Penrose (Mrs. H. H.)-The Brat, a trifle, Cr. 8vo. 74 x 5, pp. 312, 6s. ....MILLS & BOON, Aug. 13",234,242,,Penrose (Mrs. H. H.),"The Brat, a trifle,",Cr. 8vo.,"74 x 5, pp. 312, 6s. ....",MILLS & BOON,Aug. 13
"Penrose (Mrs. H. H.)—The House of Rennel. Cr. 8vo. 71 X4¢, pp. 324, 6s. A. RIVERS, Feb. 13",234,242,,Penrose (Mrs. H. H.),The House of Rennel.,Cr. 8vo.,"71 X4¢, pp. 324, 6s.",A. RIVERS,Feb. 13
"Penrose's Pictorial annual, 1913-1914. 4to. 55. net P. LUND, Dec. 13",234,242,,,"Penrose's Pictorial annual, 1913-1914.",4to.,55. net,P. LUND,Dec. 13
"Penson (T. H.)—The Economics of everyday life: a first book of economic study. Part 1. Cr. 8vo. 8 X 51, pp. 190, 35. net CAMB. UNIV. PRESS, Mar. 13",234,242,,Penson (T. H.),The Economics of everyday life: a first book of economic study. Part 1.,Cr. 8vo.,"8 X 51, pp. 190, 35. net",CAMB. UNIV. PRESS,Mar. 13
"Pentland essays, Stevenson (R. L.); with Hills of home, Watt (L. M.) 5s, net Penty (J. R.)-Poems for leisure moments. 18mo., bds. is. .DRANE, Dec. 13",234,242,"Pentland essays, Stevenson (R. L.); with Hills of home, Watt (L. M.) 5s, net ",Penty (J. R.),Poems for leisure moments.,"18mo.,",bds. is. .,DRANE,Dec. 13
"Pepys (Samud) - Peeps into Pepys, 28. 6d. net Pepys of Mogul India (A), 1653-1708 : being an abridged edit. of the ""Storia do Mogor"" of Niccolao Manucci. Trans. by William Irvine, abridged by Margaret L. Irvine. 8vo. 9 *5), pp. 322, ios. 6d. net ..MURRAY, Nov. 13",234,242,,Pepys (Samud),"Peeps into Pepys, 28. 6d. net Pepys of Mogul India (A), 1653-1708 : being an abridged edit. of the ""Storia do Mogor"" of Niccolao Manucci. Trans. by William Irvine, abridged by Margaret L. Irvine.",8vo.,"9 *5), pp. 322, ios. 6d. net ..",MURRAY,Nov. 13
"Pepys (Samuel)-Diary. Edit. with additions by Henry B. Wheatley. 8 vols. Cr. 8vo., ea. 3s. 6d, (Bohn's library) BELL, Oct. 13",234,242,,Pepys (Samuel),Diary. Edit. with additions by Henry B. Wheatley. 8 vols.,Cr. 8vo.,"ea. 3s. 6d, (Bohn's library)",BELL,Oct. 13
"Perdurabo (Frater) and Virakam (Soror) - Book 4. Illus. 12mo., pp. 104, is. net WIELAND, Feb. 13",234,242,,Perdurabo (Frater) and Virakam (Soror),Book 4. Illus.,12mo.,"pp. 104, is. net",WIELAND,Feb. 13
"Perfect home (The) and how to furnish it. Cr. 8vo., pp. 256, swd. is. net DAILY MIRROR,"" Mar. 13",234,242,,,Perfect home (The) and how to furnish it.,Cr. 8vo.,"pp. 256, swd. is. net","DAILY MIRROR,""",Mar. 13
"Perkins (Jocelyn) and Bumpus (John S.)-West- minster Abbey, St. Paul's Cathedral. Illus. Cr. 8vo. 71 X 41, pp. 316, 25. 6d. net (Treasure- house ser.) ..GARDNER, DARTON, Nov. 13",234,242,,Perkins (Jocelyn) and Bumpus (John S.),"West- minster Abbey, St. Paul's Cathedral. Illus.",Cr. 8vo.,"71 X 41, pp. 316, 25. 6d. net (Treasure-house ser.)","GARDNER, DARTON",Nov. 13
"Perkins (Jocelyn)—The Most Honourable Order of the Bath. Illus. 8vo. 81x5, pp. 272, 75. od. net .PITMAN, Sep. 13",234,242,,Perkins (Jocelyn),The Most Honourable Order of the Bath. Illus.,8vo.,"81x5, pp. 272, 75. od. net .",PITMAN,Sep. 13
"Perkins (Lucy Fitch)——The Japanese twins. Illus. by the author. 4to. 8} x64, pp. 190, 38. 6d. pet.. .COXSTABLE, Nov. 13",234,242,,Perkins (Lucy Fitch),The Japanese twins. Illus. by the author.,4to.,"8} x64, pp. 190, 38. 6d. pet.. .",COXSTABLE,Nov. 13
