original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Baden-Powell (Sir Robert)--Girl guiding : hlbk. for guidelets, guides, senior guides, and guiders. Čr. 8vo. 71 x 5, pp. 204, swd. is. 6d. net .PEARSON, Feb. '18",15.0,31.0,,Baden-Powell (Sir Robert),"Girl guiding : hlbk. for guidelets, guides, senior guides, and guiders.",Čr. 8vo.,"71 x 5, pp. 204, swd. is. 6d. net .",PEARSON,Feb. '18
"Baden-Powell (Sir Robert)-Scouting for boys : a hdbk, for instruction in good citizenship. 9th ed. Cr. 8vo. 74 x54, pp. 341, 3s. net PEARSON, June '18",15.0,31.0,,Baden-Powell (Sir Robert),"Scouting for boys : a hdbk, for instruction in good citizenship. 9th ed.",Cr. 8vo.,"74 x54, pp. 341, 3s. net",PEARSON,June '18
"Bagnold (Enid)-A Diary without dates. 18mo. 64 x 44, pp. 146, 23. 60. net HEINEMANN, Jan. '18",15.0,31.0,,Bagnold (Enid),A Diary without dates.,18mo.,"64 x 44, pp. 146, 23. 60. net",HEINEMANN,Jan. '18
"Bagott (Eugene)--The Genesis of the Great War. 71x12, pp. 16, 64. net ..STOCKWELL, J!!!le '18",15.0,31.0,,Bagott (Eugene),The Genesis of the Great War.,,"71x12, pp. 16, 64. net ..",STOCKWELL,J!!!le '18
"Baikie (James, Rev.)--Ancient Rome. 74x51 pp. 96, 25. 6d. net (Peeps at many lands) BLACK, Jan. '18",15.0,31.0,,"Baikie (James, Rev.)",Ancient Rome.,,"74x51 pp. 96, 25. 6d. net (Peeps at many lands)",BLACK,Jan. '18
"Bailey (G. H.) and Bausor (H. W.)-Senior chemistry. 2nd ed. Cr. 8vo. 7X 44, pp. 526, 55. ... UNIV. TUTOR. PR., July '18",15.0,31.0,,Bailey (G. H.) and Bausor (H. W.),Senior chemistry. 2nd ed.,Cr. 8vo.,"7X 44, pp. 526, 55. ...",UNIV. TUTOR. PR.,July '18
"Bailey (Josh)-The Poor printer : being the letters of one master man to another, for the benefit of printers in general. 6* X 4, pp. 287, 28. net (124, Holborn, E.C. 1) “ CAXTON MAGAZINE,"" July '18",15.0,31.0,,Bailey (Josh),"The Poor printer : being the letters of one master man to another, for the benefit of printers in general.",,"6* X 4, pp. 287, 28. net (124, Holborn, E.C. 1)",""" CAXTON MAGAZINE,""",July '18
"Bailey (Nathan)--Divers proverus, with their explication and illustration, compiled and methodically digested as well for the entertain- ment of the curious as the information of the ignorant, and for the benefit of young students, artificers, tra lesmen, and foreigners who are desirous thoroughly to understand what they Speak, read, or write. Fcap 8vo. 7x54, pp. 94, 45. 6d. net .MILFORD, Mar.'i8",15.0,31.0,,Bailey (Nathan),"Divers proverus, with their explication and illustration, compiled and methodically digested as well for the entertain- ment of the curious as the information of the ignorant, and for the benefit of young students, artificers, tra lesmen, and foreigners who are desirous thoroughly to understand what they Speak, read, or write.",Fcap 8vo.,"7x54, pp. 94, 45. 6d. net .",MILFORD,Mar.'i8
"Baillie (A. Alcock, Rev.)--The Prayer of con- templation. Cr. 8vo. pp. 71, swd. is, net F. H. MORLAND, Nov. '18",15.0,31.0,,"Baillie (A. Alcock, Rev.)",The Prayer of con- templation.,Cr. 8vo.,"pp. 71, swd. is, net",F. H. MORLAND,Nov. '18
"Baimsfather (Bruce, Capt )."" The Bystander's ' Fragments from France. Vol. 5, Vol. 6. [Fragments from all the Fronts). Fol. 11 X8, pp. 32, swd. ca. Is. 6d. net BYSTANDER,"" July, Nov. '18",15.0,31.0,,"Baimsfather (Bruce, Capt )",""" The Bystander's ' Fragments from France. Vol. 5, Vol. 6. [Fragments from all the Fronts).",Fol.,"11 X8, pp. 32, swd. ca. Is. 6d. net","BYSTANDER,""","July, Nov. '18"
"Bain (Gilbert)-."" The Slashers"": a ballad of The Old Braggs or “ The Fore and Aft"": the history of the Glouce ter: hire Regiment. Cr. 8vo. 7x44, pp. 16, swd. 6d. net KAUWSMITH ; SIMPKIN, Mor. '18",15.0,31.0,,Bain (Gilbert),""" The Slashers"": a ballad of The Old Braggs or “ The Fore and Aft"": the history of the Glouce ter: hire Regiment.",Cr. 8vo.,"7x44, pp. 16, swd. 6d. net",KAUWSMITH ; SIMPKIN,Mor. '18
"Baird (Edwin)--The Heart ct Virginia Kup. Cr. 8vo. 71 X 5, pp. 320, 5s. net .. WARD, L., Feb '18",15.0,31.0,,Baird (Edwin),The Heart ct Virginia Kup.,Cr. 8vo.,"71 X 5, pp. 320, 5s. net ..","WARD, L.",Feb '18
"Baker (Amy J.) (Mrs. Maynard Crawford) -- Moonflower. Pop. ed. 8vo. pp. 317, 25. net LONG, May '18",15.0,31.0,,Baker (Amy J.) (Mrs. Maynard Crawford),Moonflower. Pop. ed.,8vo.,"pp. 317, 25. net",LONG,May '18
"Baker (Olaf)--The Questing heart. 7X45, pp. 59, 28. 6. net ..E. MACDONALD, Jan. '18",15.0,31.0,,Baker (Olaf),The Questing heart.,,"7X45, pp. 59, 28. 6. net ..",E. MACDONALD,Jan. '18
"Balbirny (R. A.)--Assets of Empire. 2nd ed. Cr. 8vo. 71 x5, pp. 318, 25. 6d. net WESTALL, June '18",15.0,31.0,,Balbirny (R. A.),Assets of Empire. 2nd ed.,Cr. 8vo.,"71 x5, pp. 318, 25. 6d. net",WESTALL,June '18
"Baldwin (Mary)-The Link and other stories of the great festivals. Illus. by A. A. Hilton, Cr. 8vo. 75 X 5, pp. 63, Is. 3d. net S.P.C.K, Nov. '18",15.0,31.0,,Baldwin (Mary),"The Link and other stories of the great festivals. Illus. by A. A. Hilton,",Cr. 8vo.,"75 X 5, pp. 63, Is. 3d. net",S.P.C.K,Nov. '18
"Baldwin (May) - Spoilt Cynthia at school. Cr. 8vo. 74 x), pp. 209. 45. net CHAMBERS. Nov '18",15.0,31.0,,Baldwin (May),Spoilt Cynthia at school.,Cr. 8vo.,"74 x), pp. 209. 45. net",CHAMBERS.,Nov '18
"Bale (Alice M.)--Little Bo-Peep; and, Little Miss Muffet: old rhyme tales told for the fives and sixes. 8vo. pp. 32, 4d. net, swd. 2d. net (Supplementary readers) NISBET, May '18",15.0,31.0,,Bale (Alice M.),"Little Bo-Peep; and, Little Miss Muffet: old rhyme tales told for the fives and sixes.",8vo.,"pp. 32, 4d. net, swd. 2d. net (Supplementary readers)",NISBET,May '18
"Bale (E. Annie)—Hey! Diddie diddle ! The Cat and the fiddle; and, Hush-a-bye! Baby! old rhyme tales told for the fives and sixes. 8vo. pp. 32, 4d. net, swd. 2d. net (Supplementary readers) . NISBET, May '18",15.0,31.0,,Bale (E. Annie),"Hey! Diddie diddle ! The Cat and the fiddle; and, Hush-a-bye! Baby! old rhyme tales told for the fives and sixes.",8vo.,"pp. 32, 4d. net, swd. 2d. net (Supplementary readers)",NISBET,May '18
"Balfour (Lady Frances)--Dr. Elsie Inglis. Cr. 8vo. 71 x 5, pp. 253, 6s, net HODDER & S., Nov. '18",15.0,31.0,,Balfour (Lady Frances),Dr. Elsie Inglis.,Cr. 8vo.,"71 x 5, pp. 253, 6s, net",HODDER & S.,Nov. '18
"Ball (W. W. Rouse)--Cambridge papers. 8vo. 8x5, pp. 333, 6s. nit.. MACMILLAN, Feb. '18",15.0,31.0,,Ball (W. W. Rouse),Cambridge papers.,8vo.,"8x5, pp. 333, 6s. nit..",MACMILLAN,Feb. '18
"Ballard (Frank)—The Gospel for to-day, in three words. Cr. 8vo. 73 X 41. pp. 55, swd. ed. net WESLEYAN CONFERENCE OFF., Nov. '18",15.0,31.0,,Ballard (Frank),"The Gospel for to-day, in three words.",Cr. 8vo.,"73 X 41. pp. 55, swd. ed. net",WESLEYAN CONFERENCE OFF.,Nov. '18
"Ballard (Philip Boswood)--Hand work as an edu- cational medium. 2nd ed. 8vo. Pp. 228, ......ALLEN & U., Dec. '17",15.0,31.0,,Ballard (Philip Boswood),Hand work as an edu- cational medium. 2nd ed.,8vo.,"Pp. 228, ......",ALLEN & U.,Dec. '17
"Balley (H. C.)— The Pillar of fire. Cr. 8vo. 73 X5, pp. 283, 6s. net ..METHUEN, Oct. '18",15.0,31.0,,Balley (H. C.),The Pillar of fire.,Cr. 8vo.,"73 X5, pp. 283, 6s. net ..",METHUEN,Oct. '18
"Balllls-Saunders (Margaret)-Black Sheep Chapel. Cr. 8vo. 71 X5, pp. 251, 6s. gd. net HURST & B., Dec. '18",15.0,31.0,,Balllls-Saunders (Margaret),Black Sheep Chapel.,Cr. 8vo.,"71 X5, pp. 251, 6s. gd. net",HURST & B.,Dec. '18
"Ballot Act, 1872, &c.-Abstr. of election duties of returning officer, id. ;. Instruc. to presiding officers and clerks, Parliamentary election, id. H.M. STATIONERY OFF., Oct. '18",15.0,31.0,,,"Ballot Act, 1872, &c.-Abstr. of election duties of returning officer, id. ;. Instruc. to presiding officers and clerks, Parliamentary election, id.",,,H.M. STATIONERY OFF.,Oct. '18
"Balnes (Arthur E.)-Studies in electro-physiology. animal and vegetable. Illus. by Gladys T. Baines. 8vo. 8{ x 5ł, pp. 320, i2s. 6d. net ROUTLEDGE, June '18",15.0,31.0,,Balnes (Arthur E.),Studies in electro-physiology. animal and vegetable. Illus. by Gladys T. Baines.,8vo.,"8{ x 5ł, pp. 320, i2s. 6d. net",ROUTLEDGE,June '18
"Baltour (Audrew)-To arms. 8vo. pp. 383, IS. 6d. net . NELSON, Aug. '18",15.0,31.0,,Baltour (Audrew),To arms.,8vo.,"pp. 383, IS. 6d. net .",NELSON,Aug. '18
"Ba'y (E. C. C.)-Spectroscopy. New impr. Cr. 8vo. 7} X 5. pp. 701, 125. 6d. net (Text books of physical chemistry) LONGMANS, Oct. '18",16.0,32.0,,Ba'y (E. C. C.),Spectroscopy. New impr.,Cr. 8vo.,"7} X 5. pp. 701, 125. 6d. net (Text books of physical chemistry)",LONGMANS,Oct. '18
"Balshaw (H. C. 1..)-A Spanish reader. Cr. 8vo. 7x4], pp. 189, 3s. 6d.......MURRAY, Nov. '18",16.0,32.0,,Balshaw (H. C. 1..),A Spanish reader.,Cr. 8vo.,"7x4], pp. 189, 3s. 6d.......",MURRAY,Nov. '18
"Balz (A. G. A.)--Idea and essence in the philoso- phies of Hobbes and Spinoza. Med. 8vo. 9 X6, pp. 86, swd. 45. 6d. net (Archives of philosophy) .MILFORD, May '18",16.0,32.0,,Balz (A. G. A.),Idea and essence in the philoso- phies of Hobbes and Spinoza.,Med. 8vo.,"9 X6, pp. 86, swd. 45. 6d. net (Archives of philosophy)",.MILFORD,May '18
"Bancroft (F.)-An Armed protest. Cr. Svo, 7} x 5.fp. 272, 6.5. d. nct, HUTCHINSON, Nov.'18",16.0,32.0,,Bancroft (F.),An Armed protest.,"Cr. Svo,","7} x 5.fp. 272, 6.5. d. nct,",HUTCHINSON,Nov.'18
"Banfield (E. J.)- Tropic days. Illus. 8vo. 81 x 51, PP. 313, 16s. net .UNWIN, May '18",16.0,32.0,,Banfield (E. J.),Tropic days. Illus.,8vo.,"81 x 51, PP. 313, 16s. net .",UNWIN,May '18
"Bangay (Evelyn D.)- The Torrent wide. Cr. 8vo. 7 X43, pp. 48, 25. 6d. net E. MACDONALD, Oct. '18",16.0,32.0,,Bangay (Evelyn D.),The Torrent wide.,Cr. 8vo.,"7 X43, pp. 48, 25. 6d. net",E. MACDONALD,Oct. '18
"Bangay (R. D.)-Principio elementales de tele- grafia sin hilos. Partes i and 2. Cr. 8vo. 75 X 5, 95. net . WIRELESS PR., May '18",16.0,32.0,,Bangay (R. D.),Principio elementales de tele- grafia sin hilos. Partes i and 2.,Cr. 8vo.,"75 X 5, 95. net .",WIRELESS PR.,May '18
"Bank amalgamation Report of Treasury Com- mittee. id. H.M. STATIONERY OFF., May '18",16.0,32.0,,,Bank amalgamation Report of Treasury Com- mittee.,,id.,H.M. STATIONERY OFF.,May '18
"Bank of England--Copy of all applicatijns for advances to Government authorized by Parliament, fr. Jan. 6, 1917-to Jan. 5, 1918. Id. ........H. M. STATIONERY OFF., Feb. '18",16.0,32.0,,,"Bank of England--Copy of all applicatijns for advances to Government authorized by Parliament, fr. Jan. 6, 1917-to Jan. 5, 1918.",,Id. ........,H. M. STATIONERY OFF.,Feb. '18
"Bank of England-Annual accounts of Exchequer Bills, &c., purchased, and amount of balances of sums issued for payment of dividends, year end- ing Jan. 5, 1917, id. ; do., 1918, id. H.M. STATIONERY OFF., Dec. '17, Apr.'18",16.0,32.0,,,"Bank of England-Annual accounts of Exchequer Bills, &c., purchased, and amount of balances of sums issued for payment of dividends, year end- ing Jan. 5, 1917, id. ; do., 1918, id.",,,H.M. STATIONERY OFF.,"Dec. '17, Apr.'18"
"Banker's part in reconstruction (The). Ryl. Svo. 98 x6, pp. 40, swd. 6d. (Papers 1or the present) .HCAD EY, May '18",16.0,32.0,,,Banker's part in reconstruction (The).,Ryl. Svo.,"98 x6, pp. 40, swd. 6d. (Papers 1or the present) .",HCAD EY,May '18
"Bankim Chandra Chatterjee—The Story of the rings. Tr. by P. N. Bose and H. W. B. Moreno. 12nio. pp. 42, bds. Is. ..LUZAC, July '18",16.0,32.0,,Bankim Chandra Chatterjee,The Story of the rings. Tr. by P. N. Bose and H. W. B. Moreno.,12nio.,"pp. 42, bds. Is. ..",LUZAC,July '18
"Banks (Enemy) (London Agencies; --2nd Report of Sir William Plender, Dec. 13, 1917, covering opera ons of London branches of these banks, Oct. 1, 1916-Sept. 30, 1917. 3d. H.M. STATIONERY OFF., J in. '18",16.0,32.0,,Banks (Enemy) (London Agencies;,"2nd Report of Sir William Plender, Dec. 13, 1917, covering opera ons of London branches of these banks, Oct. 1, 1916-Sept. 30, 1917.",,3d.,H.M. STATIONERY OFF.,J in. '18
"Banks (Mrs. L. E.)--Tomkits. 4*X6, pp. 32, 3}d., swd. 2d. (Gem reader. No. 21) E. J. ARNOLD, July’18",16.0,32.0,,Banks (Mrs. L. E.),Tomkits.,,"4*X6, pp. 32, 3}d., swd. 2d. (Gem reader. No. 21)",E. J. ARNOLD,July’18
"Banning (S. T., Lt. Col.)— Military law made easy'. with ed. Cr. 8vo. 7 X4), pp. 345, 6s. net GALE & P., Dec. '18",16.0,32.0,,"Banning (S. T., Lt. Col.)",Military law made easy'. with ed.,Cr. 8vo.,"7 X4), pp. 345, 6s. net",GALE & P.,Dec. '18
"Bannis er (Blanche A.) -"" His own”: memorials of Sophia M. Nugeut. Portr. Cr. Svo. 71 x 41, pp. 92, swd. Is. net ..PARTRIDGE, July '18",16.0,32.0,,Bannis er (Blanche A.),"""His own"": memorials of Sophia M. Nugeut. Portr.",Cr. Svo.,"71 x 41, pp. 92, swd. Is. net ..",PARTRIDGE,July '18
"Banville (Théodore de) Gringoire : comédie en un acte, en prose. Fcap. Svo. 6 x 44, pp. 62, limp 8d. net (Oxford French plain texts) (Clarendon Pr.) MILFORD, Jan.'18",16.0,32.0,,Banville (Théodore de),"Gringoire : comédie en un acte, en prose.",Fcap. Svo.,"6 x 44, pp. 62, limp 8d. net (Oxford French plain texts)",(Clarendon Pr.) MILFORD,Jan.'18
"Baptist handbook for 1918. Ed. by J. H. Shake- Speare. Cr. 8vo. 7* x 51, pp. 174, 2s. 6d. net BAPTIST UNION PUBX. DEPT., Mor. '18",16.0,32.0,,,Baptist handbook for 1918. Ed. by J. H. Shake- Speare.,Cr. 8vo.,"7* x 51, pp. 174, 2s. 6d. net",BAPTIST UNION PUBX. DEPT.,Mor. '18
"Barber (H.)-Airy nothings. Cr. 8vo. 71x41, PP: 134, 35. 6d. net ..MCBRIDE, NAST., Sep. '18",16.0,32.0,,Barber (H.),Airy nothings.,Cr. 8vo.,"71x41, PP: 134, 35. 6d. net ..","MCBRIDE, NAST.",Sep. '18
"Barber (H.)—The Aeroplane speaks. 6th and rev. ed. IVus. 10 X6}, pp. 153. 75. 6d. net MCBRIDE, NAST, May'18",16.0,32.0,,Barber (H.),The Aeroplane speaks. 6th and rev. ed. IVus.,,"10 X6}, pp. 153. 75. 6d. net","MCBRIDE, NAST",May'18
"Barber (H.)—The Aeroplane speaks. 7th ed. 40 pl. 10 X 61, pp. 153, 8s. 6d. net MCBRIDE, NAST, Oct. '18",16.0,32.0,,Barber (H.),The Aeroplane speaks. 7th ed. 40 pl.,,"10 X 61, pp. 153, 8s. 6d. net","MCBRIDE, NAST",Oct. '18
"Barbour (Ralph Henry)---Hitting the line. 8vo. pp. 332, 6s. net .APPLETON, Dec. '17",16.0,32.0,,Barbour (Ralph Henry),Hitting the line.,8vo.,"pp. 332, 6s. net .",APPLETON,Dec. '17
"Barbour (Ralph Henry)-Keeping his course. 8vo. pp. 285, 6s. net .APPLETON. June'18",16.0,32.0,,Barbour (Ralph Henry),Keeping his course.,8vo.,"pp. 285, 6s. net .",APPLETON.,June'18
"Barbusse (Henri)—We others : stories of fate, love and pity. Tr. by W. Fitzwater Wray. Cr. 8vo. 74 X 5, pp. 278, 6s, net ....DENT, Od. '18",16.0,32.0,,Barbusse (Henri),"We others : stories of fate, love and pity. Tr. by W. Fitzwater Wray.",Cr. 8vo.,"74 X 5, pp. 278, 6s, net ....",DENT,Od. '18
"Barclay (Armiger)--Playing the game. Cr. 8vo. 71 X 5.PP. 319, 6s. net ......SIMPKIN, Oct. '18",16.0,32.0,,Barclay (Armiger),Playing the game.,Cr. 8vo.,"71 X 5.PP. 319, 6s. net ......SIMPKIN,",,Oct. '18
"Barclay (Florence L.)--The White Lauics of Worcester. New ed. Cr. 8vo. 7! X 5, pp. 384, 75. 6d. net .PUTNAM, Jan. '18",16.0,32.0,,Barclay (Florence L.),The White Lauics of Worcester. New ed.,Cr. 8vo.,"7! X 5, pp. 384, 75. 6d. net .",PUTNAM,Jan. '18
