original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Roberts (George Bayfield)—The Papal question. Cr. 8vo. 71 x 44, pp. 188, 2s. 6d. net (St. Paul's handbooks). .PITMAN, Apr. 14",235,243,,Roberts (George Bayfield),The Papal question.,Cr. 8vo.,"71 x 44, pp. 188, 2s. 6d. net (St. Paul's handbooks).",.PITMAN,Apr. 14
"Roberts (Griffith) —Why we believe that Christ rose from the dead. Cr. 8vo. 74 X 44, pp. 112, 28. net ...S. P. C. K., June 14",235,243,,Roberts (Griffith),Why we believe that Christ rose from the dead.,Cr. 8vo.,"74 X 44, pp. 112, 28. net ...",S. P. C. K.,June 14
"Roberts (H. D.)-Religion in social and national life. Cr. 8vo. 75 X 4, pp. 256, 2s. net LINDSEY PRESS, Nov. 14",235,243,,Roberts (H. D.),Religion in social and national life.,Cr. 8vo.,"75 X 4, pp. 256, 2s. net",LINDSEY PRESS,Nov. 14
"Roberts (Helen C.)-A Free hand. Cr. 8vo. 74 X41, pp. 330, 6s. ....DUCKWORTH, Mar. 14",235,243,,Roberts (Helen C.),A Free hand.,Cr. 8vo.,"74 X41, pp. 330, 6s. ....",DUCKWORTH,Mar. 14
"Roberts (Lloyd)-England over seas. Cr. 8vo., 25, 6d. net... ..F. MATHEWS, May 14",235,243,,Roberts (Lloyd),England over seas.,Cr. 8vo.,"25, 6d. net...",F. MATHEWS,May 14
"Roberts (Lord)—The Rise of Wellington. Water- loo centenary edit. Cr. 8vo. 8 X 51, pp. 208, 28. 6d. net LOW, Oct. 14",235,243,,Roberts (Lord),The Rise of Wellington. Water- loo centenary edit.,Cr. 8vo.,"8 X 51, pp. 208, 28. 6d. net",LOW,Oct. 14
"Roberts (Morley)--Time and Thomas Waring: a study of a man. Cr. 8vo. 73 X5, pp. 366, 6s. NASH, Mar. 14",235,243,,Roberts (Morley),Time and Thomas Waring: a study of a man.,Cr. 8vo.,"73 X5, pp. 366, 6s.",NASH,Mar. 14
"Roberts (Morley)-Sea dogs. 12mo., 7d. net NEWNES, May 14",235,243,,Roberts (Morley),Sea dogs.,12mo.,7d. net,NEWNES,May 14
"Roberts (R. G.)-The Place-names of Sussex, 8vo. pp. 242, ios, net ..CAMB. UNIV. PRESS, Oct. 14",235,243,,Roberts (R. G.),"The Place-names of Sussex,",8vo.,"pp. 242, ios, net ..",CAMB. UNIV. PRESS,Oct. 14
"Roberts (Richard)—Are we worth fighting for ? 8vo., swd., 2d. net (Papers for war time) MILFORD, Nov. 14",235,243,,Roberts (Richard),Are we worth fighting for ?,"8vo.,","swd., 2d. net (Papers for war time)",MILFORD,Nov. 14
"Roberts (S. C.)-A Picture book of British history. Vol. I, From the earliest time to 1485 A.D. Ryl. 4to., pp. 80, 35. 6d. net CAMB. UNIV. PRESS, Sep. 14",235,243,,Roberts (S. C.),"A Picture book of British history. Vol. I, From the earliest time to 1485 A.D.",Ryl. 4to.,"pp. 80, 35. 6d. net",CAMB. UNIV. PRESS,Sep. 14
"Roberts (Theodore G.)-Blessington's folly. Cr. 8vo. 78 X 5, pp. 320, 6s. .LONG, Nov. 14",235,243,,Roberts (Theodore G.),Blessington's folly.,Cr. 8vo.,"78 X 5, pp. 320, 6s. .",LONG,Nov. 14
"Roberts-Austen (Sir William C.)-Roberts-Austen : a record of his work. Memorial volume. Svo. 9 X6}, pp. 694, 215. net C. GRIFFIN, July 14",235,243,,Roberts-Austen (Sir William C.),Roberts-Austen : a record of his work. Memorial volume.,Svo.,"9 X6}, pp. 694, 215. net",C. GRIFFIN,July 14
"Roberts, Lord : story of his life, Vickers (R.) 15. net",ADDED,ADDED,,,"Roberts, Lord : story of his life, Vickers (R.)",,15. net,,
"Roberts' Billiards for everybody. Pt. 2. Con- tributions from Roberts on Billiards, 1864. W. Cook. Lessons and breaks by C. Roberts. Edit. by“ Vivid.” 12mo. 7 X 41, pp. 96, Is. net C. ROBERTS BILLIARD SUPPLY Co., Jan. 14",235,243,,,"Roberts' Billiards for everybody. Pt. 2. Con- tributions from Roberts on Billiards, 1864. W. Cook. Lessons and breaks by C. Roberts. Edit. by“ Vivid.”",12mo.,"7 X 41, pp. 96, Is. net",C. ROBERTS BILLIARD SUPPLY Co.,Jan. 14
"Robertson (A. Nugent)-Her last appearance. Cr. 8vo. 7*X4, pp. 314, 6s. MILLS & B., Mar. 14",235,243,,Robertson (A. Nugent),Her last appearance.,Cr. 8vo.,"7*X4, pp. 314, 6s.",MILLS & B.,Mar. 14
"Robertson (A. T.)-A Grammar of the Greek New Testament in the light of historical research. Ryl. 8vo. 10 X61, pp. 1,400, 20s, net HODDER & S., Nov. 14",235,243,,Robertson (A. T.),A Grammar of the Greek New Testament in the light of historical research.,Ryl. 8vo.,"10 X61, pp. 1,400, 20s, net",HODDER & S.,Nov. 14
"Robertson (Edmund)—Royal auction bridge : a complete guide. With full instructions for declaring and playing Nullos. Cr. 8vo. 71 X 4*, pp. 280, 7s. 6d. net .H. COX, Dec. 14",235,243,,Robertson (Edmund),Royal auction bridge : a complete guide. With full instructions for declaring and playing Nullos.,Cr. 8vo.,"71 X 4*, pp. 280, 7s. 6d. net .",H. COX,Dec. 14
"Robertson (J. Logie)—Nature in books : literary introduction to naturalscience. Cr. 8vo. 75 X 5, pp. 156, 25. .MILFORD, June 14",235,243,,Robertson (J. Logie),Nature in books : literary introduction to naturalscience.,Cr. 8vo.,"75 X 5, pp. 156, 25. .",MILFORD,June 14
"Robertson (J. M.)-Elizabethan literature. 12mo., pp. 256, Is. net (Home univ. library) WILLIAMS & N., July 14",235,243,,Robertson (J. M.),Elizabethan literature.,12mo.,"pp. 256, Is. net (Home univ. library)",WILLIAMS & N.,July 14
"Robertson (L. C.)-Glimmer of dawn : poems. 16mo., Is. 6d. net, swd. is. net (Vigo cabinet ser.) E. MATHEWS, Mar. 14",235,243,,Robertson (L. C.),Glimmer of dawn : poems.,16mo.,"Is. 6d. net, swd. is. net (Vigo cabinet ser.)",E. MATHEWS,Mar. 14
"Robertson (R. M.)— William Robertson of the Carrubber's Close Mission : reminiscences of a life of blessing. Cr. 8vo. 7) X5, pp. 176, 25. net OLIPHANT, Mar. 14",235,243,,Robertson (R. M.),William Robertson of the Carrubber's Close Mission : reminiscences of a life of blessing.,Cr. 8vo.,"7) X5, pp. 176, 25. net",OLIPHANT,Mar. 14
"Robieson (W. D.)—The Growth of Parliament and the war with Scotland, 1216-1307. Cr. 8vo., pp. 128, is. net (English history source books). BELL, Mar. 14",235,243,,Robieson (W. D.),"The Growth of Parliament and the war with Scotland, 1216-1307.",Cr. 8vo.,"pp. 128, is. net (English history source books).",BELL,Mar. 14
"Robins (Elizabeth)—Come and find me. Immo. 7d. net .NELSON, Dec. 14",235,243,,Robins (Elizabeth),Come and find me.,Immo.,7d. net .,NELSON,Dec. 14
"Robins (Gertrude) — Loving as we do, and other plays. Cr. 8vo., pp. 94, swd., is, net T. W. LAURIE, A pr. 14",235,243,,Robins (Gertrude),"Loving as we do, and other plays.",Cr. 8vo.,"pp. 94, swd., is, net",T. W. LAURIE,A pr. 14
"Robinson (Cecilia)-The Ministry of Deaconesses. 2nd edit., with additional chapter by Louise Creighton. Cr. 8vo. 71 x 5, pp. 272, 35. 6d. METHUEN, Nov. 14",235,243,,Robinson (Cecilia),"The Ministry of Deaconesses. 2nd edit., with additional chapter by Louise Creighton.",Cr. 8vo.,"71 x 5, pp. 272, 35. 6d.",METHUEN,Nov. 14
"Robinson (Charles H.)-The Missionary prospect. New edit. Cr. 8vo. 8 X 51, pp. 284, 28. 6d. net PARTRIDGE, Oct. 14",235,243,,Robinson (Charles H.),The Missionary prospect. New edit.,Cr. 8vo.,"8 X 51, pp. 284, 28. 6d. net",PARTRIDGE,Oct. 14
"Robinson (Charles Henry)-Dictionary of the Hausa language. Vol. 2, English-Hausa. 3rd edit. Cr. 8vo., pp. 298, ios. net CAMB. UNIV. Press, July 14",236,244,,Robinson (Charles Henry),"Dictionary of the Hausa language. Vol. 2, English-Hausa. 3rd edit.",Cr. 8vo.,"pp. 298, ios. net",CAMB. UNIV. Press,July 14
"Robinson (E. A.)—Van Zorn : a comedy in 3 acts. Cr. 8vo., 55. 6d. net ....MACMILLAN, Oct. 14",236,244,,Robinson (E. A.),Van Zorn : a comedy in 3 acts.,Cr. 8vo.,55. 6d. net ....,MACMILLAN,Oct. 14
"Robinson (Ernest H.)-Rifle and carton : training with the rifle for sport and war. 3rd edit. 8vo. IS. net .E. SEALE, Oct. 14",236,244,,Robinson (Ernest H.),Rifle and carton : training with the rifle for sport and war. 3rd edit.,8vo.,IS. net .,E. SEALE,Oct. 14
"Robinson (Ernest H.)-Rifle training for war. Illus. 16mo., pp. 96, is. net ..CASSELL, Nov. 14",236,244,,Robinson (Ernest H.),Rifle training for war. Illus.,16mo.,"pp. 96, is. net ..",CASSELL,Nov. 14
"Robinson (F. A.)— Trail-tales of Western Canada. Cr. 8vo. 7° X48, pp. 256, 3s. 6d. net MARSHALL Bros., Nov. 14",236,244,,Robinson (F. A.),Trail-tales of Western Canada.,Cr. 8vo.,"7° X48, pp. 256, 3s. 6d. net",MARSHALL Bros.,Nov. 14
"Robinson (Forbes)—The Self-limitation of the word of God as manifested in the Incarnation, and An Essay on the evidential value of 0. T. prophecy. Cr. 8vo. 7# X5, pp. 212, 3s. 6d. net LONGMANS, Mar. 14",236,244,,Robinson (Forbes),"The Self-limitation of the word of God as manifested in the Incarnation, and An Essay on the evidential value of 0. T. prophecy.",Cr. 8vo.,"7# X5, pp. 212, 3s. 6d. net",LONGMANS,Mar. 14
"Robinson (H. Perry)—The Essence of honeymoon. 12mo., 7d. net HEINEMANX, Apr. 14",236,244,,Robinson (H. Perry),The Essence of honeymoon.,12mo.,7d. net,HEINEMANX,Apr. 14
"Robinson (Henry B.)-Syntax of the participle in the Apostolic Fathers in the Editio Minor of Gebhardt-Harnack-Zahn. Ryl. 8vo., swd., 28. net....... .....CAMB. UNIV. PRESS, Feb. 14",236,244,,Robinson (Henry B.),Syntax of the participle in the Apostolic Fathers in the Editio Minor of Gebhardt-Harnack-Zahn.,Ryl. 8vo.,"swd., 28. net.......",CAMB. UNIV. PRESS,Feb. 14
"Robinson (J. Armitage)-Holy ground : sermons preached in time of war. Cr. 8vo., pp. 64, Iimp, is. net MACMILLAN, Sep. 14",236,244,,Robinson (J. Armitage),Holy ground : sermons preached in time of war.,Cr. 8vo.,"pp. 64, Iimp, is. net",MACMILLAN,Sep. 14
"Robinson (J. Armitage)—Thoughts for teachers of the Bible. Cr. 8vo. 7 * X 5, pp. 62, is. net ; Sw d. net .LONGMANS, Sep. 14",236,244,,Robinson (J. Armitage),Thoughts for teachers of the Bible.,Cr. 8vo.,"7 * X 5, pp. 62, is. net ; Sw d. net .",LONGMANS,Sep. 14
"Robinson (J. H.) and Rolfe (H. W.)- Petrarch : the first modern scholar and man of letters. | 2nd edit., rev. and enlarged. Cr. 8vo., 7s. 6d. net .PUTNAM, Apr. 14",236,244,,Robinson (J. H.) and Rolfe (H. W.),"Petrarch : the first modern scholar and man of letters. | 2nd edit., rev. and enlarged.",Cr. 8vo.,7s. 6d. net .,PUTNAM,Apr. 14
"Robinson (Sarah)- My Book”: a personal narrative. Illus. 4to. 10 X71, pp. 266, 5s. net PARTRIDGE, Sep. 14",236,244,,Robinson (Sarah),"My Book"": a personal narrative. Illus.",4to.,"10 X71, pp. 266, 5s. net",PARTRIDGE,Sep. 14
"Robinson (W. Fothergill) —Four lectures English song. 8vo., swd. is. (Oxford) ACOTT, Feb. 14",236,244,,Robinson (W. Fothergill),Four lectures English song.,"8vo.,",swd. is. (Oxford),ACOTT,Feb. 14
"Robinson (W. S.)-A Short British history. Period 1, to Elizabeth. 12mo., pp. 188, IS. 40. RIVINGTONS, Sep. 14",236,244,,Robinson (W. S.),"A Short British history. Period 1, to Elizabeth.",12mo.,"pp. 188, IS. 40.",RIVINGTONS,Sep. 14
"Robinson (W.)-Home landscapes. 4to., vellum, 525. 6d. net, swd., 425. net ..MURRAY, Dec. 14",236,244,,Robinson (W.),Home landscapes.,4to.,"vellum, 525. 6d. net, swd., 425. net ..",MURRAY,Dec. 14
"Robinson (W.)—The Elements of electricity. 2nd edit. 8vo., IOS. 6d. net CHAPMAN & H., Mar. 14",236,244,,Robinson (W.),The Elements of electricity. 2nd edit.,8vo.,IOS. 6d. net,CHAPMAN & H.,Mar. 14
"Robson (Archibald)— The Gospel of the knowledge of God: short addresses given chiefly in West Malvern Church. Cr. 8vo. 7i X5, pp. 68, Is. 6d. net ..GARDNER, D., Sep. 14",236,244,,Robson (Archibald),The Gospel of the knowledge of God: short addresses given chiefly in West Malvern Church.,Cr. 8vo.,"7i X5, pp. 68, Is. 6d. net ..","GARDNER, D.",Sep. 14
