original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Bourchier (B. G.)"" For all we have and are."" Foreword by Gen. Sir H. L. Smith-Dorrien. Cr. 8vo. 73 x 44, pp. 128, 25. net SKEFFINGTON, Nov. 15",34,42,,Bourchier (B. G.),""" For all we have and are."" Foreword by Gen. Sir H. L. Smith-Dorrien.",Cr. 8vo.,"73 x 44, pp. 128, 25. net",SKEFFINGTON,Nov. 15
"Bourdillon (F. W.)-Easter lilies for 1915. 61 x 5, pp. 25, net HUMPHREYS, Mar. 15",34,42,,Bourdillon (F. W.),Easter lilies for 1915.,,"61 x 5, pp. 25, net",HUMPHREYS,Mar. 15
"Bourne (A. A.) See Baker (W. M.) and Bourne. Bourne (Henry Eldridge) — The Revolutionary period in Europe, 1763-1815. 8vo. 9X51, pp. 500, 78. 66. net .BeLL, Oct. 15",34,42,Bourne (A. A.) See Baker (W. M.) and Bourne.,Bourne (Henry Eldridge),"The Revolutionary period in Europe, 1763-1815.",8vo.,"9X51, pp. 500, 78. 66. net .",BeLL,Oct. 15
"Boutroux (Emile) —Germany and the War. Cr. 8vo., pp. 40, 6d. net.. .NOTT, Mar. 15",34,42,,Boutroux (Emile),Germany and the War.,Cr. 8vo.,"pp. 40, 6d. net.. .",NOTT,Mar. 15
"Boutroux (Émile)—Certitude et vérité. Ryl. 8vo., swd. is. net. (British Academy) MILFORD, Mar. 15",34,42,,Boutroux (Émile),Certitude et vérité.,Ryl. 8vo.,swd. is. net. (British Academy),MILFORD,Mar. 15
"Bouvier (John)—Bouvier's Law dictionary and concise encyclopædia. 3rd revision, by Francis Rawle. 3 vols. Ryl. 8vo., 875. 6d. net SWEET & M., June 15",34,42,,Bouvier (John),"Bouvier's Law dictionary and concise encyclopædia. 3rd revision, by Francis Rawle.",Ryl. 8vo.,"3 vols. , 875. 6d. net",SWEET & M.,June 15
"Bowen (Marjorie) —The Carnival of Florence. Cr. 8vo. 7*X5, pp. 382, 6s. METHUEN, Jan. 15",34,42,,Bowen (Marjorie),The Carnival of Florence.,Cr. 8vo.,"7*X5, pp. 382, 6s.",METHUEN,Jan. 15
"Bowen (Marjorie)-Because of these things. Cr. 8vo. 7*X5, pp. 392, 6s. METHUEN, Oct. 15",34,42,,Bowen (Marjorie),Because of these things.,Cr. 8vo.,"7*X5, pp. 392, 6s.",METHUEN,Oct. 15
"Bowen (Marjorie)-Mr. Washington : a novel. Cr. 8vo. 78 X 5, pp. 288, 6s. METHUEN, May 15",34,42,,Bowen (Marjorie),Mr. Washington : a novel.,Cr. 8vo.,"78 X 5, pp. 288, 6s.",METHUEN,May 15
"Bower's Law relating to actionable non-disclosure. 25s. net ..BUTTERWORTH, Mar. 15",34,42,,,Bower's Law relating to actionable non-disclosure.,,25s. net,BUTTERWORTH,Mar. 15
"Bowers (R. S.), Bovingdon (John) and others- Furniture making : designs, working drawings and complete details of 170 pieces of furniture with prac. information on their construction. 8vo. 84 X54, pp. 416, 5s. net ..CASSELL, Oct. 15",34,42,,"Bowers (R. S.), Bovingdon (John) and others","Furniture making : designs, working drawings and complete details of 170 pieces of furniture with prac. information on their construction.",8vo.,"84 X54, pp. 416, 5s. net ..",CASSELL,Oct. 15
"Bowie (W. Copeland)—The Unitarian movement : principles, organisation, worship. 64 X 4, pp. 53, 2d. BRIT, & FOR. UNITARIAN Assoc., Oct. 15",34,42,,Bowie (W. Copeland),"The Unitarian movement : principles, organisation, worship.",,"64 X 4, pp. 53, 2d.","BRIT, & FOR. UNITARIAN Assoc.",Oct. 15
"Bowler (L. P.)-'Twixt silver and gold; a Canadian novel. 7x44, pp. 184, Is. net DRANE, Oct. 15",34,42,,Bowler (L. P.),'Twixt silver and gold; a Canadian novel.,,"7x44, pp. 184, Is. net",DRANE,Oct. 15
"Bowles (E. A.)-My garden in autumn and winter. 8vo. 83 X54, pp. 280, 58. net JACK, Oct. 15",34,42,,Bowles (E. A.),My garden in autumn and winter.,8vo.,"83 X54, pp. 280, 58. net",JACK,Oct. 15
"Bowley (A, L.)—The Nature and purpose of the measurement of social phenomena. Cr. 8vo. 71 x 4, pp. 250, 35, 6d. net P. S. KING, Apr. 15",34,42,,"Bowley (A, L.)",The Nature and purpose of the measurement of social phenomena.,Cr. 8vo.,"71 x 4, pp. 250, 35, 6d. net",P. S. KING,Apr. 15
"Bowley (A. L.) and Burnett-Hurst (A. R.) Livelihood and poverty : a study in the economic conditions of working-class house- holds in Northampton, Warrington, Stanley and Reading. Cr. 8vo. 71 x 41, pp. 222, 3s. 6d. net ....BELL, Mar. 15",34,42,,Bowley (A. L.) and Burnett-Hurst (A. R.),"Livelihood and poverty : a study in the economic conditions of working-class house- holds in Northampton, Warrington, Stanley and Reading.",Cr. 8vo.,"71 x 41, pp. 222, 3s. 6d. net ....",BELL,Mar. 15
"Bowley (A. L.)-Prices and earnings in time of war. Cr. 8vo., 2d. net. (Oxford pamphlets) (Clarendon Pr.) MILFORD, Mar. 15",34,42,,Bowley (A. L.),Prices and earnings in time of war.,Cr. 8vo.,2d. net. (Oxford pamphlets),(Clarendon Pr.) MILFORD,Mar. 15
"Bowley (A. L.)-The War and employment. Cr. 8vo., 2d. net (Oxford pamphlets) (Clarendon Pr.) MILFORD, Feb. 15",34,42,,Bowley (A. L.),The War and employment.,Cr. 8vo.,2d. net (Oxford pamphlets),(Clarendon Pr.) MILFORD,Feb. 15
"Bowley (A. L.)—The Effect of the War on the external trade of the United Kingdom: an analysis of the monthly statistics, 1906-1914. Demy 8vo. 9 X54, pp. 64, bds. 25. net CAMB. UNIV. PR., Mar. 15",34,42,,Bowley (A. L.),"The Effect of the War on the external trade of the United Kingdom: an analysis of the monthly statistics, 1906-1914.",Demy 8vo.,"9 X54, pp. 64, bds. 25. net",CAMB. UNIV. PR.,Mar. 15
"Bowley (Arthur L.)--An Elementary manual of statistics. 2nd ed. 8vo. 81 X55, pp. 224, 55. net....... .MACDONALD AND E., Nov. 15",34,42,,Bowley (Arthur L.),An Elementary manual of statistics. 2nd ed.,8vo.,"81 X55, pp. 224, 55. net....... .",MACDONALD AND E.,Nov. 15
"Bowman (Robert)--A Lady of Russia. Cr. 8vo. 74 x 5, pp. 238, 69. .HEINEMANN, Apr. 15",34,42,,Bowman (Robert),A Lady of Russia.,Cr. 8vo.,"74 x 5, pp. 238, 69. .",HEINEMANN,Apr. 15
"Boy Scouts' year book (America). 4to. 101 x7}, pp. 244, s. net...... ...APPLETON, Dec. 15",35,43,,,Boy Scouts' year book (America).,4to.,"101 x7}, pp. 244, s. net...... ...",APPLETON,Dec. 15
"Boy's Own Annual (The). Folio 113 x 8, pp. 770, 8s. .R. T. S., Sep. 15",35,43,,,Boy's Own Annual (The).,Folio,"113 x 8, pp. 770, 8s. .",R. T. S.,Sep. 15
"Boyd (Francis Leith)-Facing Kikuyu. 8vo. swd. 6d. net ...LONGMANS, July 15",35,43,,Boyd (Francis Leith),Facing Kikuyu.,8vo. swd.,6d. net ,LONGMANS,July 15
"Boyd (Jackson)-The Unveiling: a poetic drama in 5 acts. Cr. 8vo., 55. net ..PUTNAM, June 15",35,43,,Boyd (Jackson),The Unveiling: a poetic drama in 5 acts.,Cr. 8vo.,55. net ..,PUTNAM,June 15
"Boyd (John)-Sir George Etienne Cartier, Bart. : his life and times. Ryl. Svo., 218. net MACMILLAN, May 15",35,43,,Boyd (John),"Sir George Etienne Cartier, Bart. : his life and times.",Ryl. Svo.,218. net,MACMILLAN,May 15
"Boyle (Mary E.)–Pilate in exile at Vienne. Cr. 8vo. 7! X5, pp. 36, swd. is. net HEFFER, Dec. 15",35,43,,Boyle (Mary E.),Pilate in exile at Vienne.,Cr. 8vo.,"7! X5, pp. 36, swd. is. net",HEFFER,Dec. 15
"Boyle's Fashionable court and country guide and town visiting directory, corrected for January 1916. 247th ed. 16mo. 61 x 44, pp. 129, 5s, net THE OFFICE, Dec. 15",35,43,,,"Boyle's Fashionable court and country guide and town visiting directory, corrected for January 1916. 247th ed.",16mo.,"61 x 44, pp. 129, 5s, net",THE OFFICE,Dec. 15
"Boyle's Fashionable Court and country guide, May, 1915. 12mo., 55. net....OFFICE, May 15",35,43,,,"Boyle's Fashionable Court and country guide, May, 1915.",12mo.,55. net....,OFFICE,May 15
"Bozzi (Mario)--The Syrphidæ of the Ethiopian Region : based on material in the British Museum (N.H.), with descriptions of new genera and species. 8vo. 6s...DULAU, Oct. 15",28,36,,Bozzi (Mario),"The Syrphidæ of the Ethiopian Region : based on material in the British Museum (N.H.), with descriptions of new genera and species.",8vo.,6s..,DULAU,Oct. 15
"Brabançonne, La, La Marseillaise and, Pratt (T.) 6d. Braby (Maud C.)-The Honey of romance : being the tragic love-story of a publisher's wife. Cr. 8vo. 71 x 41, pp. 250, 6s. LAURIE, Oct. 15",35,43,"Brabançonne, La, La Marseillaise and, Pratt (T.) 6d. ",Braby (Maud C.),The Honey of romance : being the tragic love-story of a publisher's wife.,Cr. 8vo.,"71 x 41, pp. 250, 6s.",LAURIE,Oct. 15
"Bracton (Henricus de)-De legibus et consuetu- dinibus Angliae. Ed. by George E. Woodbine Vol. 1, Imp. Svo., IIX78, pp. 436, 215. net MILFORD, June 15",35,43,,Bracton (Henricus de),"De legibus et consuetu- dinibus Angliae. Ed. by George E. Woodbine Vol. 1,",Imp. Svo.,"IIX78, pp. 436, 215. net",MILFORD,June 15
"Bradby (E. D.)-The Life of Barnave. 2 vols. Illus. 8vo. 9 X 6, pp. 396, 414. 185. net (Clarendon Pr.), MILFORD, May 15",35,43,,Bradby (E. D.),The Life of Barnave. 2 vols. Illus.,8vo.,"9 X 6, pp. 396, 414. 185. net","(Clarendon Pr.), MILFORD",May 15
"Bradby (G. F.j-For this I had borne him. Cr. 8vo. 73 x5, pp. 196, 35. 60. SMITH, E., Nov. 15",35,43,,Bradby (G. F.j,For this I had borne him.,Cr. 8vo.,"73 x5, pp. 196, 35. 60.","SMITH, E.",Nov. 15
"Braddon (M. E.)-Her convict. Pop, ed. 18mo. pp. 324, 7d. net .HURST & B., Oct. 15",35,43,,Braddon (M. E.),"Her convict. Pop, ed.",18mo.,"pp. 324, 7d. net .",HURST & B.,Oct. 15
"Braddon (M. E.)–Our adversary. 12mo., 7d. net HUTCHINSON, June 15",35,43,,Braddon (M. E.),Our adversary.,12mo.,7d. net,HUTCHINSON,June 15
"Braddon (M. E.)—Miranda. Pop. ed. 18mo. 61 X 4}, pp. 320, 7d. net HUTCHINSON, Sep. 15",35,43,,Braddon (M. E.),Miranda. Pop. ed.,18mo.,"61 X 4}, pp. 320, 7d. net",HUTCHINSON,Sep. 15
"Bradley (A. G.)-Clear waters : trouting days and trouting ways in Wales, the West Country, and the Scottish Borderland. 8vo. 9 x 57, pp. 388, 75. 60. net CONSTABLE, A pr. 15",35,43,,Bradley (A. G.),"Clear waters : trouting days and trouting ways in Wales, the West Country, and the Scottish Borderland.",8vo.,"9 x 57, pp. 388, 75. 60. net",CONSTABLE,A pr. 15
"Bradley (A. G.)-Herefordshire. Pocket ed. Illus, limp, is. 6d. net. CAMB. UNIV. PR., May 15",35,43,,Bradley (A. G.),"Herefordshire. Pocket ed. Illus,",,"limp, is. 6d. net.",CAMB. UNIV. PR.,May 15
"Bradley (A. G.)-Wiltshire. Pocket ed. Illus. pp. 168, limp, is. 6d. net CAMB. UNIV. PR., May 15",35,43,,Bradley (A. G.),Wiltshire. Pocket ed. Illus.,,"pp. 168, limp, is. 6d. net",CAMB. UNIV. PR.,May 15
"Bradley (Henry)-Oxford Eng. dictionary. Vol. 9, Standard-Stead. 28, 6d. Bradley (Mary Hastings)—The Splendid chance. Cr. 8vo. 7} X 5, pp. 338, 6s. APPLETON, Dec. 15",35,43,,,,,,,
"Bradley (O. Charnock)—The Structure of the fowl. Cr. 8vo. 73 X 41, pp. 166, 35. 60. net BLACK, Nov. 15",35,43,,Bradley (O. Charnock),The Structure of the fowl.,Cr. 8vo.,"73 X 41, pp. 166, 35. 60. net",BLACK,Nov. 15
"Bradley (Shelland)—More adventures of an A.D.C. Cr. 8vo. 7* X 5, pp. 254, 35. 6d. net LANE, Sep. 15",35,43,,Bradley (Shelland),More adventures of an A.D.C.,Cr. 8vo.,"7* X 5, pp. 254, 35. 6d. net",LANE,Sep. 15
"Bradley-Birt (F. B.)—Martha in war time. With foreword by Lady Carmichael. Cr. 8vo. Is. net THACKER, Oct. 15",35,43,,Bradley-Birt (F. B.),Martha in war time. With foreword by Lady Carmichael.,Cr. 8vo.,Is. net,THACKER,Oct. 15
"Bradsha w's Railway manual, shareholders' guide and directory, 1915. Cr. 8vo., 12s. H. BLACKLOCK, Feb. 15",35,43,,,"Bradsha w's Railway manual, shareholders' guide and directory, 1915.",Cr. 8vo.,12s.,H. BLACKLOCK,Feb. 15
"Bradshaw's General railway and steam navigation guide. Monthly. Cr. 8vo., ea. is. net ; swd. 6d. net . BLACKLOCK, Jan., etc. 15",35,43,,,Bradshaw's General railway and steam navigation guide.,Cr. 8vo.,Monthly. ea. is. net ; swd. 6d. net .,BLACKLOCK,"Jan., etc. 15"
"Brady (Cyrus Townsend)--The Sword hand of Napoleon : a romance of Russia and the great retreat. Popular edit. Cr. 8vo., pp. 256, swd. 19. net ..HODDER & S., Apr. 15",35,43,,Brady (Cyrus Townsend),The Sword hand of Napoleon : a romance of Russia and the great retreat. Popular edit.,Cr. 8vo.,"pp. 256, swd. 19. net ..",HODDER & S.,Apr. 15
"Brady (Cyrus Townsend)— The Eagle of the Empire: a story of Waterloo. 8vo. 8 x 54, pp. 370, 6s. .HODDER & S., Oct. 15",35,43,,Brady (Cyrus Townsend),The Eagle of the Empire: a story of Waterloo.,8vo.,"8 x 54, pp. 370, 6s. .",HODDER & S.,Oct. 15
"Bragg (W. H. and W. L.)-X rays, and crystal structure. 8vo. 81 X54, pp. 238, 75. 6d. net BELL, Feb. 15",35,43,,Bragg (W. H. and W. L.),"X rays, and crystal structure.",8vo.,"81 X54, pp. 238, 75. 6d. net",BELL,Feb. 15
