original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Our Darlings. 4to. 91 x71, pp. 292, 38. 6d. net, bds. 28. 6d. net ..SHAW, Oct. 15",202,210,,,Our Darlings.,4to.,"91 x71, pp. 292, 38. 6d. net, bds. 28. 6d. net ..",SHAW,Oct. 15
"Our Empire. Vol. 4, Advent, 1914-1915. 4to. 9* *77, pp. 624, 2s. 6d. .... S.P.C.K., Nov. 15",202,210,,,"Our Empire. Vol. 4, Advent, 1914-1915.",4to.,"9* *77, pp. 624, 2s. 6d. ....",S.P.C.K.,Nov. 15
"Our foot soldiers. 4to., swd., 6d. net, enlarged is. net (G. and P. Ser. for children) GALE & P., Aug. 15",202,210,,,Our foot soldiers.,"4to.,","swd., 6d. net, enlarged is. net (G. and P. Ser. for children)",GALE & P.,Aug. 15
"Our Great Consoler in life and death : short devotional readings. By M. L. C. Cr. 8vo. 71 x 41, pp. 110, Is. 6d. net S.P.C.K., Od. 15",202,210,,,Our Great Consoler in life and death : short devotional readings. By M. L. C.,Cr. 8vo.,"71 x 41, pp. 110, Is. 6d. net",S.P.C.K.,Od. 15
"Our guns and men. 4to., swd., 6d. net, enlarged is. net (G. and P. Ser. for children) GALE & P., Aug. 15",202,210,,,Our guns and men.,"4to.,","swd., 6d. net, enlarged is. net (G. and P. Ser. for children)",GALE & P.,Aug. 15
"Our horse soldiers. 4to., swd., 6d. net, enlarged is. net (G. and P. Ser. for children) GALE & P., Aug. 15",202,210,,,Our horse soldiers.,"4to.,","swd., 6d. net, enlarged is. net (G. and P. Ser. for children)",GALE & P.,Aug. 15
"Our Little Dots. 8vo. 8*X64, pp. 194, 29. ; bds., IS, 6d. .R.T.S., Sep. 15",202,210,,,Our Little Dots.,8vo.,"8*X64, pp. 194, 29. ; bds., IS, 6d. .",R.T.S.,Sep. 15
"Our Own Gazette, 1915. Folio 4 x 84, pp. 188, 25. 6d.; bds. is. 6d. ...PARTRIDGE, Oct. 15",202,210,,,"Our Own Gazette, 1915.",Folio,"4 x 84, pp. 188, 25. 6d.; bds. is. 6d. ...",PARTRIDGE,Oct. 15
"Our sailors and soldiers. 4to., swd., 25. 6d. net GALE & P., Aug. 15",202,210,,,Our sailors and soldiers.,"4to.,","swd., 25. 6d. net",GALE & P.,Aug. 15
"Our scouts at work and at play : a picture bk. for boys and girls. 4to. 10x77, bds. Is. WARD, L., Apr. 15",202,210,,,Our scouts at work and at play : a picture bk. for boys and girls.,4to.,"10x77, bds. Is.","WARD, L.",Apr. 15
"Our warships. 4to., swd., 60. net, enlarged is. net (G. and P. Ser. for children) GALE & P., Aug. 15",202,210,,,Our warships.,4to.,"swd., 60. net, enlarged is. net (G. and P. Ser. for children)",GALE & P.,Aug. 15
"Ouseley (Mulvy)-Dunmohr of the Guards : a military society novel. Cr. 8vo. 73 X 5, pp. 412, 6s.. .J. M. QUSELEY, Feb. 15",202,210,,Ouseley (Mulvy),Dunmohr of the Guards : a military society novel.,Cr. 8vo.,"73 X 5, pp. 412, 6s..",J. M. QUSELEY,Feb. 15
"Out of the abyss : the autobiography of one who was dead and is alive again. Cheap edit. Cr. 8vo., pp. 244, swd., is. net HODDER & S., Jan. 15",202,210,,,Out of the abyss : the autobiography of one who was dead and is alive again. Cheap edit.,Cr. 8vo.,"pp. 244, swd., is. net",HODDER & S.,Jan. 15
"Outcault (R. F.)-Buster and Tige here again. Fol. obl., bds. 35. 6d. net ..CHAMBERS, Oct. 15",202,210,,Outcault (R. F.),Buster and Tige here again.,"Fol. obl.,",bds. 35. 6d. net ..,CHAMBERS,Oct. 15
"Outh waito (R. L.)-The Ghosts of the slain. Illus. by J. E. Southall, is. (Manchester) NAT. LABOUR PR., Sep. 15",202,210,,Outh waito (R. L.),"The Ghosts of the slain. Illus. by J. E. Southall, is.",,(Manchester),NAT. LABOUR PR.,Sep. 15
"Outrage (The). By “ Banco.” Cr. 8vo., pp. 122, swd. Is. net .LAURIE, June 15",202,210,,,"Outrage (The). By "" Banco.""",Cr. 8vo.,"pp. 122, swd. Is. net .",LAURIE,June 15
"Overton (Robert)-Saturday Island; or, Fun, friendship and adventure at an Elementary Council School. 8vo. 83 x51, pp. 322, 35. 6d. S. LOW, Nov. 15",202,210,,Overton (Robert),"Saturday Island; or, Fun, friendship and adventure at an Elementary Council School.",8vo.,"83 x51, pp. 322, 35. 6d.",S. LOW,Nov. 15
"Ovid-Metamorphoses. Books 1 and 2, lines 1-400. Edit. by A. H. Allcroft and J. F. Stout. Cr. 8vo. Introduction, text and notes, 28. 6d.; Vocabulary and test papers, is. ; Translation, Is. 6d. ; Complete, 4s. 6d. CLIVE, Jan. 15",202,210,,,"Ovid-Metamorphoses. Books 1 and 2, lines 1-400. Edit. by A. H. Allcroft and J. F. Stout.",Cr. 8vo.,"Introduction, text and notes, 28. 6d.; Vocabulary and test papers, is. ; Translation, Is. 6d. ; Complete, 4s. 6d.",CLIVE,Jan. 15
"Ovid-P. Ovidi Nasonis Tristium Libri Quinque ex Ponto Libri Quattuor Halieutica Fragmenta. Ed. by S. G. Owen. Cr. 8vo. 75 X 5ł, pp. 312, 35., paper 25. 6d. (Oxford Classical texts) (Clarendou Pr.) MILFORD, May 15",203,211,,Ovid,P. Ovidi Nasonis Tristium Libri Quinque ex Ponto Libri Quattuor Halieutica Fragmenta. Ed. by S. G. Owen.,Cr. 8vo.,"75 X 5ł, pp. 312, 35., paper 25. 6d. (Oxford Classical texts)",(Clarendou Pr.) MILFORD,May 15
"Owen (C. A.)-Landmarks in literary history. Cr. 8vo. 71 x 41, pp. 224, 2s. .... BELL, Aug. 15",203,211,,Owen (C. A.),Landmarks in literary history.,Cr. 8vo.,"71 x 41, pp. 224, 2s. ....",BELL,Aug. 15
"Owen (Charles H.)-Europe's mad dog. 71 x 41, pp. 31, 6d. net .P. S. KING, June 15",203,211,,Owen (Charles H.),Europe's mad dog.,,"71 x 41, pp. 31, 6d. net .",P. S. KING,June 15
"Owen (Daniel)-Rhys Lewis, Minister of Bethel : an autobiography. Rev. ed. Cr. 8vo. 71 X 44, pp. 432, 28. od. HUGHES & SON, Mar. 15",203,211,,Owen (Daniel),"Rhys Lewis, Minister of Bethel : an autobiography. Rev. ed.",Cr. 8vo.,"71 X 44, pp. 432, 28. od.",HUGHES & SON,Mar. 15
"Owen (Harold)-Common sense about the Shaw. Cr. 8vo. 74 x 4, pp. 232, 2s. 6d. net ALLEN & U., May 15",203,211,,Owen (Harold),Common sense about the Shaw.,Cr. 8vo.,"74 x 4, pp. 232, 2s. 6d. net",ALLEN & U.,May 15
"Owon (Jean A.)-Ruth Thornton; or, Two girls and a summer. Cr. 8vo. 8 X 51, pp. 256, 25. R.T.S., June 15",203,211,,Owon (Jean A.),"Ruth Thornton; or, Two girls and a summer.",Cr. 8vo.,"8 X 51, pp. 256, 25.",R.T.S.,June 15
"Oxenham (Elsie J.)-A Holiday queen. New and cheaper ed. Cr. 8vo. 78 x 51, pp. 346, Is. 6d. COLLINS, Oct. 15",203,211,,Oxenham (Elsie J.),A Holiday queen. New and cheaper ed.,Cr. 8vo.,"78 x 51, pp. 346, Is. 6d.",COLLINS,Oct. 15
"Oxenham (Elsie J.)-At school with the Round- heads. Cr. 8vo. 71 X54, pp. 320, 35. 6d. CHAMBERS, Oct. 15",203,211,,Oxenham (Elsie J.),At school with the Round- heads.,Cr. 8vo.,"71 X54, pp. 320, 35. 6d.",CHAMBERS,Oct. 15
"Oxenham (Elsie J.)-Finding her family. Cr. 8vo. 8 X 5, pp. 230, 23. ........S.P.C.K., Oct. 15",203,211,,Oxenham (Elsie J.),Finding her family.,Cr. 8vo.,"8 X 5, pp. 230, 23.",S.P.C.K.,Oct. 15
"Oxenham (Elsie J.)-The Conquest of Christina. Cr. 8vo. 7* X 5, pp. 342, 25. ..COLLINS, Oct. 15",203,211,,Oxenham (Elsie J.),The Conquest of Christina.,Cr. 8vo.,"7* X 5, pp. 342, 25. ..",COLLINS,Oct. 15
"Oxenham (John)--A Little Te Deum of the commonplace. 18mo., pp. 24, swd., 6d. net HARRAP, Oct. 15",203,211,,Oxenham (John),A Little Te Deum of the commonplace.,18mo.,"pp. 24, swd., 6d. net",HARRAP,Oct. 15
"Oxenham (John)-Bees in amber : a little book of thoughtful verse. 18mo. 6X31, pp. 128, Ithr. 25. 6d. net ..HARRAP, Nov. 15",203,211,,Oxenham (John),Bees in amber : a little book of thoughtful verse.,18mo.,"6X31, pp. 128, Ithr. 25. 6d. net ..",HARRAP,Nov. 15
"Oxenham (John)-Bees in amber : a little book of thoughtful verse. New ed. 18mo. 67 x 31, pp. 128, Ithr. 25. 6d. net .... METHUEN, Sep. 15",203,211,,Oxenham (John),Bees in amber : a little book of thoughtful verse. New ed.,18mo.,"67 x 31, pp. 128, Ithr. 25. 6d. net ....",METHUEN,Sep. 15
"Oxenham (John)-Flower of the dust. Cr. 8vo. 71 x 41, pp. 320, 6s.....HODDER & S., Oct. 15",203,211,,Oxenham (John),Flower of the dust.,Cr. 8vo.,"71 x 41, pp. 320, 6s.",HODDER & S.,Oct. 15
"Oxenham (John)-Lauristons. Cheaper ed. Cr. 8vo. 71 x 5, pp. 378, 25. net METHUEN, June 15",203,211,,Oxenham (John),Lauristons. Cheaper ed.,Cr. 8vo.,"71 x 5, pp. 378, 25. net",METHUEN,June 15
"Oxenham (John)-The Coil of Carne. Pop. ed. 12mo., pp. 316, is. net ....METHUEN, June 15",203,211,,Oxenham (John),The Coil of Carne. Pop. ed.,12mo.,"pp. 316, is. net ....",METHUEN,June 15
"Oxenham (John)-Their high adventure. 8vo., swd., 6d. HODDER & S., May 15",203,211,,Oxenham (John),Their high adventure.,"8vo.,","swd., 6d.",HODDER & S.,May 15
"Oxenham (John)—“All's well !"" some helpful verse for these dark days of war. 18mo., swd. is. net; ithr., 25. 6d. net .. METHUEN, Nov. 15",203,211,,Oxenham (John),"""All's well !"" some helpful verse for these dark days of war.","18mo., swd.","is. net; ithr., 25. 6d. net ..",METHUEN,Nov. 15
"Oxford and Cambridge Schools Exam, Bd.The Portion of the regulations (pp. 48–68 and 86-90) relat. to the School Certificate, 1916. Cr. 8vo., pp. 44, 3d. net CAMB. UNIV. PR., Nov. 15",203,211,,,"Oxford and Cambridge Schools Exam, Bd.The Portion of the regulations (pp. 48–68 and 86-90) relat. to the School Certificate, 1916.",Cr. 8vo.,"pp. 44, 3d. net",CAMB. UNIV. PR.,Nov. 15
"Oxford and Cambridge Schools Exam. Board- Papers set in the exams. for higher certificates; lower certificates; school certificates, July 1915. Cr. 8vo, ea. 6d. net.. CAMB. UNIV. PR., Oct. 15",203,211,,,"Oxford and Cambridge Schools Exam. Board- Papers set in the exams. for higher certificates; lower certificates; school certificates, July 1915.","Cr. 8vo,",ea. 6d. net..,CAMB. UNIV. PR.,Oct. 15
"Oxford and Cambridge Schools Examination Board-Regulations, 1916. Demy 8vo., IS. net CAMB. UNIV. PR., July 15",203,211,,,"Oxford and Cambridge Schools Examination Board-Regulations, 1916.",Demy 8vo.,IS. net,CAMB. UNIV. PR.,July 15
"Oxford Diocesan calendar, clergy list and church almanack (The), 1915. Cr. 8vo., swd., is. net (Clarendon Preso) MILFORD, Jan. 15",203,211,,,"Oxford Diocesan calendar, clergy list and church almanack (The), 1915.",Cr. 8vo.,"swd., is. net (Clarendon Preso)",MILFORD,Jan. 15
"Oxford English dictionary (The) Vol. 9, Standard- Stead, by Henry Bradley. Imp. 4to. 131 X101, pp. 66, 25. 6d. (Clarendon Pr.) MILFORD Oct. 15",203,211,,,"Oxford English dictionary (The) Vol. 9, Standard- Stead, by Henry Bradley.",Imp. 4to.,"131 X101, pp. 66, 25. 6d.",(Clarendon Pr.) MILFORD,Oct. 15
"Oxford English dictionary (The). Vol. 10, Trink- Turn-down, by Sir James A. H. Murray. Imp. 4to. 131 X 10$, pp. 130, 5S. (Clarendon Pr.) MILFORD, June 15",203,211,,,"Oxford English dictionary (The). Vol. 10, Trink- Turn-down, by Sir James A. H. Murray.",Imp. 4to.,"131 X 10$, pp. 130, 5S. (Clarendon Pr.)",MILFORD,June 15
"Oxford English dictionary, (The) Vol. 9, Spring- Squoyle, by W. A. Craigie ; St-Standard, by Henry Bradley. Imp. 4to., 13} X 10, pp. 130, 55. ......(Clarendon Press) MILFORD, Mar. 15",203,211,,,"Oxford English dictionary, (The) Vol. 9, Spring- Squoyle, by W. A. Craigie ; St-Standard, by Henry Bradley.",Imp. 4to.,"13} X 10, pp. 130, 55. ......(Clarendon Press)",MILFORD,Mar. 15
"Oxford outline maps : 24, Paris to the Rhine : Political ; 25, The Alps : Rivers ; 26, Kar- pathian Lands and Hungary : Physical ; 27, E. Germany and Poland : Political ; 28, Cen. America and West Indies; 29, India; 30, India : Political ; 31, Atlantic Ocean; 32, North Atlantic and Mediterranean; 33, Indian Ocean; 34, Pacific Ocean; 35, Indian and W. Pacific Oceans. ea. id. net (Clarendon Pr.), MILFORD, Sep. 15",203,211,,,"Oxford outline maps : 24, Paris to the Rhine : Political ; 25, The Alps : Rivers ; 26, Kar- pathian Lands and Hungary : Physical ; 27, E. Germany and Poland : Political ; 28, Cen. America and West Indies; 29, India; 30, India : Political ; 31, Atlantic Ocean; 32, North Atlantic and Mediterranean; 33, Indian Ocean; 34, Pacific Ocean; 35, Indian and W. Pacific Oceans.",,"ea. id. net (Clarendon Pr.),",MILFORD,Sep. 15
"Oxford outline maps. 13, Eastern Germany and Poland: Rivers. 14, Rhine Basin : Political. 15, Rhine Basin: Rivers. 16, Rhine and Seine Basins : Political. 17, Rhine and Seine Basins : Rivers. 18, Belgium, Luxemburg and N.E. France: Political. 19, Belgium, Luxem- burg and N.E. France: Rivers. 20, The Danube Lands: Political. 21, The Danube Lands : Rivers id. net ea... CLARENDON PRESS, Jan. 15",203,211,,,"Oxford outline maps. 13, Eastern Germany and Poland: Rivers. 14, Rhine Basin : Political. 15, Rhine Basin: Rivers. 16, Rhine and Seine Basins : Political. 17, Rhine and Seine Basins : Rivers. 18, Belgium, Luxemburg and N.E. France: Political. 19, Belgium, Luxem- burg and N.E. France: Rivers. 20, The Danube Lands: Political. 21, The Danube Lands : Rivers",,id. net ea...,CLARENDON PRESS,Jan. 15
"Oxford outline maps. Europe (South and Central), Rivers. id. net; ed. net for 12; IS. 4d. net for 25. (Clarendon Press) MILFORD, Feb. 15",203,211,,,"Oxford outline maps. Europe (South and Central), Rivers.",,id. net; ed. net for 12; IS. 4d. net for 25.,(Clarendon Press) MILFORD,Feb. 15
"Oxford pamphlets-Ser. 15, No. 66, Britain's war by land (Buchan) ; 67, Sea-power and the War (Thursfield); 68, The Stand of Liège (Hilditch) ; 69, Contraband and the War (Pyke) ; 70, Does international law still exist ? (Richards) is. net .. (Clarendon Pr.) MILFORD, Mar. 15",203,211,,,"Oxford pamphlets-Ser. 15, No. 66, Britain's war by land (Buchan) ; 67, Sea-power and the War (Thursfield); 68, The Stand of Liège (Hilditch) ; 69, Contraband and the War (Pyke) ; 70, Does international law still exist ? (Richards)",,is. net ..,(Clarendon Pr.) MILFORD,Mar. 15
"Oxford pamphlets-Ser. 19. No. 82, National ideals (Matheson); 83, Bombastes in the shades (Binyon); 84, Canada and the War (Tucker); 85, The Historical precedent for the New Army (Elliott); 86, Coronel and the Falkland Islands (Hilditch). is. net (Clarendon Pr.), MILFORD, Sep. 15",204,212,,,"Oxford pamphlets-Ser. 19. No. 82, National ideals (Matheson); 83, Bombastes in the shades (Binyon); 84, Canada and the War (Tucker); 85, The Historical precedent for the New Army (Elliott); 86, Coronel and the Falkland Islands (Hilditch).",,is. net (Clarendon Pr.),MILFORD,Sep. 15
"Oxford pamphlets-Series 11, No. 46, The Battles of Ypres-Armentières (Davis); 47, Troyon: an engagement in the Battle of the Aisne (Hil- ditch); 48, The Action off Heligoland, August, 1914 (Jane) ; 49, Non-combatants and the War (Higgins). Series 12, No. 50, The Church and the War (Bishop of Lincoln) ; 51, Christmas and the War (Strong) ; 52, The Christian atti- tude to war (Smith); 53, The War and theology (Selbie); 54, Concerning true war (W'undt); 55, How we ought to feel about the War (Dicey). Ea. ser. is. net (Clarendon Press) MILFORD, Feb. 15",203,211,,,"Oxford pamphlets-Series 11, No. 46, The Battles of Ypres-Armentières (Davis); 47, Troyon: an engagement in the Battle of the Aisne (Hil- ditch); 48, The Action off Heligoland, August, 1914 (Jane) ; 49, Non-combatants and the War (Higgins). Series 12, No. 50, The Church and the War (Bishop of Lincoln) ; 51, Christmas and the War (Strong) ; 52, The Christian atti- tude to war (Smith); 53, The War and theology (Selbie); 54, Concerning true war (W'undt); 55, How we ought to feel about the War (Dicey).",,Ea. ser. is. net,(Clarendon Press) MILFORD,Feb. 15
