original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Cobb (Ivo Geikie)-The Organs of internal secre- tion: their diseases and therapeutic applica- tion. Cr. 8vo. 71 x 5, pp. 236, 54. net BAILLIÈRE, Feb. 17",46,54,,Cobb (Ivo Geikie),The Organs of internal secre- tion: their diseases and therapeutic applica- tion.,Cr. 8vo.,"71 x 5, pp. 236, 54. net",BAILLIÈRE,Feb. 17
"Cobb (Thomas)--The Hillcrway letters. Cr. 8vo. 77 x 51, pp. 255, 5s. net CHAPMAN & H., Jan. 17",46,54,,Cobb (Thomas),The Hillcrway letters.,Cr. 8vo.,"77 x 51, pp. 255, 5s. net",CHAPMAN & H.,Jan. 17
"Cobban (J. Maclaren) -The Red Sultan: the remarkable adventures in Western Barbary of Sir Cosmo Maclaurin, Bart. 18mo. 61X44, pp. 379, ed. net . .NELSON, Mar. 17",46,54,,Cobban (J. Maclaren),"The Red Sultan: the remarkable adventures in Western Barbary of Sir Cosmo Maclaurin, Bart.",18mo.,"61X44, pp. 379, ed. net . .",NELSON,Mar. 17
"Cobbett (Louis)-The Causes of tuberculosis, together with some account of the prevalence and distribution of the disease. 23 pl. and other illus. Demy 8vo. 88 x 5$, pp. 724, 2IS. net (Cambridge Public health ser.) CAMB. UNIV. PR., May 17",46,54,,Cobbett (Louis),"The Causes of tuberculosis, together with some account of the prevalence and distribution of the disease. 23 pl. and other illus.",Demy 8vo.,"88 x 5$, pp. 724, 2IS. net (Cambridge Public health ser.)",CAMB. UNIV. PR.,May 17
"Cobbold (Lorna)-In blue and gray. Illus. by Dorothy Bliss. 8vo. 91 x6, pp. 24, Is. 6d. net W. P. SPALDING, Oct. '17",46,54,,Cobbold (Lorna),In blue and gray. Illus. by Dorothy Bliss.,8vo.,"91 x6, pp. 24, Is. 6d. net",W. P. SPALDING,Oct. '17
"Cobhthaigh (Diarmid 0.)-Douglas Hyde. Cr. 8vo. 7} X5, pp. 142, 3s. net (“ Irishmen of to-day,” ser.) MAUNSEL, Dec. '17",46,54,,Cobhthaigh (Diarmid 0.),Douglas Hyde.,Cr. 8vo.,"7} X5, pp. 142, 3s. net (“ Irishmen of to-day,” ser.)",MAUNSEL,Dec. '17
"Cocaine in dentistry--Report of Ctte. on use of, id. WYMAN, Mar. 17",46,54,,,"Cocaine in dentistry--Report of Ctte. on use of, id.",,,WYMAN,Mar. 17
"Cocking (Walter Cyril)-The Calculators for steel- frame structures. Cr. 8vo. 71 X 4$, pp. 312, ..SCOTT, G., Mar. 17",46,54,,Cocking (Walter Cyril),The Calculators for steel- frame structures.,Cr. 8vo.,"71 X 4$, pp. 312, ..","SCOTT, G.",Mar. 17
"Cocroft (Susanna)—Let's be healthy in mind and body : how to build and retain health. Cr. 8vo. 75.6. net .PUTNAM, Dec. '17",46,54,,Cocroft (Susanna),Let's be healthy in mind and body : how to build and retain health.,Cr. 8vo.,75.6. net .,PUTNAM,Dec. '17
"Cocroft (Susanna)—What to eat and when. Cr. 8vo. 75. 6d. net PUTNAM, Dec. '17",46,54,,Cocroft (Susanna),What to eat and when.,Cr. 8vo.,75. 6d. net,PUTNAM,Dec. '17
"Code (G. B.) ed.-War and the citizen : urgent questions of the day. Intro. by Neville Chamber- lain. Cr. 8vo. 74 x 54, pp. 190, 28. 6d. net HODDER & S., Apr. 17",46,54,,Code (G. B.) ed.,War and the citizen : urgent questions of the day. Intro. by Neville Chamber- lain.,Cr. 8vo.,"74 x 54, pp. 190, 28. 6d. net",HODDER & S.,Apr. 17
"Coe (G. A.)-The Psychology of religion Cř. 8vo. 8 X 54, pp. 384, 6s. net (Hdbks. of ethics and re- ligion ser.) CAMB. UNIV. PR., Apr. 17",46,54,,Coe (G. A.),The Psychology of religion,Cř. 8vo.,"8 X 54, pp. 384, 6s. net (Hdbks. of ethics and re- ligion ser.)",CAMB. UNIV. PR.,Apr. 17
"Coffey (P.)--Epistemology; or, The Theory of knowledge : an intro. to general metaphysics. 2 vols. Ryl, 8vo. 91 x 61, pp. 388, 384, ea. 125. 6d. net ..LONGMANS, Sep. '17",46,54,,Coffey (P.),"Epistemology; or, The Theory of knowledge : an intro. to general metaphysics.","Ryl, 8vo.","2 vols. 91 x 61, pp. 388, 384, ea. 125. 6d. net ..",LONGMANS,Sep. '17
"Cohen (Israel)- The Ruhleben Prison Camp: a record of nineteen months' internment. 8vo. 9X 6, pp. 264, 78. 6d. net ..METHUEN, Mar. 17",46,54,,Cohen (Israel),The Ruhleben Prison Camp: a record of nineteen months' internment.,8vo.,"9X 6, pp. 264, 78. 6d. net ..",METHUEN,Mar. 17
"Cohen (J. B.)- A Class-book of organic chemistry. Cr. 8vo. 71 x 5, pp. 344, 4s. 6d. MACMILLAN, Aug. '17",46,54,,Cohen (J. B.),A Class-book of organic chemistry.,Cr. 8vo.,"71 x 5, pp. 344, 4s. 6d.",MACMILLAN,Aug. '17
"Cohn (August)-Some aspects of the war as viewed by naturalized British subjects. Cr. 8vo. 71 x 5, pp. 20, swd. 6d. net (Clarendon Pr.) MILFORD, Mar. 17",46,54,,Cohn (August),Some aspects of the war as viewed by naturalized British subjects.,Cr. 8vo.,"71 x 5, pp. 20, swd. 6d. net (Clarendon Pr.)",MILFORD,Mar. 17
"Cohu (John Rougier)—.“ Wo bishop, vo church""; or, Anglo-Catholic clainis examined : three historical essays. Cr. 8vo. pp. 48, 9d. net, wd. 6d. net ..CHURCH BOOK ROOM, Sep. '17",46,54,,Cohu (John Rougier),"“ Wo bishop, vo church""; or, Anglo-Catholic clainis examined : three historical essays.",Cr. 8vo.,"pp. 48, 9d. net, wd. 6d. net ..",CHURCH BOOK ROOM,Sep. '17
"Colbeck (Edmund Henry) and Chaplin (Arnold)- The Science and art of prescribing. 2nd ed., rev. and enl. Cr. 8vo. pp. 214, 3s. 6d. net KIMPTON, July '17",46,54,,Colbeck (Edmund Henry) and Chaplin (Arnold),"The Science and art of prescribing. 2nd ed., rev. and enl.",Cr. 8vo.,"pp. 214, 3s. 6d. net",KIMPTON,July '17
"Cole (Clara Gelbert)—Prison impressions. De- signed by Herbert Cole. 8vo. 1j. net UNIVERSAL PUBG. Co., June '17",46,54,,Cole (Clara Gelbert),Prison impressions. De- signed by Herbert Cole.,8vo.,1j. net,UNIVERSAL PUBG. Co.,June '17
"Cole (G. D. H.) and Arnot (R. Page)-Trade unionism on the railways : its history and problems. 8vo. 81 x 57, pp. 147, 25. 6d. ALLEN & U., Aug. '17",46,54,,Cole (G. D. H.) and Arnot (R. Page),Trade unionism on the railways : its history and problems.,8vo.,"81 x 57, pp. 147, 25. 6d.",ALLEN & U.,Aug. '17
"Cole (G. D. H.)-Self-government in industry. Cr. 8vo. 71 X 5, pp. 339, 4s. 6d. net G. BELL, Oct. '17",46,54,,Cole (G. D. H.),Self-government in industry.,Cr. 8vo.,"71 X 5, pp. 339, 4s. 6d. net",G. BELL,Oct. '17
"Cole (Norman B.) and Frost (Clayton H.)-First aid for boys, &c. Cr. 8vo. pp. 204, 5s. net APPLETON, July '17",46,54,,Cole (Norman B.) and Frost (Clayton H.),"First aid for boys, &c.",Cr. 8vo.,"pp. 204, 5s. net",APPLETON,July '17
"Cole (Sanford D.)- Shipmaster's handbook to the Merchant Shipping Acts: a prac. guide to the acts and regulations for shipmasters and all connected with the Mercantile Marine. 8vo. 8}51, pp. 246, 6s. net .. J. BROWN, Dec. '17",46,54,,Cole (Sanford D.),Shipmaster's handbook to the Merchant Shipping Acts: a prac. guide to the acts and regulations for shipmasters and all connected with the Mercantile Marine.,8vo.,"8}51, pp. 246, 6s. net ..",J. BROWN,Dec. '17
"Glergy list (The), 1917. 8vo. 9X51, pp. 1997, 155. KELLY'S DIRECTORIES, May 17",46,54,,,"Glergy list (The), 1917.",8vo.,"9X51, pp. 1997, 155.",KELLY'S DIRECTORIES,May 17
"Coleman (A.) and La Meslé. (A. Marin)-Le Soldat américain en France. 16mv. 6 x 44, pp. 126, 25. Oct ..., ...CAMB. UNIV. P’R., N01'. '17",47,55,,Coleman (A.) and La Meslé. (A. Marin),Le Soldat américain en France.,16mv.,"6 x 44, pp. 126, 25. Oct ..., ...",CAMB. UNIV. P’R.,N01'. '17
"Coleman (Frederic) - With cavalry : the British trooper in the trench lipe through the 2nd Battle of Ypres. New ed. Illus. Cr. 8vo. 71 x 5, pp. 318, 35. 611. net …LOW, Oct. '17",47,55,,Coleman (Frederic),With cavalry : the British trooper in the trench lipe through the 2nd Battle of Ypres. New ed. Illus.,Cr. 8vo.,"71 x 5, pp. 318, 35. 611. net …",LOW,Oct. '17
"Coles (James)---Macmillan's Official copy books. Nos. 1-13. 8vo. swd. ea. 30. MACMILLAN, Mar. 17",47,55,,Coles (James),Macmillan's Official copy books. Nos. 1-13.,8vo.,swd. ea. 30.,MACMILLAN,Mar. 17
"Coller (Frank Herbert) edi. --The Commercial code of St. Lucia. Svo. pp. 371, 103, nct STEVENS & SONS, Mar. '17",47,55,,Coller (Frank Herbert) edi.,The Commercial code of St. Lucia.,Svo.,"pp. 371, 103, nct",STEVENS & SONS,Mar. '17
"Collie (Sir John)-Malingering and feigned sick- With notes on the Workmen's Com- pensation Act, 1906, and compensation for injury, incl. the leading cases thereon. 2nd ed., rev. and enl. 8vo. 8} x 5t, pp. 680, 16s. net E. ARNOLD, July '17",47,55,,Collie (Sir John),"Malingering and feigned sick- With notes on the Workmen's Com- pensation Act, 1906, and compensation for injury, incl. the leading cases thereon. 2nd ed., rev. and enl.",8vo.,"8} x 5t, pp. 680, 16s. net",E. ARNOLD,July '17
"Collier (Lily)-Oddle and Iddle ; or, The Goblins of Aloe Shambra. 8vo. 35. 6d. net MURRAY, Dec. '17",47,55,,Collier (Lily),"Oddle and Iddle ; or, The Goblins of Aloe Shambra.",8vo.,35. 6d. net,MURRAY,Dec. '17
"Collin (Christcn)— The War against war and the enforcement of peace. Intro. by William Archer. Cr. 8vo. 7} x 5, pp. 174, 25. net MACMILLAN, May 17",47,55,,Collin (Christcn),The War against war and the enforcement of peace. Intro. by William Archer.,Cr. 8vo.,"7} x 5, pp. 174, 25. net",MACMILLAN,May 17
"Collings (C. H.)--How food poisons us. Intro. by Eustace Miles. 7X4, pp. 78, is. net (40, Chandos St., W.C.2) E. MILES, July ’17",47,55,,Collings (C. H.),How food poisons us. Intro. by Eustace Miles.,,"7X4, pp. 78, is. net (40, Chandos St., W.C.2)",E. MILES,July ’17
"Collingwood (Harry)—Under the Ensign of the Ri ing Sun: a story of the Ruso-Japanese War. Illus. 8vo. pp. 348, 35. 60. net LOW, Mar. '17",47,55,,Collingwood (Harry),Under the Ensign of the Ri ing Sun: a story of the Ruso-Japanese War. Illus.,8vo.,"pp. 348, 35. 60. net",LOW,Mar. '17
"Collingwood (R. G.)-Religion and philosophy. 8vo. 81x5, pp. 237, ss. net MACMILLAN, Jan. 17",47,55,,Collingwood (R. G.),Religion and philosophy.,8vo.,"81x5, pp. 237, ss. net",MACMILLAN,Jan. 17
"Collins (A. F.)-Easy lessons in wirdless: a prac. course of instruction on the principles, con- struction and the workings of wireless appa- ratus. Illus. 18mo. 51x2t, pp. 242, 2s. 6d. net .T. AUDEL, Oct. '17",47,55,,Collins (A. F.),"Easy lessons in wirdless: a prac. course of instruction on the principles, con- struction and the workings of wireless appa- ratus. Illus.",18mo.,"51x2t, pp. 242, 2s. 6d. net .",T. AUDEL,Oct. '17
"Collins (Archie Frederick)-Keeping up with your motor car. Illus. Cr. 8vo. pp. 225, 45, 6d. net APPLETON, Aug. '17",47,55,,Collins (Archie Frederick),Keeping up with your motor car. Illus.,Cr. 8vo.,"pp. 225, 45, 6d. net",APPLETON,Aug. '17
"Collins (Archie Frederick)-The Home handy book : a compendium of useful things to do around the average house. Cr. 8vo. pp. 178, 45. 60. net . APPLETON, J uly '17",47,55,,Collins (Archie Frederick),The Home handy book : a compendium of useful things to do around the average house.,Cr. 8vo.,"pp. 178, 45. 60. net .",APPLETON,J uly '17
"Collins (Mary Gabrielle)-“ Branches unto the Cr. 8vo. pp. 42, swd. is. nct E. MACDONALD, July '17",47,55,,Collins (Mary Gabrielle),""" Branches unto the",Cr. 8vo.,"pp. 42, swd. is. nct",E. MACDONALD,July '17
"Collins (S. Hoare)-A Portable plant for the dis- tillation of wood. (Repr. fr. Journal of Soc. of Chemical Industry.) 71 x 44, pp. 12. (Newcastle : 96, S. George's Terrace) AUTHOR, Mar. 19 Collins (V. H.) ed. Stories in verse. Fcap. 8vo. 64x44, pp. 176, limp is. 6d. (Clarendon Pr.) MILFORD, May 17",47,55,,Collins (S. Hoare),A Portable plant for the dis- tillation of wood. (Repr. fr. Journal of Soc. of Chemical Industry.),,"71 x 44, pp. 12. (Newcastle : 96, S. George's Terrace)",AUTHOR,Mar. 19
"Collins (S. Hoare)-A Portable plant for the dis- tillation of wood. (Repr. fr. Journal of Soc. of Chemical Industry.) 71 x 44, pp. 12. (Newcastle : 96, S. George's Terrace) AUTHOR, Mar. 19 Collins (V. H.) ed. Stories in verse. Fcap. 8vo. 64x44, pp. 176, limp is. 6d. (Clarendon Pr.) MILFORD, May 17",47,55,,Collins (V. H.) ed.,Stories in verse.,Fcap. 8vo.,"64x44, pp. 176, limp is. 6d. (Clarendon Pr.)",MILFORD,May 17
"Collins' AcJventure annual. Illus. Fol. 101 x 71, 6s. net , .COLLINS, Oct. '17",47,55,,,Collins' AcJventure annual. Illus.,Fol.,"101 x 71, 6s. net , .",COLLINS,Oct. '17
"Colly (Alice) – A Book of verse. 71 x 51, pp. 46, 25. 6d. net .... CORNISH BROS., Jan. 17",47,55,,Colly (Alice),A Book of verse.,,"71 x 51, pp. 46, 25. 6d. net ....",CORNISH BROS.,Jan. 17
"Collyns (E.)—The Typists' manual : a text book for commercial students. 10th ed. Cr. 8vo. 71 x 5, pp. 265, 35. 6d. ....HEYWOOD, June 17",47,55,,Collyns (E.),The Typists' manual : a text book for commercial students. 10th ed.,Cr. 8vo.,"71 x 5, pp. 265, 35. 6d. ....",HEYWOOD,June 17
"Colmore (G.)--The Grest. Cr. 8vo. 77 x 5}, pp. 325, os. net ...F.. ARNOLD, Oct. '17",47,55,,Colmore (G.),The Grest.,Cr. 8vo.,"77 x 5}, pp. 325, os. net ...",F.. ARNOLD,Oct. '17
"Colomb (J. B.)--La Fille de Carilès. Adapted and ed. by C. R. Ash. Fcap. 8vo. 64 x 44, pp. 96, Is. net (Oxford Junior French ser.) (Clarendon Pr.) MILFORD, May 17",47,55,,Colomb (J. B.),La Fille de Carilès. Adapted and ed. by C. R. Ash.,Fcap. 8vo.,"64 x 44, pp. 96, Is. net (Oxford Junior French ser.)",(Clarendon Pr.) MILFORD,May 17
"Colonial Office list (The), for 1917. Comp. by Sir W. H. Mercer and others. 8vo. 82X51, pp. 808, 175, 6d. ... WATERLOW, June '17",47,55,,,"Colonial Office list (The), for 1917. Comp. by Sir W. H. Mercer and others.",8vo.,"82X51, pp. 808, 175, 6d. ...",WATERLOW,June '17
"Colonial report, 1916--Hong Kong, 2d.; Wei- haiwei, id. ; Gilbert and Ellice I: lands (1915- 16), id.; Zanzibar, id.; Fiji, id. ; Turks and Caicos Islands, Id.; Cay Islands (Jamaica) (1915-16), id. ; Seychelles, id. H.M. STATIONERY OFF., Aug., Sep. '17",47,55,,,"Colonial report, 1916--Hong Kong, 2d.; Wei- haiwei, id. ; Gilbert and Ellice I: lands (1915- 16), id.; Zanzibar, id.; Fiji, id. ; Turks and Caicos Islands, Id.; Cay Islands (Jamaica) (1915-16), id. ; Seychelles, id.",,,H.M. STATIONERY OFF.,"Aug., Sep. '17"
"Colonial reports, 1915-16– Briti: h Guiana (1915), Ba utoland, i}d.; Barbados, itd.; Leeward Island. , 2d.; Uganda, 2d. ; British Honduras (1915), id. ; Mauritius (1915), 4d.; Nya aland, Id.; Nigeria (1915), 3d. ; Gold Coa: t: Northern Territories (1915), 3d. ; St. Lucia, id. ; Ea: t Africa Protectorate, 2d. H.M. STATIONERY OFF.,Dec.'16-June '17",47,55,,,"Colonial reports, 1915-16– Briti: h Guiana (1915), Ba utoland, i}d.; Barbados, itd.; Leeward Island. , 2d.; Uganda, 2d. ; British Honduras (1915), id. ; Mauritius (1915), 4d.; Nya aland, Id.; Nigeria (1915), 3d. ; Gold Coa: t: Northern Territories (1915), 3d. ; St. Lucia, id. ; Ea: t Africa Protectorate, 2d.",,,H.M. STATIONERY OFF.,Dec.'16-June '17
