original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Copeland (M. T.)--Business statistics. Med. 8vo. 91 x6, pp. 703, 16s. net (Harvard Business studies) . MILFORD, Sep. '17",51,59,,Copeland (M. T.),Business statistics.,Med. 8vo.,"91 x6, pp. 703, 16s. net (Harvard Business studies) .",MILFORD,Sep. '17
"Copeland (W. 0. L.) and Lindsay (J. St. C.)-- Avenae. Cr. 8vo. 7X5t, pp: 32, 25. 6d., net G. OVER, June '17",51,59,,Copeland (W. 0. L.) and Lindsay (J. St. C.),Avenae.,Cr. 8vo.,"7X5t, pp: 32, 25. 6d., net",G. OVER,June '17
"Copping (Arthur E.)-Souls in khaki. Foreword by Gen. Bramwell Booth. Cr. 8vo. 78 x 5}, pp. 217, 25. 6d. net......HODDER & S., May 17",51,59,,Copping (Arthur E.),Souls in khaki. Foreword by Gen. Bramwell Booth.,Cr. 8vo.,"78 x 5}, pp. 217, 25. 6d. net......",HODDER & S.,May 17
"Copping (Arthur E.)-Tommy's triangle. E8vo. 11 X5, pp. 189, 29. 6d. net HODDER & S., Nov. '17",51,59,,Copping (Arthur E.),Tommy's triangle.,E8vo.,"11 X5, pp. 189, 29. 6d. net",HODDER & S.,Nov. '17
"Copping (Harold)--Cana lian pictures. Descrip- tive letterpress by E. P. Wiaver. Fol. os. 6d. net .R.T.S., Oct. '17",51,59,,Copping (Harold),Cana lian pictures. Descrip- tive letterpress by E. P. Wiaver.,Fol.,os. 6d. net .,R.T.S.,Oct. '17
"Copplestone (Bennet)-The Lost naval papers. Cr. 8vo. 71 x 5, pp. 300, 59. net J. MURRAY, Oct. '17",51,59,,Copplestone (Bennet),The Lost naval papers.,Cr. 8vo.,"71 x 5, pp. 300, 59. net",J. MURRAY,Oct. '17
"Corbett (Sir Julian S.)-England in the Mediterranean : a study of the rise and influence of British power within the Straits, 1603-1713. 2nd and cheaper ed. 2 vols. Cr. 8vo. 8 X 51, pp. 612, 16s. net . ..LONGMANS, Feb. 17",51,59,,Corbett (Sir Julian S.),"England in the Mediterranean : a study of the rise and influence of British power within the Straits, 1603-1713. 2nd and cheaper ed. 2 vols.",Cr. 8vo.,"8 X 51, pp. 612, 16s. net . ..",LONGMANS,Feb. 17
"Corbett-Smith (A., Maj.)-The Marne-and after. Pl. and maps. Cr. 8vo. 71 x 5, pp. 336, 58. net ..CASSELL, Oct. '17",51,59,,"Corbett-Smith (A., Maj.)",The Marne-and after. Pl. and maps.,Cr. 8vo.,"71 x 5, pp. 336, 58. net ..",CASSELL,Oct. '17
"Corbin (T. W.)-The Romance of war inventions. Cr. 8vo. 8 X 5, pp. 316, 53. SEELEY, S., Oct. '17",51,59,,Corbin (T. W.),The Romance of war inventions.,Cr. 8vo.,"8 X 5, pp. 316, 53.","SEELEY, S.",Oct. '17
"Corbin (Thomas W.)-Aircraft : aeroplanes, air. ships, &c. Cr. 8vo. 74 x 55, pp. 128, is. net, IS. 6d. net .PEARSON, Aug. '17",51,59,,Corbin (Thomas W.),"Aircraft : aeroplanes, air. ships, &c.",Cr. 8vo.,"74 x 55, pp. 128, is. net, IS. 6d. net .",PEARSON,Aug. '17
"Cordeiro (F. J. B.)-The Barometrical determina: tion of heights. 2nd ed. 18mo. 2s. 6d. net SPON, Aug. '17",51,59,,Cordeiro (F. J. B.),The Barometrical determina: tion of heights. 2nd ed.,18mo.,2s. 6d. net,SPON,Aug. '17
"Corelli (Marie) --Delicia. Cheaper ed. Cr. 8vo. 7x47, pp. 225, is. net..CONSTABLE, June '17",51,59,,Corelli (Marie),Delicia. Cheaper ed.,Cr. 8vo.,"7x47, pp. 225, is. net..",CONSTABLE,June '17
"Corelli (Marie)---Temporal power. New and cheaper issue. Cr. 8vo. 7* x 54, pp. 587, 23. 6d. net METHUEN, Feb. 17",51,59,,Corelli (Marie),Temporal power. New and cheaper issue.,Cr. 8vo.,"7* x 54, pp. 587, 23. 6d. net",METHUEN,Feb. 17
"Corelli (Marie)-Cameos. 16th ed. Cr. 8vo. 77 x 51, pp. 359, 28. 6d. net ...METHUEN, June 17",51,59,,Corelli (Marie),Cameos. 16th ed.,Cr. 8vo.,"77 x 51, pp. 359, 28. 6d. net ...",METHUEN,June 17
"Corelli (Marie)-Eyes of the sea. Cr. 8vo. 71 x 5, pp. 38, swd. is. net .. MARSHALL BROS., Apr. 17",51,59,,Corelli (Marie),Eyes of the sea.,Cr. 8vo.,"71 x 5, pp. 38, swd. is. net ..",MARSHALL BROS.,Apr. 17
"Corelli (Marie)-Is all well with England ? question. 18mo. 6] x 5), pp. 30, 6d. net JARROLD, Aug. '17",51,59,,Corelli (Marie),Is all well with England ? question.,18mo.,"6] x 5), pp. 30, 6d. net",JARROLD,Aug. '17
"Corelli (Marie)-The Strange visitation. Re- issue. Cr. 8vo. Is. net HODDER & S., Apr. 17",51,59,,Corelli (Marie),The Strange visitation. Re- issue.,Cr. 8vo.,Is. net,HODDER & S.,Apr. 17
"Corkery (D.)--A Munster twilight. 71 X 5, pp. 150, IS, net ... (Dublin) TALBOT PR., Jan. 17",51,59,,Corkery (D.),A Munster twilight.,,"71 X 5, pp. 150, IS, net ... (Dublin)",TALBOT PR.,Jan. 17
"Corkery (D.)-A Munster twilight. Cr. 8vo. bds. 2s, 6d. net UNWIN, Feb. 17",51,59,,Corkery (D.),A Munster twilight.,Cr. 8vo.,"bds. 2s, 6d. net",UNWIN,Feb. 17
"Corkery (Daniel) -The Threshold of quiet. Cr. 8vo. 6s. net UNWIN, Dec. '17",51,59,,Corkery (Daniel),The Threshold of quiet.,Cr. 8vo.,6s. net,UNWIN,Dec. '17
"Corn Production Bill--Clause I, as amend. in Ctte., id. ; Clauses 3 aud 4, as amend. in Ctte., id. ; Pts. 3 and 4, showing effect of amendments proposed to le moved in Ctte., Id. ; Clau: e 7 as amended in Ctte., id. H.M. STATIONERY OFF., July, Aug. '17",51,59,,,"Corn Production Bill--Clause I, as amend. in Ctte., id. ; Clauses 3 aud 4, as amend. in Ctte., id. ; Pts. 3 and 4, showing effect of amendments proposed to le moved in Ctte., Id. ; Clau: e 7 as amended in Ctte., id.",,,H.M. STATIONERY OFF.,"July, Aug. '17"
"Cornelius (J. R., Lt.)-Musketry made casy : a series of questions and answers. 32010. 5 X 4, pp. 57, 9d. net ..F. GROOM, Aug. '17",51,59,,"Cornelius (J. R., Lt.)",Musketry made casy : a series of questions and answers.,32010.,"5 X 4, pp. 57, 9d. net ..",F. GROOM,Aug. '17
"Cornelius (J. R., Lt.)-Musketry: a lecture on “ fire orders."" 32n10. 41 x 31, pp. 26, 7d. F. GROOM, Aug. '17",51,59,,"Cornelius (J. R., Lt.)","Musketry: a lecture on “ fire orders.""",32n10.,"41 x 31, pp. 26, 7d.",F. GROOM,Aug. '17
"Corner (Alfred)—The End of male ascendency. 71 x 5, pp. 172, 4s. PETO PUBG. Co., Mar. '17",51,59,,Corner (Alfred),The End of male ascendency.,,"71 x 5, pp. 172, 4s.",PETO PUBG. Co.,Mar. '17
"Cornewall (Lewis)--The House in crooked usage. Cr. 8vo. 7x 57, pp. 312, 63..... LOW, Aug. '17",51,59,,Cornewall (Lewis),The House in crooked usage.,Cr. 8vo.,"7x 57, pp. 312, 63.....",LOW,Aug. '17
"Co wee (George Alvin)-Prac. safety methods and devices. 8vo. 128. 6d. net ROUTLEDGE, Jan. 17",52,60,,Co wee (George Alvin),Prac. safety methods and devices.,8vo.,128. 6d. net,ROUTLEDGE,Jan. 17
"Co wham (Hil la) illus.- Queen of Hearts and other nursery rhymes and tales. Ryl. 8vo. 10 x 7), pp. 08, 3s. 6d. ....GALE & P., Aug. '17",52,60,,Co wham (Hil la) illus.,Queen of Hearts and other nursery rhymes and tales.,Ryl. 8vo.,"10 x 7), pp. 08, 3s. 6d. ....",GALE & P.,Aug. '17
"Co wham (Hilda) illus.--Daddy long legs. Ryl. 8vo. 1071, is. 36. ....GALE & P., Aug. '17",52,60,,Co wham (Hilda) illus.,Daddy long legs.,Ryl. 8vo.,"1071, is. 36. ....",GALE & P.,Aug. '17
"Co wham (Hilda) illus.--This is the house that Jack built. Ryl. 8vo. 97x71, 7d. GALE & P., Aug. '17",52,60,,Co wham (Hilda) illus.,This is the house that Jack built.,Ryl. 8vo.,"97x71, 7d.",GALE & P.,Aug. '17
"Co wham (Hilda) illus.-Sing a song of sixpence. Ryl. 8vo. 98 x 71, 7d. ....GALE & P., Aug. '17",52,60,,Co wham (Hilda) illus.,Sing a song of sixpence.,Ryl. 8vo.,"98 x 71, 7d. ....",GALE & P.,Aug. '17
"Co wham (Hilda) illus.—Hey diddle diddle. Ryl. 8vo. 98 x 71, 7d. .....GALE & P., Aug. '17",52,60,,Co wham (Hilda) illus.,Hey diddle diddle.,Ryl. 8vo.,"98 x 71, 7d. .....",GALE & P.,Aug. '17
"Co wham (Hilda) illus.—The Queen of Hearts. Ryl. 8vo. y£x73, 7d. ....GALE & P., Aug. '17",52,60,,Co wham (Hilda) illus.,The Queen of Hearts.,Ryl. 8vo.,"y£x73, 7d. ....",GALE & P.,Aug. '17
"Cornish (V ghan -Naval and military gen- graphy of he British Empire. 8vo. 88 x 51, pp. 146, 35. 6d. net .H. REES, Jan. 17",52,60,,Cornish (V ghan,-Naval and military gen- graphy of he British Empire.,8vo.,"88 x 51, pp. 146, 35. 6d. net .",H. REES,Jan. 17
"Cornish pa ty,"" Levey (S.) is. Cornwall (Duchy of)-Acct. of receipts and dis- bursements, 1916. Id. H.M. STATIONERY OFFICE, May '17",52,60,"Cornish pa ty,"" ",Levey (S.),"is. Cornwall (Duchy of)-Acct. of receipts and dis- bursements, 1916.",,Id.,H.M. STATIONERY OFFICE,May '17
"Cornwell, Jack: the story of John Travers Cornwell, V.C., “ Boy--ist Class.” By the author (f“ Where's master ?"" Cr. 8vo. 7 x 41, pp. 79, Is. 3d. net HODDER & S., Nov. '17",52,60,,,"Cornwell, Jack: the story of John Travers Cornwell, V.C., “ Boy--ist Class.” By the author (f“ Where's master ?""",Cr. 8vo.,"7 x 41, pp. 79, Is. 3d. net",HODDER & S.,Nov. '17
"Cottagar and Arti san (The). Fol. 131 X 91, pp. 144, 25. net.. .R.T.S., Sep. '17",52,60,,,Cottagar and Arti san (The).,Fol.,"131 X 91, pp. 144, 25. net.. .",R.T.S.,Sep. '17
"Cotterill (Erica)—An Account, II. 9x6, pp. 105 (“ Fieldside,"" Collington Ave., Bexhill) AUTHOR, Aug. '17",52,60,,Cotterill (Erica),"An Account, II.",,"9x6, pp. 105 ("" Fieldside,"" Collington Ave., Bexhill)",AUTHOR,Aug. '17
"Cotton year book and diary, 1917. 18mo. 61 x 45, pp. 834, 25, 6d. net (“Textile Mercury” annuals) MARSDEN, Apr. 17",52,60,,,"Cotton year book and diary, 1917.",18mo.,"61 x 45, pp. 834, 25, 6d. net (“Textile Mercury” annuals)",MARSDEN,Apr. 17
"Coulson (Leslie)-From an outpost, and other poems. 18mo. 61 x 41 pp. 42, 25. 60. ret, swd. IS. n t .E. MACDONALD, Mar. '17",52,60,,Coulson (Leslie),"From an outpost, and other poems.",18mo.,"61 x 41 pp. 42, 25. 60. ret, swd. IS. n t .",E. MACDONALD,Mar. '17
"Coulter (J. M.) and Chamberlain (C. J.)-Mor- phology of gymnosperms, Rev. ed. Illus. 8vo. 9 x6, pp. 478, 2 is. net CAMB. UNIV. PR., Nov. '17",52,60,,Coulter (J. M.) and Chamberlain (C. J.),"Mor- phology of gymnosperms, Rev. ed. Illus.",8vo.,"9 x6, pp. 478, 2 is. net",CAMB. UNIV. PR.,Nov. '17
"Council of the nations, Maclagan (O. F.) 6d. Counsel of European nations. By “R. C.” 71 x 5, pp. 24, is. net STOCK, Aug. '17",52,60,"Council of the nations, Maclagan (O. F.) 6d. ",,"Counsel of European nations. By ""R. C.""",,"71 x 5, pp. 24, is. net",STOCK,Aug. '17
"County Courts—Plaints and sittings : Returns, 1916. 35. ..H.M. STATIONERY OFF., Sep. '17",52,60,,,"County Courts—Plaints and sittings : Returns, 1916.",,35. ..,H.M. STATIONERY OFF.,Sep. '17
"Courier (Paul Louis)-Lettres et pamphlets. Intro. by Emile Faguet. 6° X4,pp. 480, is. net NELSON, May 17",52,60,,Courier (Paul Louis),Lettres et pamphlets. Intro. by Emile Faguet.,,"6° X4,pp. 480, is. net",NELSON,May 17
"Courtenay (Charles)—The Empire of silence. 78 x 5, pp. 430, 6s. net .LOW, Jan. 17",52,60,,Courtenay (Charles),The Empire of silence.,,"78 x 5, pp. 430, 6s. net .",LOW,Jan. 17
"Courville (E. H.)-Autograph prices current : compl. alpha. and chronol. record of all auto- graph letters, documents, and MSS. sold by auction in London, w. date and place of sale, name of purchaser, and price of each lot. Vol. 2, Aug., 1916-July, 1917, incl. Ryl. 8vo. 10 X6, pp. 258, 259. net (25, Rumsey Rd., Brixton, S.W.) AUTHOR, Oct. '17",52,60,,Courville (E. H.),"Autograph prices current : compl. alpha. and chronol. record of all auto- graph letters, documents, and MSS. sold by auction in London, w. date and place of sale, name of purchaser, and price of each lot. Vol. 2, Aug., 1916-July, 1917, incl.",Ryl. 8vo.,"10 X6, pp. 258, 259. net (25, Rumsey Rd., Brixton, S.W.)",AUTHOR,Oct. '17
"Cowen (Laurence)—“It is for England"": a romance of our own times. Cr. 8vo. 75 x 51, pp. 279, 28. 6d. net HODDER & S., Feb. 17",52,60,,Cowen (Laurence),"""It is for England"": a romance of our own times.",Cr. 8vo.,"75 x 51, pp. 279, 28. 6d. net",HODDER & S.,Feb. 17
"Cowham (Hilda) illus.---Ride a cock horse to Banbury Cross. Ryl. 8vo. 94 x 71, 7d. GALE & P., Aug. '17",52,60,,Cowham (Hilda) illus.,Ride a cock horse to Banbury Cross.,Ryl. 8vo.,"94 x 71, 7d.",GALE & P.,Aug. '17
