original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Dickens (Charles)-A Tale of two cities. Abr., w. notes, by W. H. Webster. Cr. 8vo. 71 x 54, pp. 127, 5d. ..E. J. ARNOLD, Jan. 17",60,68,,Dickens (Charles),"A Tale of two cities. Abr., w. notes, by W. H. Webster.",Cr. 8vo.,"71 x 54, pp. 127, 5d. ..",E. J. ARNOLD,Jan. 17
"Dickens (Charles)— Tales from Dickens, engraved in the easy reporting style of Pitman's short- hand. 64 x 4, pp. 148, is. 6d. PITMAN, Feb. 17",60,68,,Dickens (Charles),"Tales from Dickens, engraved in the easy reporting style of Pitman's short- hand.",,"64 x 4, pp. 148, is. 6d.",PITMAN,Feb. 17
"Dickens (Charles)—Poems and verses. Collected and ed. by F. G. Kitton. Cr, 8vo. Is. net CHAPMAN & H., Mar. 17",60,68,,Dickens (Charles),Poems and verses. Collected and ed. by F. G. Kitton.,"Cr, 8vo.",Is. net,CHAPMAN & H.,Mar. 17
"Dickensian (The). Vol. 12. Ed. by B. W. Matz. 45. 6d. net .. CHAPMAN & H., Jan. 17",60,68,,,Dickensian (The). Vol. 12. Ed. by B. W. Matz.,,45. 6d. net ..,CHAPMAN & H.,Jan. 17
"Dickinson (G. Lowes)-The Choice before us. 8vo. 81 x 51, pp. 286, 6s. net ALLEN & U., June 17",60,68,,Dickinson (G. Lowes),The Choice before us.,8vo.,"81 x 51, pp. 286, 6s. net",ALLEN & U.,June 17
"Dickinson (G. Lowes)—After the War. 8vo. 6d. net .FIFIELD, July ’17",60,68,,Dickinson (G. Lowes),After the War.,8vo.,6d. net .,FIFIELD,July ’17
"Dickinson (H. N.)--Thomson's friend. 57x31, pp. 39, Is. net .HUMPHREYS, Sep. '17",60,68,,Dickinson (H. N.),Thomson's friend.,,"57x31, pp. 39, Is. net .",HUMPHREYS,Sep. '17
"Dicksee (Lawrence Robert)-Office machinery: a hdbk. for progressive office managers., 8vo. pp. 151, 6s, net ..GEE, May '17",60,68,,Dicksee (Lawrence Robert),Office machinery: a hdbk. for progressive office managers.,8vo.,"pp. 151, 6s, net ..",GEE,May '17
"Dickson (George S.) --- Railways. Cr. 8vo. 64x44; pp. 102, 25. od. net Shown to the children ser.) JACK, Sep. '17",60,68,,Dickson (George S.),Railways.,Cr. 8vo.,"64x44; pp. 102, 25. od. net Shown to the children ser.)",JACK,Sep. '17
"vickens (Charles)-The Cricket on the hearth. Pictures by Gordon Robinson. New d. Cr. 8vo, 71 * 5, pp. 232, 35. 6d. net, 2s. 61!. net, IS. 9d. net, is. 6d. net ..C. H. KELLY, Dec. '17",60,68,,vickens (Charles),The Cricket on the hearth. Pictures by Gordon Robinson. New d.,Cr. 8vo,"71 * 5, pp. 232, 35. 6d. net, 2s. 61!. net, IS. 9d. net, is. 6d. net",C. H. KELLY,Dec. '17
"Dictionary of national biography (The). Med. 8vo. 91X61. Dictionary and Supplement (re-issue, 1908-9), 22 vols., pp. 30,500, £16 IOS. net, hf. mor., £23 25. net ; Second supplement (1912), 3 vols., pp. 2,087, 455. net, hf. mor., 60s. net; Index and epitome (1903, 1913), 28s. net, hf. mor., 368. net; Index to the Second supplement (1913), 35. 6d. net, hf. inor., 7s. 60. net (Transferred to Clarendon I'r.) MILFORD, July '17",61,69,,,Dictionary of national biography (The).,Med. 8vo.,"91X61. Dictionary and Supplement (re-issue, 1908-9), 22 vols., pp. 30,500, £16 IOS. net, hf. mor., £23 25. net ; Second supplement (1912), 3 vols., pp. 2,087, 455. net, hf. mor., 60s. net; Index and epitome (1903, 1913), 28s. net, hf. mor., 368. net; Index to the Second supplement (1913), 35. 6d. net, hf. inor., 7s. 60. net (Transferred to Clarendon I'r.)",MILFORD,July '17
"Diderot (Denis)--Early philosophical works. Tr. and ed. by Margaret Jour lain. Portr. Cr. 8vo. 45. 60.net (Open Court ser. of science an: philo- sophy) OPEN COURT Co., Feb. 17",61,69,,Diderot (Denis),Early philosophical works. Tr. and ed. by Margaret Jour lain. Portr.,Cr. 8vo.,45. 60.net (Open Court ser. of science an: philo- sophy),OPEN COURT Co.,Feb. 17
"Digby (Everard) ed.--Indian ink. Ryl. 8vo. IS. 6d. net ... THACKER, May 17",61,69,,Digby (Everard) ed.,Indian ink.,Ryl. 8vo.,IS. 6d. net ...,THACKER,May 17
"Dilnot (Frank)-Lloyd George, the man and his story. Cr. 8vo. 73 X5}, pp. 192, 38. 6d. net UNWIN, July '17",61,69,,Dilnot (Frank),"Lloyd George, the man and his story.",Cr. 8vo.,"73 X5}, pp. 192, 38. 6d. net",UNWIN,July '17
"Dio Cassius-Dio's Roman history. With Eng- lish trans. by Earnest Cary. (In 9 vols.) Vols. 5 and 6. 18mo. 64 x 41, pp. 526, 492, ea. vol. 5s. net, Ithr. 6s. 6d. net (Loeb classical lib.) HEINEMANN, Aug., Dec. '17",61,69,,Dio Cassius,Dio's Roman history. With Eng- lish trans. by Earnest Cary. (In 9 vols.) Vols. 5 and 6.,18mo.,"64 x 41, pp. 526, 492, ea. vol. 5s. net, Ithr. 6s. 6d. net (Loeb classical lib.)",HEINEMANN,"Aug., Dec. '17"
"Director, Particulars as to. See Companies (Partic. as to Directors) Act. Directory and chronicle for China, Japan, Corea, Indo-China, Straits Settlements, Malay States, Siam, Netherlands India, Borneo, the Philip- pines, &c., 1917. 9} x 63, pp. 1791, 30s. net (131, Fleet St., E.C.) HONG KONG PR., June '17",61,69,"Director, Particulars as to. See Companies (Partic. as to Directors) Act.",,"Directory and chronicle for China, Japan, Corea, Indo-China, Straits Settlements, Malay States, Siam, Netherlands India, Borneo, the Philip- pines, &c., 1917.",,"9} x 63, pp. 1791, 30s. net (131, Fleet St., E.C.)",HONG KONG PR.,June '17
"Directory of directors, 1917. Comp. and ed. by Thomas Skinner. Cr. 8vo. 71 x 5, PP. 1,200, | 155. net.. .T. SKINNER, Feb. 17",61,69,,,"Directory of directors, 1917. Comp. and ed. by Thomas Skinner.",Cr. 8vo.,"71 x 5, PP. 1,200, | 155. net.. .",T. SKINNER,Feb. 17
"Directory of Gt. Britain, &c., Perry's, 1917, 308. Directory of papermakers of the United Kingdom, 1917. 105*7, pp. 191, is. net MARCHANT, SINGER, Apr. 17",61,69,"Directory of Gt. Britain, &c., Perry's, 1917, 308. ",,"Directory of papermakers of the United Kingdom, 1917.",,"105*7, pp. 191, is. net","MARCHANT, SINGER",Apr. 17
"Directory of women teachers, 1917: a ref. bk. of secondary and university education for women in England and Wales. Cr. 8vo. 75 X 5, pp. 929, IOS. 6d. net .YEAR BOOK PR., July '17",61,69,,,"Directory of women teachers, 1917: a ref. bk. of secondary and university education for women in England and Wales.",Cr. 8vo.,"75 X 5, pp. 929, IOS. 6d. net .",YEAR BOOK PR.,July '17
"Discipline and militar, law : duties of 2nd Lieut., &c., pp. 18; do. : duties of Orderly Officer, &c., pp. 15. 8vo. 85 x 54, ea. 6d. net (Hythe ser. of aids 10f'raining. Nos. 13 and 14) PAINE, Aug. '17",61,69,,,"Discipline and militar, law : duties of 2nd Lieut., &c., pp. 18; do. : duties of Orderly Officer, &c., pp. 15.",8vo.,"85 x 54, ea. 6d. net (Hythe ser. of aids 10f'raining. Nos. 13 and 14)",PAINE,Aug. '17
"Dissolution, 1536–7, suffered by Brother Ambrose Beeleigh Abbey, temp. Henry VIII. Com- piled from ancient records by A. E. G., temp. George V. 8 X 55, pp. 47, IS. (3, Chancery Lane, W.C.) EASTERN PR., June'17",61,69,,,"Dissolution, 1536–7, suffered by Brother Ambrose Beeleigh Abbey, temp. Henry VIII. Com- piled from ancient records by A. E. G., temp. George V.",,"8 X 55, pp. 47, IS. (3, Chancery Lane, W.C.)",EASTERN PR.,June'17
"Ditchfield (P. H.)-The England of Shakespeare. Cr. 8vo. 78 x 5), pp. 325, 6s. net METHUEN, Feb. 17",61,69,,Ditchfield (P. H.),The England of Shakespeare.,Cr. 8vo.,"78 x 5), pp. 325, 6s. net",METHUEN,Feb. 17
"Diver (Maud)—The Judgment of the sword : the tale of the Kabul tragedy and of the part played therein by Major Eldred Pottinger, the Hero of Herat. 2nd ed. Cr. 8vo. 73 x 51, pp. 649, 25. 6d, net ...... CONSTABLE, July '17",61,69,,Diver (Maud),"The Judgment of the sword : the tale of the Kabul tragedy and of the part played therein by Major Eldred Pottinger, the Hero of Herat. 2nd ed.",Cr. 8vo.,"73 x 51, pp. 649, 25. 6d, net ...... ",CONSTABLE,July '17
"Diver (Maud)—Unconquered : a romance. Cr. 8vo. 7. * 5, pp. 384, 6s, net J. MURRAY, Oct. '17",61,69,,Diver (Maud),Unconquered : a romance.,Cr. 8vo.,"7. * 5, pp. 384, 6s, net",J. MURRAY,Oct. '17
"Divorce. See Marriage and divorce. Dix (Beulah Marie) - Blithe McBride. Cr. 8vo. 78x5$, pp. 258, ss. net MACMILLAN, Jan. 17",61,69,Divorce. See Marriage and divorce. ,Dix (Beulah Marie),Blithe McBride.,Cr. 8vo.,"78x5$, pp. 258, ss. net",MACMILLAN,Jan. 17
"Dixie (A. E., Lt.-Conınır.)--Air navigation for fight officers. 8vo. 82X51, pp. 234, 1os. 6d. net GIEVES; HOGG, May '17",61,69,,"Dixie (A. E., Lt.-Conınır.)",Air navigation for fight officers.,8vo.,"82X51, pp. 234, 1os. 6d. net",GIEVES; HOGG,May '17
"Dixon (Agnes M.)—The Canteeners. Illus. Cr. 8vo. 7x55, pp. 176, 3s. 6d. net J. MURRAY, Aug. '17",61,69,,Dixon (Agnes M.),The Canteeners. Illus.,Cr. 8vo.,"7x55, pp. 176, 3s. 6d. net",J. MURRAY,Aug. '17
""" Ascu: Dixon (W. Macneile)-The British Navy at war. Cr. 8vo. 73 x 5, pp. 90, IS. net HEINEMANN, Mar. 17",62,70,""" Ascu: ",Dixon (W. Macneile),The British Navy at war.,Cr. 8vo.,"73 x 5, pp. 90, IS. net",HEINEMANN,Mar. 17
""" Doc."" (The) and some others. By lapius.” Cr. 8vo. 74 x 54, pp. 285, 35. 6d. net CHAMBERS, Dec. '17",62,70,,,""" Doc."" (The) and some others. By lapius.”",Cr. 8vo.,"74 x 54, pp. 285, 35. 6d. net",CHAMBERS,Dec. '17
"Dixon (W. Macneile) —The Fleets behind the Fleet: the work of the merchant seamen and fishermen in the war. Cr. 8vo. 75 X 5, pp. 131, 25. 6d. net.. ............HODDER & S., Nov. 'I Do thoughts perish ? or, The Survival after death of human personalities. By “ Recorder."" 73 X 5, pp. 98, 25. 6d, net ....K. PAUL, Feb. 17",62,70,,Dixon (W. Macneile),The Fleets behind the Fleet: the work of the merchant seamen and fishermen in the war.,Cr. 8vo.,"75 X 5, pp. 131, 25. 6d. net.. ...........",HODDER & S.,Nov. 'I
"Dixon (W. Macneile) —The Fleets behind the Fleet: the work of the merchant seamen and fishermen in the war. Cr. 8vo. 75 X 5, pp. 131, 25. 6d. net.. ............HODDER & S., Nov. 'I Do thoughts perish ? or, The Survival after death of human personalities. By “ Recorder."" 73 X 5, pp. 98, 25. 6d, net ....K. PAUL, Feb. 17",62,70,,,"Do thoughts perish ? or, The Survival after death of human personalities. By “ Recorder.""",,"73 X 5, pp. 98, 25. 6d, net ....",K. PAUL,Feb. 17
"Doak (H. L.)-Verdun, and other poems. 18mo. 64 x 41, pp. 46, is. net .MAUNSEL, Mar. 17",62,70,,Doak (H. L.),"Verdun, and other poems.",18mo.,"64 x 41, pp. 46, is. net .",MAUNSEL,Mar. 17
"Dobell (Mrs. C. Oliver)-- Son of mine"" : a poem. Cr. 8vo. pp. 30, 6d. net..C. W. DANIEL, Aug. '17",62,70,,Dobell (Mrs. C. Oliver),"Son of mine"" : a poem.",Cr. 8vo.,"pp. 30, 6d. net.",C. W. DANIEL,Aug. '17
"Doberck (William)-Hygrometric tables for use with dry and wet bulb thermometers. 98 x 61, pp. 17, 28. 6d. net .... WILLIAMS & N., Sep. '17",62,70,,Doberck (William),Hygrometric tables for use with dry and wet bulb thermometers.,,"98 x 61, pp. 17, 28. 6d. net ....",WILLIAMS & N.,Sep. '17
"Dobson (Austin)-A Bookman's budget. Cr. 8vo. 71 x 4), pp. 224, 35, 6d. net MILFORD, Sep. '17",62,70,,Dobson (Austin),A Bookman's budget.,Cr. 8vo.,"71 x 4), pp. 224, 35, 6d. net",MILFORD,Sep. '17
"Dobson (C. C., Rev.)-God, the War and Britain. Cr. 8vo. 71 x 4, pp. 40, swd. is. net STOCK, Nov. '17",62,70,,"Dobson (C. C., Rev.)","God, the War and Britain.",Cr. 8vo.,"71 x 4, pp. 40, swd. is. net",STOCK,Nov. '17
"Dod's Parliamentary companion, 1917. 32mo. 43x3), pp. 498, 55. net ..WHITTAKER, Mar. 17",62,70,,,"Dod's Parliamentary companion, 1917.",32mo.,"43x3), pp. 498, 55. net ..",WHITTAKER,Mar. 17
"Dodd (Francis)-Generals of the British Army : portraits in colours by F. D. With intro. and biographical notes. Pt. i. Fol. 12 X 9, 5s. net “ COUNTRY Life,"" Oct. '17",62,70,,Dodd (Francis),Generals of the British Army : portraits in colours by F. D. With intro. and biographical notes. Pt. i.,Fol.,"12 X 9, 5s. net",""" COUNTRY Life,""",Oct. '17
"Dodson (T. H., Rev.)-The Religion of the body: 18mo. 64 x 41, pp. 82, 2s. net COPE & F.,Oct.'17",62,70,,"Dodson (T. H., Rev.)",The Religion of the body:,18mo.,"64 x 41, pp. 82, 2s. net",COPE & F.,Oct.'17
"Doitsh (E., Corporal)—The First Springbok prisoner in Germany. Cr. 8vo. 77 x 5, pp. 123, 25. net .MCBRIDE, N., July '17",62,70,,"Doitsh (E., Corporal)",The First Springbok prisoner in Germany.,Cr. 8vo.,"77 x 5, pp. 123, 25. net .","MCBRIDE, N.",July '17
"Dolbey (Robert V., Capt.)-A Regimental surgeon in war and prison. Cr. 8vo. 78X53, pp257, 59. net .MURRAY, May 17",62,70,,"Dolbey (Robert V., Capt.)",A Regimental surgeon in war and prison.,Cr. 8vo.,"78X53, pp257, 59. net .",MURRAY,May 17
"Domestic &c. See also Home ; Household, &c. Domine Exaudi: suggestions for thanksgiving and intercession at the present time. By “M. A. H.” Ed. by the Rev. Willoughby Carter. 18mo. 53x3), pp. 16, 2d. net LONGMANS, Nov. '17",62,70,"Domestic &c. See also Home ; Household, &c. ",,"Domine Exaudi: suggestions for thanksgiving and intercession at the present time. By ""M. A. H."" Ed. by the Rev. Willoughby Carter.",18mo.,"53x3), pp. 16, 2d. net",LONGMANS,Nov. '17
"Domestic service. By an old Servant. Pref. by Mrs. George Wemyss. Cr. 8vo. 71 x 5, pp. III, 25. net . CONSTABLE, May 17",62,70,,,Domestic service. By an old Servant. Pref. by Mrs. George Wemyss.,Cr. 8vo.,"71 x 5, pp. III, 25. net .",CONSTABLE,May 17
"Dominian (Leon)--The Frontiers of language and nationality in Europe. Evo. 104 X 77, pp. 393, 155. net., . CONSTABLE, Dec. '17",62,70,,Dominian (Leon),The Frontiers of language and nationality in Europe.,Evo.,"104 X 77, pp. 393, 155. net., .",CONSTABLE,Dec. '17
"Dominions (Roy. Comm. on)-5th Interim rpt., dealing w. results of investig. in Canada. W. sketch map showing routes of the Commission in 1914 and 1916, is. 3d. ; Final rpt. W. map of the wcrld, on Mercator's projection, showing Brit. Emp. and prin. lines of telegraph connect- ing its various pts., 25. 6d. ....WYMAN, Mar. 17",62,70,,,"Dominions (Roy. Comm. on)-5th Interim rpt., dealing w. results of investig. in Canada. W. sketch map showing routes of the Commission in 1914 and 1916, is. 3d. ; Final rpt. W. map of the wcrld, on Mercator's projection, showing Brit. Emp. and prin. lines of telegraph connect- ing its various pts., 25. 6d.",,,WYMAN,Mar. 17
"Dominions (Roy. Commission on)- Papers laid before the Commission, 1914-17. 6d. H.M. STATIONERY OFF., Aug. '17",62,70,,,"Dominions (Roy. Commission on)- Papers laid before the Commission, 1914-17.",,6d.,H.M. STATIONERY OFF.,Aug. '17
"Dominions (Roy. Commission on)-Minutes of evidence taken in Central and Western Pro- vinces of Canada, 1916. Pt. 1. 48. H.M. STATIONERY OFF., Sep. '17",62,70,,,"Dominions (Roy. Commission on)-Minutes of evidence taken in Central and Western Pro- vinces of Canada, 1916. Pt. 1.",,48.,H.M. STATIONERY OFF.,Sep. '17
"Donaldson (Leonard)--Cinematography for ama- teurs : a handbook for beginners in motion- photography. Cr. 8vo. 73 X5, pp. 107, IS. net HAZEI.L, WATSON & V., Mar. 17",62,70,,Donaldson (Leonard),Cinematography for ama- teurs : a handbook for beginners in motion-photography.,Cr. 8vo.,"73 X5, pp. 107, IS. net","HAZEI.L, WATSON & V.",Mar. 17
"Doney (May)-The Way of wonder. Intro. by Sir A. Quiller-Ccuch. Cr. 8vo. 7*X55, pp. 133, 35. 6d. net METHUEN, June 17",62,70,,Doney (May),The Way of wonder. Intro. by Sir A. Quiller-Ccuch.,Cr. 8vo.,"7*X55, pp. 133, 35. 6d. net",METHUEN,June 17
"Donogh (Walter Russell)-The History and law of Sedition and cognate offences. 3rd ed. 8vo. .THACKER, Nov. '17",62,70,,Donogh (Walter Russell),The History and law of Sedition and cognate offences. 3rd ed.,8vo.,,.THACKER,Nov. '17
