original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Murray (J. O. F.)- The Christian armour: being studies in Ephesians vi, 10–18. Cr. 8vo. 74 x 4*, pp. 78, IS. 6d. net ......S.P.C.K., Mar. 17",154,162,,Murray (J. O. F.),"The Christian armour: being studies in Ephesians vi, 10–18.",Cr. 8vo.,"74 x 4*, pp. 78, IS. 6d. net",S.P.C.K.,Mar. 17
"Murray (Kate) ---The Spirit of the house : being an account of Caidicott Court--an imaginary house and of some who dwelt there. Cr. 8vo. 78x57, pp. 324, 55. net HODDER & S., Aug. '17",154,162,,Murray (Kate),The Spirit of the house : being an account of Caidicott Court--an imaginary house and of some who dwelt there.,Cr. 8vo.,"78x57, pp. 324, 55. net",HODDER & S.,Aug. '17
"Murray (Lady) of Elibank-Lady Latimere's double. Cr. 8vo. 7* x 5, pp. 320, 55. net H. JENKINS, Nov. '17",154,162,,Murray (Lady) of Elibank,Lady Latimere's double.,Cr. 8vo.,"7* x 5, pp. 320, 55. net",H. JENKINS,Nov. '17
"Murray (Marr)—The More sure word of prophecy Cr. 8vo. 73 X 5, pp. 172, 28. 6d. net HODDER & S., Oct. '17",154,162,,Murray (Marr),The More sure word of prophecy,Cr. 8vo.,"73 X 5, pp. 172, 28. 6d. net",HODDER & S.,Oct. '17
"Musgrave (H.)--Myola. 8vo. 8 X 54, pp. 308, 5s. net .HODDER & S., May 17",154,162,,Musgrave (H.),Myola.,8vo.,"8 X 54, pp. 308, 5s. net .",HODDER & S.,May 17
"Music in village churches. By a member of the Church Mu ic Society. Fcap. 8vo. 73 x 44, pp. 16, swd. 21. (Church Music Soc.) MILFORD, Oct. '17",155,163,,,Music in village churches. By a member of the Church Mu ic Society.,Fcap. 8vo.,"73 x 44, pp. 16, swd. 21. (Church Music Soc.)",MILFORD,Oct. '17
"Musical Association--Proceedings, 1915-16. 81 x 54, pp. 186, 21s. niet NOVELLO, Feb. 17",155,163,,,"Musical Association--Proceedings, 1915-16.",,"81 x 54, pp. 186, 21s. niet",NOVELLO,Feb. 17
"Musketry dictionary. 2nd ed. Ihmo. 5 X 3, pp. 21, 6d. net (York: 6, Coney St.) J. B. INGLIS & Sons, Feb. '17",155,163,,,Musketry dictionary. 2nd ed.,Ihmo.,"5 X 3, pp. 21, 6d. net (York: 6, Coney St.)",J. B. INGLIS & Sons,Feb. '17
"Musketry, consisting of instructions in machine guns and their uses. By“ Simplex."" Cr. 8vo. 77 x 44, pp. 44, swd. is. net (Whitehall ser. of lectures. No. 7)..........F. GROOM, Apr. 17",155,163,,,"Musketry, consisting of instructions in machine guns and their uses. By"" Simplex.""",Cr. 8vo.,"77 x 44, pp. 44, swd. is. net (Whitehall ser. of lectures. No. 7)..........",F. GROOM,Apr. 17
"Musset (Alfred de)-Quatre comédies : Les Caprices de Marianne ; Barberine ; saurait penser à tout; Bettine. Ed., w, intro. and notes, by R. Weeks. Cr. 8vo, 74 x 5, pp. 314, 35. 61. net (French ser. by American scholars) .MILFORD, Feb. 17",155,163,,Musset (Alfred de),"Quatre comédies : Les Caprices de Marianne ; Barberine ; saurait penser à tout; Bettine. Ed., w, intro. and notes, by R. Weeks.","Cr. 8vo,","74 x 5, pp. 314, 35. 61. net (French ser. by American scholars) .",MILFORD,Feb. 17
"My book of animals. 4to. limp 4d. net FROWDE AND H. & S., Dec. '17",155,163,,,My book of animals.,4to.,limp 4d. net,FROWDE AND H. & S.,Dec. '17
"My book of trains. 4to. limp 4d. net FROWDE AND H. & S., Dec. '17",155,163,,,My book of trains.,4to.,limp 4d. net,FROWDE AND H. & S.,Dec. '17
"My country A BC. 4to. limp, 4d. net FROWDE AND H. & S., Dec. '17",155,163,,,My country A BC.,"4to. limp,",4d. net,FROWDE AND H. & S.,Dec. '17
"My own story book. 4to. 8d. net BLACKIE, Oct. '17",155,163,,,My own story book.,4to.,8d. net,BLACKIE,Oct. '17
"My picture puzzle story book. IS. net FROWDE AND H. &S, Nov. ’17",155,163,,,My picture puzzle story book.,,IS. net,FROWDE AND H. &S,Nov. ’17
"My pretty picture puzzle book. Is. 60. net FROWDE AND H. & S., Dec. '17",155,163,,,My pretty picture puzzle book.,,Is. 60. net,FROWDE AND H. & S.,Dec. '17
"My wife's hidden life. 8vo. 81 x6, pp. 128, 6d. .HODDER & S., May 17",155,163,,,My wife's hidden life.,8vo.,"81 x6, pp. 128, 6d. .",HODDER & S.,May 17
"Myres (T. Harrison)---Bells and bell lore : church bulls of the Amounderness and the Arch- deaconry of Lancaster. Illus. 81x51, pp. 122, 5S, 6d. (La Lodge, Preston, Lancs.) AUTHOR, Apr.'17",155,163,,Myres (T. Harrison),Bells and bell lore : church bulls of the Amounderness and the Arch- deaconry of Lancaster. Illus.,,"81x51, pp. 122, 5S, 6d. (La Lodge, Preston, Lancs.)",AUTHOR,Apr.'17
"Naidu (Sarojini)—The Broken wing: iove death, and destiny, 1915-1916. 8vo. 9x6, pp. 105, 5s. net.... HEINEMANN, Jan. 17",155,163,,Naidu (Sarojini),"The Broken wing: iove death, and destiny, 1915-1916.",8vo.,"9x6, pp. 105, 5s. net....",HEINEMANN,Jan. 17
"Nairno (A.) -—Isaiah: the Prophet and the Book. Cr. 8vo. swd. is. net (Liverpool Dioc. Bd. of Divinity pbcns.) .LONGMANS, Jan. 17",155,163,,Nairno (A.),Isaiah: the Prophet and the Book.,Cr. 8vo.,swd. is. net (Liverpool Dioc. Bd. of Divinity pbcns.) .,LONGMANS,Jan. 17
"Nalkowski (W.)— Poland as a geographical entity. Pref. by James Fairgrieve. 8vo. 81 x 54, pp. 63, 25. net ....ALLEN & U., Apr. 17",155,163,,Nalkowski (W.),Poland as a geographical entity. Pref. by James Fairgrieve.,8vo.,"81 x 54, pp. 63, 25. net ....",ALLEN & U.,Apr. 17
"Nandkuverba, Maharani of Bhavnagar-Field- Marshal Earl Kitchener of Khartoum : tribute to his memory. Foreword by Lord Reay. 81 x 55, pp. 119, priv. pr. (Sheen Rd., Richmond) R.W. SIMPSON, Feb. 17",155,163,,"Nandkuverba, Maharani of Bhavnagar",Field- Marshal Earl Kitchener of Khartoum : tribute to his memory. Foreword by Lord Reay.,,"81 x 55, pp. 119, priv. pr. (Sheen Rd., Richmond)",R.W. SIMPSON,Feb. 17
"Nankivell (Austin T.)Health in camp. 18mo. 6}x 38, pp. 84, Is. 6d. net; swd. Is. net CONSTABLE, July '17",155,163,,Nankivell (Austin T.),Health in camp.,18mo.,"6}x 38, pp. 84, Is. 6d. net; swd. Is. net",CONSTABLE,July '17
"""National Review Map of the Western Front. 8vo. 9£ *7!, folded is. 6d. net, 3s. 6d. net OFFICE, May 17",156,164,,,National Review Map of the Western Front.,8vo.,"9£ *7!, folded is. 6d. net, 3s. 6d. net",OFFICE,May 17
"""National Review” Diary, 1918. Comp. by L. J. Maxse. 32mo. 3) X 27, 2s. OFFICE, Dec. '17",156,164,,,"""National Review"" Diary, 1918. Comp. by L. J. Maxse.",32mo.,"3) X 27, 2s.",OFFICE,Dec. '17
"id. WYMAN, Apr. 17",156,164,id.,,,,,WYMAN,Apr. 17
"Nash (Dorothy E. C.)-The Moon baby. Illus. by D. E. C. Nash and B. N. Rudige. Fol. 91x7}, pp. 87, 35. 641. net · JARROLDS, Nov. '17",156,164,,Nash (Dorothy E. C.),The Moon baby. Illus. by D. E. C. Nash and B. N. Rudige.,Fol.,"91x7}, pp. 87, 35. 641. net ·",JARROLDS,Nov. '17
"Nathan (Manfred)—South African insolvency law : a commentary on the Union Insolvency Act (No. 32, 1916). With explan. notes and ref. to decided cases. 8+X54, pp. 548, 258. net SWEET & M., May 17",156,164,,Nathan (Manfred),"South African insolvency law : a commentary on the Union Insolvency Act (No. 32, 1916). With explan. notes and ref. to decided cases.",,"8+X54, pp. 548, 258. net",SWEET & M.,May 17
"National expenditure-Special report fr. Select Committee. Id. H.M.STATIONERY OFF., Aug.'17",156,164,,,National expenditure-Special report fr. Select Committee.,,Id.,H.M.STATIONERY OFF.,Aug.'17
"National Gallery-Report of Director, 1916. 3d. H.M. STATIONERY OFFICE, May '17",156,164,,,"National Gallery-Report of Director, 1916.",,3d.,H.M. STATIONERY OFFICE,May '17
"National Gallery, &c., Scotland---roth Report, 1916-17. Id. H.M. STATIONERY OFF., Aug. '17",156,164,,,"National Gallery, &c., Scotland---roth Report, 1916-17.",,Id.,H.M. STATIONERY OFF.,Aug. '17
"National Portrait Gallery--60th Annual report of Trustees, 1916–17. id. H.M. STATIONERY OFF., Aug. '17",156,164,,,"National Portrait Gallery--60th Annual report of Trustees, 1916–17.",,id.,H.M. STATIONERY OFF.,Aug. '17
"National Relief Fund-Rpt. on administration, to Sept. 30, 1916, 4d. ; do., to Mar. 31, 1917, 2d. H.M. STATIONERY OFF., Jan., July '17",156,164,,,"National Relief Fund-Rpt. on administration, to Sept. 30, 1916, 4d. ; do., to Mar. 31, 1917, 2d.",,,H.M. STATIONERY OFF.,"Jan., July '17"
"Nattier-The Masterpieces of Nattier, 1685-1766. 18mo. 6 X 4, pp. 67, sw). 8i1. net (Art books) GOWANS & G., Nov. '17",156,164,,,"Nattier-The Masterpieces of Nattier, 1685-1766.",18mo.,"6 X 4, pp. 67, sw). 8i1. net (Art books)",GOWANS & G.,Nov. '17
"Naturalization-Certificates granted fr. ist Jan., 1911, to 31st Dec., 1914 : Index to names. 58. WYMAN, Nov. 16",156,164,,,"Naturalization-Certificates granted fr. ist Jan., 1911, to 31st Dec., 1914 : Index to names.",,58.,WYMAN,Nov. 16
"Naturalization. See also Aliens (Naturalization). Nature. Vol. 99. 8vo. 155. net MACMILLAN, Dec. '17",156,164,Naturalization. See also Aliens (Naturalization).,,Nature. Vol. 99.,8vo.,155. net,MACMILLAN,Dec. '17
"Naval War services of Officers of the R.N., R.N.R., R.N.A.S., R.N.V.R., R.M., with table of V.C. awards and diary of naval events. 32mo. 4* X 6, pp. 140, is. 6d. net (326, High Holborn, W.C.) ROYAL NAVY LIST,"" Mar. 17",156,164,,,"Naval War services of Officers of the R.N., R.N.R., R.N.A.S., R.N.V.R., R.M., with table of V.C. awards and diary of naval events.",32mo.,"4* X 6, pp. 140, is. 6d. net (326, High Holborn, W.C.)","ROYAL NAVY LIST,",Mar. 17
"Nave (Orville J.)-Handbook on the army chap- laincy. Pott 8vo. 6 X 31, pp. 122, 3s. 60. net MILFORD, July '17",156,164,,Nave (Orville J.),Handbook on the army chap- laincy.,Pott 8vo.,"6 X 31, pp. 122, 3s. 60. net",MILFORD,July '17
"Navillo (E.)-The Text of the Old Testament. (Schweich Lectures, 1915). Ryl. 8vo. 10X 6, pp. 90, 3s. net .. (Brit. Acad.) MILFORD, Mar. 17",156,164,,Navillo (E.),"The Text of the Old Testament. (Schweich Lectures, 1915).",Ryl. 8vo.,"10X 6, pp. 90, 3s. net .. (Brit. Acad.)",MILFORD,Mar. 17
"Navy--Appropriation account, 1915-16., 3d. WYMAN, Mar. 17",156,164,,,"Navy--Appropriation account, 1915-16.",,3d.,WYMAN,Mar. 17
"Navy-Estimates, 1916-17 (Supp.), ca. Estimates, 1917-10, id. .. WYMAN, Feb. 17",156,164,,,"Navy-Estimates, 1916-17 (Supp.), ca. Estimates, 1917-10, id.",,,WYMAN,Feb. 17
"Navy-Excess, Statement of, 1915-16. d. H.M. STATIONERY OFF., June '17",156,164,,,"Navy-Excess, Statement of, 1915-16.",,d.,H.M. STATIONERY OFF.,June '17
"Navy list (quarterly). Ea. Is. 6d. WYMAN, Jan., &c. 17",157,165,,,Navy list (quarterly).,,Ea. Is. 6d.,WYMAN,"Jan., &c. 17"
"Naylor (C. H.)—Correction tables for thermo- dynamic efficiency. 8vo. 84x5}, pp. 59, 58. net .E. ARNOLD, Aug.'17",157,165,,Naylor (C. H.),Correction tables for thermo- dynamic efficiency.,8vo.,"84x5}, pp. 59, 58. net .",E. ARNOLD,Aug.'17
"Neale (J. Mason, Rev.)-The Lions of Wady- Araba : a story of the Idumæan Desert. Cr. 8vo. 71 x 5, pp. 94, Is. 3d. net S.P.C.K., Oct. '17",157,165,,"Neale (J. Mason, Rev.)",The Lions of Wady- Araba : a story of the Idumæan Desert.,Cr. 8vo.,"71 x 5, pp. 94, Is. 3d. net",S.P.C.K.,Oct. '17
"Neale (J. Mason, Rev.)—The Quay of the Dioscuri: a history of Nicene times. Cr. 8vo. 71 X 5, pp. 96, Is. 3d. net ..S.P.C.K., Oct. '17",157,165,,"Neale (J. Mason, Rev.)",The Quay of the Dioscuri: a history of Nicene times.,Cr. 8vo.,"71 X 5, pp. 96, Is. 3d. net ..",S.P.C.K.,Oct. '17
"Neale (John Mason)----Collected hymns, sequences and carols. 8vo. 8 X 51, pp. 460, 35. 6d. net HODDER & S., Sep. '17",157,165,,Neale (John Mason),"Collected hymns, sequences and carols.",8vo.,"8 X 51, pp. 460, 35. 6d. net",HODDER & S.,Sep. '17
"Nearing (Guy)—The Far away. Cr. 8vo. 71 x 5, pp. 53, 35. 6d. net .PUTNAM, Oct. '17",157,165,,Nearing (Guy),The Far away.,Cr. 8vo.,"71 x 5, pp. 53, 35. 6d. net .",PUTNAM,Oct. '17
"Neihardt (John)-The Quest. Cr. 8vo. 55. 6d. net . MACMILLAN, Feb. 17",157,165,,Neihardt (John),The Quest.,Cr. 8vo.,55. 6d. net .,MACMILLAN,Feb. 17
"Neill (A. S.)-A Dominie's log. Cr. Evo. 75 x 5, pp. 219, 3s. net .H. JENKINS, Nov. '17",157,165,,Neill (A. S.),A Dominie's log.,Cr. Evo.,"75 x 5, pp. 219, 3s. net .",H. JENKINS,Nov. '17
"Nekrassov (Nicholas)-Who can be happy and free in Russia ? Tr. by Juliet M. Soskice ; intro. by Dr. D. Soskice. Pott. 8vo. 6X31, pp. 364, is. net; pocket ed. on thin paper is. 3d. net (World's classics) MILFORD, Mar. 17",157,165,,Nekrassov (Nicholas),Who can be happy and free in Russia ? Tr. by Juliet M. Soskice ; intro. by Dr. D. Soskice.,Pott. 8vo.,"6X31, pp. 364, is. net; pocket ed. on thin paper is. 3d. net (World's classics)",MILFORD,Mar. 17
"Nellie, Garvice (C.) 7d. net Nelson (Horatio, Third Earl)-The Nelson whom Britons love. 2nd ed. Cr. 8vo. Is. 3d. net JARROLD, July ’17",157,165,"Nellie, Garvice (C.) 7d. net ","Nelson (Horatio, Third Earl)",The Nelson whom Britons love. 2nd ed.,Cr. 8vo.,Is. 3d. net ,JARROLD,July ’17
"Nelson's Last diary, September 13-October 21, 1805. Intro. and notes by Gilbert Hudson. Cr. 8vo. 71 x 5), pp. 46, 25. 6d. net MATHEWS, June '17",157,165,,,"Nelson's Last diary, September 13-October 21, 1805. Intro. and notes by Gilbert Hudson.",Cr. 8vo.,"71 x 5), pp. 46, 25. 6d. net",MATHEWS,June '17
"Nelson's War atlas. 4th ed., cont. a ser. of new maps showing the 1917 campaigns. Ryl. 8vo. 91 x 7), pp. 32, is. net NELSON, Aug. '17",157,165,,,"Nelson's War atlas. 4th ed., cont. a ser. of new maps showing the 1917 campaigns.",Ryl. 8vo.,"91 x 7), pp. 32, is. net",NELSON,Aug. '17
